"from","to","weight"
"Huayi Li","Bing Liu 0001",2
"Bing Liu 0001","Jidong Shao",2
"Konstantin Bauman","Bing Liu 0001",2
"Shuai Wang 0020","Bing Liu 0001",2
"Bing Liu 0001","Weixiang Shao",2
"Joshua Sablatura","Bing Zhou 0002",2
"Jinyuan Jia","Binghui Wang",2
"Binghui Wang","Le Zhang 0006",2
"Meng Pang","Binghui Wang",2
"Binghui Wang","Neil Zhenqiang Gong",2
"Binghui Wang","Risheng Liu",2
"Yiu-ming Cheung","Binghui Wang",2
"Bingjing Jia","Jinna Lv",2
"Bingjing Jia","Pengpeng Zhou",2
"Bingjing Jia","Yao Bu",2
"Bingjing Jia","Ying Xing",2
"Bo Peng","Bingjing Zhang",2
"Bingjing Zhang","Craig A. Stewart",2
"Bingjing Zhang","Emily McCallum",2
"Bingjing Zhang","Jon Omer",2
"Bingjing Zhang","Judy Qiu",2
"Bingjing Zhang","Langshi Chen",2
"Bingjing Zhang","Lisa Smith",2
"Bingjing Zhang","Mihai Avram 0002",2
"Bingjing Zhang","Robert Henschel",2
"Bingjing Zhang","Shaojuan Zhu",2
"Bingjing Zhang","Tom Zahniser",2
"Le Zhang","Bingrou Zhou",2
"Qi Ding","Bingrou Zhou",2
"Wutao Wei","Bingrou Zhou",2
"Bingsheng He","Chiew Tong Lau",2
"Bingsheng He","Xiaoli Du",2
"Xuntao Cheng","Bingsheng He",2
"Binxuan Huang","Kathleen M. Carley",2
"Wei Wei 0019","Binxuan Huang",2
"Binxuan Huang","Yan Zhang",2
"Yu Zhang 0044","Binxuan Huang",2
"Binyam A. Zemede","Byron J. Gao",2
"Bipin Karunakaran","Debdipto Misra",2
"Bipin Karunakaran","Dhruv Mathrawala",2
"Bipin Karunakaran","Kyle Marshall",2
"Bipin Karunakaran","Shravan Kethireddy",2
"Hannah Bast","Björn Buchhold",2
"Blake Anderson","David A. McGrew",2
"Sheriffo Ceesay","Blesson Varghese",2
"Bo Dong","Kevin W. Hamlen",2
"Bo Dong","Latifur Khan",4
"Bo Dong","Mohammad M. Masud",2
"Swarup Chandra","Bo Dong",2
"Bo Dong","Yang Gao 0027",2
"Bo Dong","Yifan Li",2
"Zhuoyi Wang","Bo Dong",2
"Bo Han 0001","Feng Qian 0001",2
"Sanae Rosen","Bo Han 0001",2
"Bo Han 0001","Shuai Hao",2
"Bo Han 0001","Zhuoqing Morley Mao",2
"Kun Kuang","Bo Li 0064",2
"Bo Li 0064","Meng Jiang 0001",2
"Peng Cui 0001","Bo Li 0064",2
"Bo Li 0064","Shiqiang Yang",2
"Bo Peng","Craig A. Stewart",2
"Bo Peng","Emily McCallum",2
"Bo Peng","Jon Omer",2
"Bo Peng","Judy Qiu",2
"Bo Peng","Langshi Chen",2
"Bo Peng","Lisa Smith",2
"Bo Peng","Mihai Avram 0002",2
"Bo Peng","Robert Henschel",2
"Bo Peng","Shaojuan Zhu",2
"Bo Peng","Tom Zahniser",2
"Chi Zhang","Bo Song",2
"Cui Lin","Bo Song",2
"Dongbo Zhou","Bo Song",2
"Bo Song","Erjia Yan",2
"Hao Li","Bo Song",2
"Bo Song","Jianliang Gao",4
"Jin Zhang","Bo Song",2
"Sannyuya Liu","Bo Song",2
"Bo Song","Wei-Shih Yang",4
"Bo Song","Xiaohua Hu 0001",4
"Bo Song","Xiaohua Tony Hu",2
"Xinli Yu","Bo Song",4
"Zheng Chen 0010","Bo Song",4
"Bo Xu 0009","Hongfei Lin",2
"Bo Xu 0009","Kan Xu",2
"Bo Xu 0009","Yuan Lin 0001",2
"Gabriel Antoniu","Bogdan Nicolae",2
"María S. Pérez-Hernández","Bogdan Nicolae",2
"Ovidiu-Cristian Marcu","Bogdan Nicolae",2
"Radu Tudoran","Bogdan Nicolae",2
"Stefano Bortoli","Bogdan Nicolae",2
"Georgios Theodoropoulos 0001","Boguslaw Obara",2
"Ibad Kureshi","Boguslaw Obara",2
"John Brennan","Boguslaw Obara",2
"Stephen Bonner","Boguslaw Obara",2
"Bokai Cao","Chenwei Zhang",2
"Bokai Cao","Chun-Ta Lu",4
"Jingyuan Zhang","Bokai Cao",2
"Bokai Cao","John Zulueta",2
"Bokai Cao","Kelly Ryan",2
"Bokai Cao","Lei Zheng 0001",4
"Lifang He 0001","Bokai Cao",2
"Linchuan Xu","Bokai Cao",2
"Bokai Cao","Nianzu Ma",2
"Bokai Cao","Olu Ajilore",2
"Bokai Cao","Philip S. Yu",12
"Shen Wang 0005","Bokai Cao",2
"Bokai Cao","Vahid Noroozi",2
"Xiaokai Wei","Bokai Cao",4
"Bokai Cao","Yi Chang 0001",2
"Bolong Zheng","Cyrus Shahabi",2
"Han Su","Bolong Zheng",2
"Bolong Zheng","Tieke He",2
"Ugur Demiryurek","Bolong Zheng",2
"Yaguang Li","Bolong Zheng",2
"Junhee Lee 0003","Bongki Moon",2
"Sangchul Kim","Bongki Moon",2
"Taehoon Kim","Bongki Moon",2
"Bonnie J. Dorr","Kristy Hollingshead",2
"Bonnie J. Dorr","Leon Liang",2
"Meryem Essaidi","Boon Thau Loo",2
"Qizhen Zhang 0001","Boon Thau Loo",2
"Shivani Agarwal 0001","Boon Thau Loo",2
"Tengyuan Ye","Boon Thau Loo",2
"Vincent Liu","Boon Thau Loo",2
"Boualem Benatallah","HuangTao Xiong",2
"Boualem Benatallah","Reza Nouri",2
"Boualem Benatallah","Van Munin Chhieng",2
"Boualem Benatallah","Xu Zhao",2
"Bowen Shi","G. Norton",2
"Bowen Shi","K. S. Nitin",2
"Bowen Shi","Lalit P. Sah",2
"Bowen Shi","Luke A. Colavito",2
"Bowen Shi","Madhav Marathe",2
"Bowen Shi","R. Asokan",2
"Bowen Shi","Rangaswamy Muniappan",2
"Sichao Wu","Bowen Shi",2
"Srinivasan Venkatramanan","Bowen Shi",2
"Bowen Shi","Stephen G. Eubank",2
"Bowen Shi","V. Sridhar",2
"Bowen Yao","Michael S. Bernstein",2
"Niloufar Salehi","Bowen Yao",2
"Bowen Yao","Yiqi Chen",2
"Zhiyuan Lin 0001","Bowen Yao",2
"Boxiang Dong","Haifeng Chen",2
"Boxiang Dong","Kai Zhang 0001",2
"Boxiang Dong","Lu-An Tang",2
"Boxiang Dong","Wendy Hui Wang",2
"Boxiang Dong","Ying Lin",2
"Boxiang Dong","Zhengzhang Chen",2
"Boxiang Dong","Zhichun Li",2
"Boxin Du","Hanghang Tong",2
"Boxin Du","Nan Cao",2
"Boxin Du","Si Zhang",2
"Bryan Keating","Boyan Xu",2
"Hoang Dung Vu","Boyan Xu",2
"Boyan Xu","Kaige Yang",2
"Kok-Soon Chai","Boyan Xu",2
"Nurislam Tursynbek","Boyan Xu",2
"Boyan Xu","Xiaoyan Yang",2
"Boyan Xu","Zhenjie Zhang",2
"Bradley A. Malin","Ching-Hua Chen",2
"Harichandan Roy","Bradley A. Malin",2
"Imrul Chowdhury Anindya","Bradley A. Malin",2
"Bradley A. Malin","Jeremy L. Warner",2
"Murat Kantarcioglu","Bradley A. Malin",2
"Bradley A. Malin","Pei-Yun Sabrina Hsueh",2
"Zhijun Yin","Bradley A. Malin",2
"Charles A. Phillips","Bradley J. Rhodes",2
"Michael A. Langston","Bradley J. Rhodes",2
"Ronald D. Hagan","Bradley J. Rhodes",2
"Kevin R. B. Butler","Bradley Reaves",2
"Bradley Reaves","Nabil Schear",2
"Bradley Reaves","Patrick T. Cable II",2
"Bradley Reaves","Thomas Moyer",2
"Wajih Ul Hassan","Bradley Reaves",2
"Brendan Kitts","Ethan Thornburg",2
"Brendan Kitts","Garrett Badeau",2
"Brendan Kitts","Ishadutta Yadav",2
"Brendan Kitts","Michael Krishnan",2
"Brendan Kitts","Satyanarayana Reddy Janga",2
"Brendan Kitts","Sergey Tolkachov",2
"Brendan Kitts","Yongbo Zeng",2
"Connor McMahon","Brent J. Hecht",2
"Daniel Kluver","Brent J. Hecht",2
"Hannah Jean Miller","Brent J. Hecht",2
"Isaac L. Johnson","Brent J. Hecht",2
"Jacob Thebault-Spieker","Brent J. Hecht",2
"Loren G. Terveen","Brent J. Hecht",2
"Jim Pivarski","Brian Bockelman",2
"Peter Elmer","Brian Bockelman",2
"Brian Bockelman","Zhe Zhang 0003",2
"Brian Johnston","Charlie Wang",2
"Brian Johnston","Michael Peran",2
"Brian Johnston","Rachel Rosenfeld",2
"Brian Keegan","Casey Fiesler",2
"Elisa Bertino","Brian Rivera",2
"Emil Lupu","Brian Rivera",2
"Gregory H. Cirincione","Brian Rivera",2
"Saritha Arunkumar","Brian Rivera",2
"Seraphin B. Calo","Brian Rivera",2
"Frank R. Greguska","Brian Wilson",2
"Brian Wilson","Joe Jacob",2
"Brian Wilson","Nga Quach",2
"Thomas Huang","Brian Wilson",2
"Maya Ekron","Brit Youngmann",2
"Tova Milo","Brit Youngmann",2
"Brittany Cozzens","Felix Zhan",2
"Brittany Cozzens","Justin Zhan",2
"Brittany Cozzens","Kyle Khembunjong",2
"Brittany Cozzens","Mark Zhang",2
"Matin Pirouz","Brittany Cozzens",2
"Brittany Cozzens","Maxwell Jay",2
"Brittany Cozzens","Richard Huang",2
"Brittany Cozzens","Sahan Paliskara",2
"Shahab Tayeb","Brittany Cozzens",2
"Brittany Cozzens","Shahram Latifi",2
"Carl Apgar","Brittni Ballard",2
"David Baasch","Brittni Ballard",2
"Keona Holden","Brittni Ballard",2
"Brittni Ballard","Leigh Plummer",2
"Luis Beteta","Brittni Ballard",2
"Marisa Gilman","Brittni Ballard",2
"Brittni Ballard","Mayanka Jha",2
"Brittni Ballard","Namrata Walanj",2
"Richard Marciano","Brittni Ballard",2
"Riss Hardcastle","Brittni Ballard",2
"Sandra Laib","Brittni Ballard",2
"Brittni Ballard","Tricia Glaser",2
"Waleed Falak","Brittni Ballard",2
"William Underwood","Brittni Ballard",2
"Yun Huang","Brittni Ballard",2
"Brittni Ballard","Zeynep Diker",2
"Bronwyn Woods","David Adamson",2
"Bronwyn Woods","Elijah Mayfield",2
"Bronwyn Woods","Shayne Miel",2
"Christian S. Schmid","Bruce A. Desmarais",2
"Bruce A. Desmarais","Kevin L. Young",2
"Tim Marple","Bruce A. Desmarais",2
"Donald D. Cowan","Bruce MacVicar",2
"Douglas W. Mulholland","Bruce MacVicar",2
"Bruce MacVicar","Fred McGarry",2
"Paulo S. C. Alencar","Bruce MacVicar",2
"Bruce MacVicar","Simon Courtenay",2
"Bruce MacVicar","Stephen Murphy",2
"Brunella Spinelli","L. Elisa Celis",2
"Brunella Spinelli","Patrick Thiran",2
"Bruno Ribeiro 0001","Jennifer Neville",2
"Jiasen Yang","Bruno Ribeiro 0001",2
"Bruno Volckaert","Filip De Turck",2
"Gregory van Seghbroeck","Bruno Volckaert",2
"Leandro Ordoñez-Ante","Bruno Volckaert",2
"Thomas Vanhove","Bruno Volckaert",2
"Tim Wauters","Bruno Volckaert",2
"Bryan Culbertson","Praveen Paritosh",2
"Bryan Hooi","Christos Faloutsos",6
"Bryan Hooi","Jisu Kim",2
"Kijung Shin","Bryan Hooi",2
"Shenghua Liu","Bryan Hooi",2
"Tsubasa Takahashi 0001","Bryan Hooi",2
"Hoang Dung Vu","Bryan Keating",2
"Bryan Keating","Kaige Yang",2
"Kok-Soon Chai","Bryan Keating",2
"Bryan Keating","Nurislam Tursynbek",2
"Bryan Keating","Xiaoyan Yang",2
"Bryan Keating","Zhenjie Zhang",2
"Bryan L. Lewis","Emily Cohn",2
"Bryan L. Lewis","John S. Brownstein",2
"Bryan L. Lewis","Madhav V. Marathe",2
"Bryan L. Lewis","Maimuna S. Majumder",2
"Bryan L. Lewis","Naren Ramakrishnan",2
"Prithwish Chakraborty","Bryan L. Lewis",2
"Saurav Ghosh","Bryan L. Lewis",2
"Bryan L. Matthews","Nikunj C. Oza",2
"Vijay Manikandan Janakiraman","Bryan L. Matthews",2
"Bryan Perozzi","Rami Al-Rfou",2
"Sami Abu-El-Haija","Bryan Perozzi",2
"Donald D. Cowan","Bryan Smale",2
"Bryan Smale","Fred McGarry",2
"Kyle Young","Bryan Smale",2
"Paulo S. C. Alencar","Bryan Smale",2
"Bryan Smale","Ryan Erb",2
"Bryor Snejfella","Marta Maslej",2
"Michel Généreux","Bryor Snejfella",2
"Gaurav Singh","Byron C. Wallace",2
"Iain James Marshall","Byron C. Wallace",2
"James Thomas 0001","Byron C. Wallace",2
"John Shawe-Taylor","Byron C. Wallace",2
"Byron Choi","Jianliang Xu",2
"Byron Choi","Jiming Liu 0001",2
"Byron Choi","William K. Cheung",2
"Xin Huang 0001","Byron Choi",2
"Byron Choi","Yanchun Zhang",2
"Byron J. Gao","Robert Tung",2
"Byron J. Gao","Yong Yang",2
"C. Anna Spurlock","Kesheng Wu",2
"Ling Jin","C. Anna Spurlock",2
"C. H. Bryan Liu","Marc Peter Deisenroth",2
"C. H. Bryan Liu","Roberto Pagliari",2
"Kaixuan Zhang","C. Lee Giles",2
"Qinglong Wang","C. Lee Giles",2
"Wenbo Guo 0002","C. Lee Giles",2
"Xinyu Xing","C. Lee Giles",2
"Xue Liu 0001","C. Lee Giles",2
"Shweta Jain 0003","C. Seshadhri",2
"C. Seshadhri","Vaidyanathan Vishal",2
"C. Whitmore","Cesare Furlanello",2
"C. Whitmore","Claudio Rossi 0003",2
"Conrad Bielski","C. Whitmore",2
"C. Whitmore","Gunter Zeug",2
"C. Whitmore","I. Juga",2
"C. Whitmore","I. Porras",2
"C. Whitmore","J. M. Sole",2
"C. Whitmore","J. Martinez",2
"C. Whitmore","Juha Pekka Kilpinen",2
"C. Whitmore","Kaisa Riikka Ylinen",2
"C. Whitmore","M. Navarro",2
"C. Whitmore","M. Weirathe",2
"C. Whitmore","P. Gamez",2
"C. Whitmore","P. Nurmi",2
"C. Whitmore","R. Yuste",2
"C. Whitmore","S. Castro",2
"C. Whitmore","T. Velin",2
"C. Whitmore","V. Moreno",2
"V. O'Brien","C. Whitmore",2
"César Ojeda","Christian Bauckhage",2
"César Ojeda","Kostadin Cvejoski",2
"César Ojeda","Rafet Sifa",2
"Cheng He","Caifeng He",2
"Hong Cheng","Caifeng He",2
"Jianfeng Zhang","Caifeng He",2
"Caifeng He","Keli Zhang",2
"Lujia Pan","Caifeng He",2
"Patrick P. C. Lee","Caifeng He",2
"Carlos Caminha","Caio Ponte",2
"Elizabeth Furtado","Caio Ponte",2
"Caio Ponte","Sofia Cavalcante",2
"Vasco Furtado","Caio Ponte",2
"Victor Dantas","Caio Ponte",2
"Caitlin Kuhlman","Elke A. Rundensteiner",2
"Lei Cao 0004","Caitlin Kuhlman",2
"Yizhou Yan","Caitlin Kuhlman",2
"Marco Console","Camil Demetrescu",2
"Monica Scannapieco","Camil Demetrescu",2
"Tiziana Catarci","Camil Demetrescu",2
"Camille Cobb","Tadayoshi Kohno",2
"Hasan Kurban","Can Kockan",2
"Can Kockan","Mark Jenne",2
"Can Kockan","Mehmet M. Dalkilic",2
"Caner Enbatan","Dylan Soderman",2
"Caner Enbatan","Maksim Podkorytov",2
"Caner Enbatan","Michael N. Gubanov",2
"Steven Ortiz","Caner Enbatan",2
"Cao Xiao","Fei Wang 0001",2
"Inci M. Baytas","Cao Xiao",2
"Cao Xiao","Jiayu Zhou",2
"Cao Xiao","Xi Zhang",2
"Roberto Panerai Velloso","Carina F. Dorneles",2
"Carl Apgar","David Baasch",2
"Carl Apgar","Keona Holden",2
"Carl Apgar","Leigh Plummer",2
"Carl Apgar","Luis Beteta",2
"Carl Apgar","Marisa Gilman",2
"Carl Apgar","Mayanka Jha",2
"Carl Apgar","Namrata Walanj",2
"Richard Marciano","Carl Apgar",2
"Carl Apgar","Riss Hardcastle",2
"Sandra Laib","Carl Apgar",2
"Carl Apgar","Tricia Glaser",2
"Carl Apgar","Waleed Falak",2
"William Underwood","Carl Apgar",2
"Carl Apgar","Yun Huang",2
"Carl Apgar","Zeynep Diker",2
"Isuf Deliu","Carl Leichter",2
"Carl Leichter","Katrin Franke",2
"Carl Yang","Chao Zhang 0014",2
"Carl Yang","Jiawei Han 0001",2
"Carl Yang","Lanxiao Bai",2
"Carl Yang","Quan Yuan 0001",2
"Emanuele Massaro","Carlo Ratti",2
"Iva Bojic","Carlo Ratti",2
"Juan Murillo Arias","Carlo Ratti",2
"Stanislav Sobolevsky","Carlo Ratti",2
"Elizabeth Furtado","Carlos Caminha",2
"Carlos Caminha","Sofia Cavalcante",2
"Vasco Furtado","Carlos Caminha",2
"Carlos Caminha","Victor Dantas",2
"Francesco Bonchi","Carlos Castillo 0001",2
"Julia Proskurnia","Carlos Castillo 0001",4
"Carlos Castillo 0001","Karl Aberer",4
"Meike Zehlike","Carlos Castillo 0001",2
"Carlos Castillo 0001","Mohamed Megahed",2
"Carlos Castillo 0001","Philippe Cudré-Mauroux",4
"Przemyslaw A. Grabowicz","Carlos Castillo 0001",2
"Carlos Castillo 0001","Ricardo Baeza-Yates",2
"Ruslan Mavlyutov","Carlos Castillo 0001",2
"Ryota Kobayashi","Carlos Castillo 0001",2
"Carlos Castillo 0001","Sara Hajian",2
"Carlos Zubieta","Jun Li",2
"Manish Marwah","Carlos Zubieta",2
"Mijung Kim","Carlos Zubieta",2
"Roshan Dathathri","Carlos Zubieta",2
"Sebastian Trinks","Carsten Felden",2
"George Percivall","Carsten Rönsdorf",2
"Joshua Lieberman","Carsten Rönsdorf",2
"Carter T. Butts","Minas Gjoka",2
"Casper Hansen","Christian Hansen 0004",2
"Casper Hansen","Christina Lioma",2
"Casper Hansen","Stephen Alstrup",2
"Clemens Mewald","Cassandra Xia",2
"D. Sculley","Cassandra Xia",2
"David Soergel","Cassandra Xia",2
"Georgios Roumpos","Cassandra Xia",2
"Heng-Tze Cheng","Cassandra Xia",2
"Illia Polosukhin","Cassandra Xia",2
"Jamie Smith","Cassandra Xia",2
"Cassandra Xia","Jianwei Xie",2
"Lichan Hong","Cassandra Xia",2
"Martin Wicke","Cassandra Xia",2
"Mustafa Ispir","Cassandra Xia",2
"Philipp Tucker","Cassandra Xia",2
"Yuan Tang","Cassandra Xia",2
"Zakaria Haque","Cassandra Xia",2
"Harold G. Kaufman","Catalina M. Jaramillo",2
"Julian Togelius","Catalina M. Jaramillo",2
"Paul Squires","Catalina M. Jaramillo",2
"Donatella Firmani","Caterina Mordente",2
"Caterina Mordente","Maurizio Patrignani",2
"Caterina Mordente","Riccardo Torlone",2
"Jiebo Luo","Catherine Glenn",2
"Catherine Glenn","Jingyao Zhan",2
"Catherine Glenn","Li-Kai Chi",2
"Xuefeng Peng","Catherine Glenn",2
"Feng Chen 0001","Catherine T. Lawson",2
"Divanshu Garg","Cayden Meyer",2
"Julian Gibbons","Cayden Meyer",2
"Marc Najork","Cayden Meyer",2
"Michael Smith 0024","Cayden Meyer",2
"Mike Colagrosso","Cayden Meyer",2
"Cayden Meyer","Reuben Kan",2
"Sandeep Tata","Cayden Meyer",2
"Desislava Hristova","Cecilia Mascolo",2
"Cecilia Mascolo","Gillian M. Sandstrom",2
"Kiran K. Rachuri","Cecilia Mascolo",2
"Cecilia Mascolo","Neal Lathia",2
"Cecilia Mascolo","Peter J. Rentfrow",2
"Sandra Servia Rodríguez","Cecilia Mascolo",2
"Xiao Zhou","Cecilia Mascolo",2
"Celestine Dünner","Cesar Berrospi",2
"Celestine Dünner","Haralampos Pozidis",4
"Kubilay Atasu","Celestine Dünner",4
"Celestine Dünner","Manolis Sifalakis",4
"Celestine Dünner","Michail Vlachos",2
"Thomas P. Parnell","Celestine Dünner",4
"Celestine Dünner","Vasileios Vasileiadis",2
"Ceren Budak","Daniel M. Romero",2
"Danielle Livneh","Ceren Budak",2
"Lia Bozarth","Ceren Budak",2
"Ceren Budak","Lionel Robert 0001",2
"Haralampos Pozidis","Cesar Berrospi",2
"Kubilay Atasu","Cesar Berrospi",2
"Manolis Sifalakis","Cesar Berrospi",2
"Michail Vlachos","Cesar Berrospi",2
"Thomas P. Parnell","Cesar Berrospi",2
"Vasileios Vasileiadis","Cesar Berrospi",2
"Cesare Furlanello","Claudio Rossi 0003",2
"Conrad Bielski","Cesare Furlanello",2
"Federico Angaramo","Cesare Furlanello",2
"Cesare Furlanello","Gunter Zeug",2
"I. Juga","Cesare Furlanello",2
"I. Porras","Cesare Furlanello",2
"J. M. Sole","Cesare Furlanello",2
"Cesare Furlanello","J. Martinez",2
"Juha Pekka Kilpinen","Cesare Furlanello",2
"Kaisa Riikka Ylinen","Cesare Furlanello",4
"M. Navarro","Cesare Furlanello",2
"Cesare Furlanello","M. Weirathe",2
"P. Gamez","Cesare Furlanello",2
"P. Nurmi","Cesare Furlanello",2
"Cesare Furlanello","R. Yuste",2
"Cesare Furlanello","S. Castro",2
"Cesare Furlanello","T. Velin",2
"Cesare Furlanello","V. Moreno",2
"V. O'Brien","Cesare Furlanello",2
"Mohammad Al Hasan","Chandan K. Reddy",2
"Vachik S. Dave","Chandan K. Reddy",2
"Hiranya Jayathilaka","Chandra Krintz",2
"Chandra Krintz","Rich Wolski",2
"Michael Nelson","Chandra N. Sekharan",2
"Sridhar Radhakrishnan","Chandra N. Sekharan",2
"Chandramani Chaudhary","Poonam Goyal",2
"Chandramani Chaudhary","Yi-Ping Phoebe Chen",2
"Chang-Dong Wang","Jian-Huang Lai",2
"Chang-Dong Wang","Kun-Yu Lin",2
"Zhi-Lin Zhao","Chang-Dong Wang",2
"Gang Wang 0011","Chang-Tien Lu",2
"Jing Dai","Chang-Tien Lu",2
"Liang Zhao 0002","Chang-Tien Lu",6
"Chang-Tien Lu","Naren Ramakrishnan",4
"Rupinder Paul Khandpur","Chang-Tien Lu",2
"Steve T. K. Jan","Chang-Tien Lu",2
"Taoran Ji","Chang-Tien Lu",2
"Xuchao Zhang","Chang-Tien Lu",6
"Zhiqian Chen","Chang-Tien Lu",4
"Chang Liu 0040","Chunyan Miao",2
"Chang Liu 0040","Dong Yuan",2
"Chang Liu 0040","Lei Liu 0003",2
"Chang Liu 0040","Lizhen Cui",2
"Chang Liu 0040","Yinan Zhang",2
"Chang Tan","Fei Pan",2
"Chang Tan","Han Li",2
"Han Zhu","Chang Tan",2
"Junqi Jin","Chang Tan",2
"Chang Tan","Kun Gai",2
"Chang Tan","Yifan Zeng",2
"Changsha Ma","Chang Wen Chen",2
"Zhisheng Yan","Chang Wen Chen",2
"Chang Xu 0002","Chao Xu 0006",2
"Chang Xu 0002","Dacheng Tao",2
"Shan You","Chang Xu 0002",2
"Cheng Wang","Changjun Jiang",2
"Yuan He","Changjun Jiang",2
"Changsha Ma","Zhisheng Yan",2
"Changsheng Xiang","Xiaoming Jin",2
"Changsung Moon","Nagiza F. Samatova",2
"Changsung Moon","Paul Jones 0001",2
"Changtao Zhong","Dmytro Karamshuk",2
"Changtao Zhong","Dongwon Lee 0001",2
"Changtao Zhong","Hau-Wen Chang",2
"Changtao Zhong","Nishanth Sastry",2
"Hao Wang 0005","Changying Du",2
"Hongzhi Yin","Changying Du",2
"Changying Du","Hui Xiong 0001",2
"Qinyong Wang","Changying Du",2
"Yanmei Fu","Changying Du",2
"Chankyung Pak","Rick Wash",2
"Chanyoung Park","Dong Hyun Kim",2
"Chanyoung Park","Hwanjo Yu",2
"Chanyoung Park","Jinoh Oh",2
"Chao-Yuan Wu","Gowtham Ramani Kumar",2
"Chao-Yuan Wu","Ritendra Datta",2
"Jingyuan Wang","Chao Chen",2
"Chao Chen","Junjie Wu 0002",2
"Chao Chen","Zhang Xiong",2
"Jun Tao 0002","Chao Huang 0001",2
"Chao Huang 0001","Nitesh V. Chawla",2
"Xian Wu","Chao Huang 0001",2
"Yuxiao Dong","Chao Huang 0001",2
"Chao Li 0023","Prashant Krishnamurthy",2
"Chao Li","Jiewei Cao",2
"Chao Li","Yang Yang 0002",2
"Chao Li","Zi Huang",2
"Chao Shang","Jiangwen Sun",2
"Chao Shang","Jin Lu",2
"Chao Shang","Jinbo Bi",2
"Chao Shang","Ko-Shin Chen",2
"Chao Xu 0006","Dacheng Tao",2
"Shan You","Chao Xu 0006",2
"Di Yao","Chao Zhang 0014",2
"Chao Zhang 0014","Dongming Lei",2
"Chao Zhang 0014","Haoruo Peng",2
"Chao Zhang 0014","Honglei Zhuang",2
"Chao Zhang 0014","Jian-Hui Huang",2
"Chao Zhang 0014","Jiawei Han 0001",12
"Jiayi Liu","Chao Zhang 0014",2
"Jingbo Shang","Chao Zhang 0014",2
"Chao Zhang 0014","Jingping Bi",2
"Chao Zhang 0014","Keyang Zhang",4
"Lanxiao Bai","Chao Zhang 0014",2
"Chao Zhang 0014","Liyuan Liu",2
"Mengxiong Liu","Chao Zhang 0014",2
"Quan Yuan 0001","Chao Zhang 0014",10
"Chao Zhang 0014","Shaowen Wang",2
"Shi Zhi","Chao Zhang 0014",2
"Chao Zhang 0014","Tim Hanratty",6
"Xin Cao 0001","Chao Zhang 0014",2
"Chao Zhang 0014","Xinhe Geng",2
"Yicheng Sun","Chao Zhang 0014",2
"Chao Zhang 0014","Yu Zheng 0004",2
"Zhengchao Liu","Chao Zhang 0014",2
"Hanqing Lu","Chaochao Chen 0001",2
"Chaochao Chen 0001","Jin Yu",2
"Jun Zhou 0011","Chaochao Chen 0001",4
"Chaochao Chen 0001","Li Wang 0056",2
"Chaochao Chen 0001","Longfei Li",2
"Peilin Zhao","Chaochao Chen 0001",2
"Chaochao Chen 0001","Qing Cui",2
"Chaochao Chen 0001","Qinyue Jiang",2
"Xiaolong Li 0005","Chaochao Chen 0001",4
"Chaochao Chen 0001","Xinxing Yang",4
"Chaochao Chen 0001","Xu Chen",2
"Chaochao Chen 0001","Yi Ding",2
"Chaochao Chen 0001","Yuan (Alan) Qi",2
"Linyun Yu","Chaoming Song",2
"Peng Cui 0001","Chaoming Song",2
"Chaoming Song","Shiqiang Yang",2
"Chaoming Song","Tianyang Zhang",2
"Chaoran Cui","Huidi Fang",2
"Xiang Deng","Chaoran Cui",2
"Chaoran Cui","Xiushan Nie",2
"Chaoran Cui","Yilong Yin",2
"Chaoshun Zuo","Zhiqiang Lin",2
"Dejian Yang","Chaozhuo Li",2
"Senzhang Wang","Chaozhuo Li",2
"Chaozhuo Li","Xiaoming Zhang 0001",2
"Chaozhuo Li","Zhoujun Li",2
"Charalampos E. Tsourakakis","Jakub Pachocki",2
"Charalampos E. Tsourakakis","Michael Mitzenmacher",2
"Charalampos Mavroforakis","Isabel Valera",2
"Charalampos Mavroforakis","Manuel Gomez-Rodriguez",2
"Charbel El Kaed","Chris Healey",2
"Domitille Couloumb","Charbel El Kaed",2
"Charbel El Kaed","Jonathan Healey",2
"Charbel El Kaed","Stuart Sheehan",2
"Charith Mendis","Matei Zaharia",2
"Charith Mendis","Saman P. Amarasinghe",2
"Vladimir Kiriansky","Charith Mendis",2
"Yunming Zhang","Charith Mendis",2
"Charles A. Phillips","Michael A. Langston",2
"Ronald D. Hagan","Charles A. Phillips",2
"Haya Shajaiah","Charles Clancy",2
"Edward Raff","Charles K. Nicholas",2
"Charles L. A. Clarke","Gordon V. Cormack",2
"Charles L. A. Clarke","Jimmy J. Lin",2
"Cuong Nguyen","Charles Lovering",2
"Charles Lovering","Rodica Neamtu",2
"Subhasis Dasgupta","Charles McKay",2
"Michael Peran","Charlie Wang",2
"Charlie Wang","Rachel Rosenfeld",2
"Charu C. Aggarwal","Deepak S. Turaga",2
"Guannan Liu","Charu C. Aggarwal",4
"Charu C. Aggarwal","Guo-Jun Qi",2
"Charu C. Aggarwal","Huan Liu 0001",4
"Charu C. Aggarwal","Hui Xiong 0001",2
"Charu C. Aggarwal","Hui Zhang",2
"Charu C. Aggarwal","Jiliang Tang",2
"Charu C. Aggarwal","Jinpeng Huai",2
"Liheng Zhang","Charu C. Aggarwal",2
"Mengxiao Zhu","Charu C. Aggarwal",2
"Mingfei Teng","Charu C. Aggarwal",2
