"from","to","weight"
"Tong Zhao 0003","Meng Jiang 0001",2
"Meng Jiang 0001","Xikun Zhang 0001",2
"Xiusi Chen","Meng Jiang 0001",2
"Meng Jiang 0001","Yiyu Shi",2
"Yukun Ding","Meng Jiang 0001",2
"Meng Jiang 0001","Zachary Eberhart",2
"Meng Meng","Ryan Smith",2
"Sahin Cem Geyik","Meng Meng",2
"Vijay Dialani","Meng Meng",2
"Qi Li 0012","Meng Qu",2
"Meng Qu","Timothy P. Hanratty",2
"Meng Qu","Xiang Ren 0001",2
"Xikun Zhang 0001","Meng Qu",2
"Meng Qu","Yu Zhang 0044",2
"Meng Wang","Shijie Hao",2
"Weijie Fu","Meng Wang",2
"Meng Wang","Xindong Wu 0001",2
"Meng Xi","Shengpeng Liu",2
"Ting Jin","Meng Xi",2
"Ying Li 0001","Meng Xi",2
"Meng Xi","Zhiling Luo",2
"Qi Li 0012","Mengdi Huai",2
"Mengdi Huai","Qiuling Suo",2
"Mengdi Huai","Wenjun Jiang",2
"Mengdi Huai","Yaliang Li",2
"Mengjiao Bao","Qiang Yang 0001",2
"Mengjiao Bao","Yangqiu Song",2
"Yaopeng Liu","Mengjiao Bao",2
"Yu He","Mengjiao Bao",2
"Mengnan Du","Ninghao Liu",2
"Mengnan Du","Qingquan Song",2
"Mengnan Du","Xia Hu",2
"Mengting Wan","Paul Bennett",2
"Wang-Cheng Kang","Mengting Wan",2
"Mengyang Liu","Min Zhang 0006",2
"Mengyang Liu","Shaoping Ma",2
"Mengyang Liu","Yiqun Liu 0001",2
"Mengyao Wang","Tonglin Zhang",2
"Mengyao Wang","Zhenzhi Xu",2
"Mengying Sun","Zhangyang Wang",2
"Mi-Yen Yeh","Ming-Syan Chen",2
"Wush Chi-Hsuan Wu","Mi-Yen Yeh",2
"Mi Zhang","Pearl Pu",2
"Mi Zhang","Xudong Pan",2
"Miao Chen","Michael Natkovich",2
"Yizhi Mao","Miao Chen",2
"Miao Fan","Mingming Sun",2
"Miao Fan","Ping Li 0001",2
"Miao Fan","Wutao Lin",2
"Miao Fan","Yue Feng",2
"Miao Lu","Xiao Bai 0002",2
"Miao Song 0007","Michael Mollenhauer",2
"Mohammad Raihanul Islam","Miao Song 0007",2
"Naren Ramakrishnan","Miao Song 0007",2
"Sanket Lokegaonkar","Miao Song 0007",2
"Sujay Yadawadkar","Miao Song 0007",2
"Miao Xie","Zhe Jiang 0001",2
"Miao Xu","Ming-Kun Xie",2
"Sheng-Jun Huang","Miao Xu",2
"Miao Xu","Songcan Chen",2
"Miao Zhao","Minyi Guo",2
"Pan Su","Miao Zhao",2
"Miao Zhao","Wenjie Li 0002",2
"Miao Zhao","Xing Xie 0001",2
"Zhuo Li 0010","Miao Zhao",2
"Miaofeng Liu","Weimin Zheng",2
"Xiaodan Liang","Miaofeng Liu",2
"Yufeng Ouyang","Miaofeng Liu",2
"Simon Su","Michael An",2
"Michael An","Taewoo Kim 0001",2
"Michael An","Te-Yu Chen",2
"Michael An","Vincent Perry",2
"Tahleen A. Rahman","Michael Backes 0001",2
"Yang Zhang 0016","Michael Backes 0001",2
"Nadav Golbandi","Michael Bendersky",2
"Xuanhui Wang","Michael Bendersky",2
"Michael Bendersky","Zhen Qin 0002",2
"Michael D. Conover","Pete Skomoroch",2
"Michael D. Conover","Sam Shah",2
"Michael D. Conover","Scott Blackburn",2
"Michael Defoe","Rayid Ghani",2
"Sun-Joo Lee","Michael Defoe",2
"Nilaksh Das","Michael E. Kounavis",2
"Shang-Tse Chen","Michael E. Kounavis",2
"Siwei Li","Michael E. Kounavis",2
"Michael W. Mahoney","Michael F. Ringenburg",2
"Prabhat","Michael F. Ringenburg",2
"Shusen Wang","Michael F. Ringenburg",2
"Najmeh Miramirkhani","Michael Ferdman",2
"Michael Ferdman","Nick Nikiforakis",2
"Timothy Barron","Michael Ferdman",2
"Ranjeet Devarakonda","Michael Giansiracusa",2
"Michael Hirezi","Murray Pollack",2
"Michael Hirezi","Qing Zeng-Treitler",2
"Terri Elizabeth Workman","Michael Hirezi",2
"Yu-Chang Chao","Michael Hsu",2
"Noah Dibert","Michael Kurtz",2
"Michael Kurtz","Richard Marciano",4
"Ryan Cox","Michael Kurtz",2
"Sohan Shah","Michael Kurtz",2
"Tammie Nelson","Michael Kurtz",2
"Will Thomas","Michael Kurtz",2
"William Frederick","Michael Kurtz",2
"William Underwood","Michael Kurtz",2
"Michael L. Birnbaum","Munmun De Choudhury",2
"Sindhu Kiranmai Ernala","Michael L. Birnbaum",2
"Tristan Labetoulle","Michael L. Birnbaum",2
"Nandini Damera","Michael Lang 0003",2
"Shuwen Liang","Michael Lang 0003",2
"Song Fu","Michael Lang 0003",2
"Zhi Qiao","Michael Lang 0003",2
"Michael Laubenberger","Paul R. Peluso",2
"Michael Laubenberger","Valerii Spiridonov",2
"Nathan Kuo","Michael Madaio",2
"Palak Narang","Michael Madaio",2
"Qianyi Hu","Michael Madaio",2
"Michael Maynord","Yiannis Aloimonos",2
"Qinlan Shen","Michael Miller Yoder",2
"Michael Miller Yoder","Yohan Jo",2
"Mohammad Raihanul Islam","Michael Mollenhauer",2
"Naren Ramakrishnan","Michael Mollenhauer",2
"Sanket Lokegaonkar","Michael Mollenhauer",2
"Sujay Yadawadkar","Michael Mollenhauer",2
"Rituparna Khan","Michael N. Gubanov",2
"Yizhi Mao","Michael Natkovich",2
"Michael Nelson","Sridhar Radhakrishnan",2
"Michael Peran","Pankaj Srivastava",2
"Yuxin Su","Michael R. Lyu",2
"Michael R. Lyu","Zenglin Xu",2
"Zhuangbin Chen","Michael R. Lyu",2
"Zafar Habeeb Syed","Michael Röder",2
"Michael Roizner","Pavel Serdyukov",2
"Michael Sirivianos","Nicolas Kourtellis",2
"Savvas Zannettou","Michael Sirivianos",2
"Michael Thomas Wojnowicz","Xuan Zhao",2
"Nichoalas E. Herald","Michael W. David",2
"Michael W. Mahoney","Prabhat",2
"Shusen Wang","Michael W. Mahoney",2
"Petr Sojka","Michal Ruzicka",2
"Michal Ruzicka","Vít Novotný",2
"Michal Siedlaczek","Qi Wang",2
"Michal Siedlaczek","Torsten Suel",2
"Michal Siedlaczek","Yen-Yu Chen",2
"Michele Catasta","Robert West 0001",2
"Peter W. J. Staar","Michele Dolfi",2
"Xiang Ren 0001","Michelle T. Vanni",2
"Zeqiu Wu","Michelle T. Vanni",2
"Xiusi Chen","Michelle Vanni",2
"Michiharu Yamashita","Shota Katsumata",2
"Michiharu Yamashita","Yusuke Fukasawa",2
"Mike Holmes","Miquel Perelló-Nieto",2
"Mike Holmes","Niall Twomey",2
"Mike Holmes","Peter A. Flach",2
"Tom Diethe","Mike Holmes",2
"Miki E. Verma","Robert A. Bridges",2
"Nenad Stojanovic","Milan Jovic",2
"Minyong R. Lee","Milan Shen",2
"Milica Milenkovic","Soon-Gyo Jung",2
"Min-Cheol Kwon","Sunwoong Choi",2
"Xi Yang","Min Chi",2
"Yuan Zhang","Min Chi",2
"Omar Eltayeby","Min Jiang",2
"Ryan Wesslen","Min Jiang",2
"Sagar Nandu","Min Jiang",2
"Min Jiang","Samira Shaikh",2
"Sara Levens","Min Jiang",2
"Tiffany Gallicano","Min Jiang",2
"Min Shi","Shuiwang Ji",2
"Yongjun Chen","Min Shi",2
"Min Yang 0007","Qiang Qu",2
"Weijun Hong","Min Yang 0007",2
"Xiaojun Chen 0006","Min Yang 0007",2
"Min Yang 0007","Ying Shen",2
"Min Yang 0007","Zhou Zhao",2
"Ning Su","Min Zhang 0006",2
"Min Zhang 0006","Peilin Zhao",2
"Min Zhang 0006","Shaoping Ma",10
"Shaoyun Shi","Min Zhang 0006",2
"Wenpeng Zhang 0003","Min Zhang 0006",2
"Min Zhang 0006","Wenwu Zhu 0001",2
"Xiangsheng Li","Min Zhang 0006",2
"Xiao Lin 0002","Min Zhang 0006",2
"Min Zhang 0006","Yiqun Liu 0001",10
"Yuli Liu","Min Zhang 0006",2
"Zexue He","Min Zhang 0006",2
"Zhao Li","Min Zhang 0006",2
"Rebekah Thompson","Mina Sartipi",2
"Mina Sartipi","Sevin Sozer",2
"Viswa Sri Rupa Anne","Mina Sartipi",2
"Young Bae Jeon","Minchul Kim",2
"Sheng-Jun Huang","Ming-Kun Xie",2
"Ming-Kun Xie","Songcan Chen",2
"Wush Chi-Hsuan Wu","Ming-Syan Chen",2
"Ming Ding","Shichao Kan",2
"Ming Ding","Shifeng Zhang",2
"Yanbo J. Wang","Ming Ding",2
"Richa Jain","Ming Hoi Lam",2
"Ming Hoi Lam","Swetha Reddy Nathala",2
"Venkata Suhas Maringanti","Ming Shao",2
"Nan Duan","Ming Zhou 0001",2
"Pan Lu","Ming Zhou 0001",2
"Wei Zhang 0056","Ming Zhou 0001",2
"Vincent W. Zheng","Minghui Wu",4
"Zemin Liu","Minghui Wu",4
"Zhao Li","Minghui Wu",2
"Zhou Zhao","Minghui Wu",4
"MingJie Tang","Ruifeng Zheng",2
"MingJie Tang","Weichen Xu",2
"MingJie Tang","Weiqing Yang",2
"Yanbo Liang","MingJie Tang",2
"Yongyang Yu","MingJie Tang",2
"Peilin Zhao","Mingkui Tan",2
"Qingyao Wu","Mingkui Tan",2
"Wenye Ma","Mingkui Tan",2
"Yifan Zhang 0004","Mingkui Tan",2
"Mingming Sun","Ping Li 0001",4
"Wutao Lin","Mingming Sun",2
"Xin Wang","Mingming Sun",2
"Yue Feng","Mingming Sun",4
"Qi Chen","Mingqin Li",2
"Mingqin Li","Yun Fu 0001",2
"Ziming Huang","Mingqin Li",2
"Mingxuan Ju","Soumya Ray",2
"Mingxuan Ju","Yufan Chen",2
"Mingxuan Ju","Zhengkai Jiang",2
"Xijun Li","Mingxuan Yuan",4
"Mingyu You","Xuanhui Xu",2
"Mingyu You","Zheng Wang",2
"Minh Pham","Yanjia Zhang",2
"Minh Tuan Doan","Sutharshan Rajasegarar",2
"Seung-Shik Kang","Minhaeng Lee",2
"Minji Yoon","U Kang",2
"Minji Yoon","Woojeong Jin",2
"Minjia He","Saleh Ahmed",2
"Minjia He","Yasuhiko Morimoto",2
"Minjie Huang","Runchao Zhu",2
"Minjie Huang","Shoubin Dong",2
"Yi Zhuang","Minjie Huang",2
"Minlie Huang","Shichen Liu",2
"Minlie Huang","Wenwu Ou",2
"Minlie Huang","Xiaoyan Zhu 0001",2
"Minlie Huang","Zhirong Wang",2
"Tao Li 0019","Minsoo Choi",2
"Minsoo Choi","Yuntao Guo",2
"Wenjie Li 0002","Minyi Guo",2
"Xing Xie 0001","Minyi Guo",4
"Miquel Perelló-Nieto","Niall Twomey",2
"Miquel Perelló-Nieto","Peter A. Flach",2
"Tom Diethe","Miquel Perelló-Nieto",2
"Panya Gupta","Miranda Wei",2
"Miranda Wei","Sascha Fahl",2
"Miranda Wei","Yasemin Acar",2
"Yuxi Wu","Miranda Wei",2
"Patrick K. Nicholson","Mirek Riedewald",2
"Wolfgang Gatterbauer","Mirek Riedewald",2
"Xiaofeng Yang","Mirek Riedewald",2
"Pablo Aragón","Miriam Redi",2
"Miriam Redi","Scott A. Hale",2
"Miriam Redi","Vicenç Gómez",2
"Miro Hodak","Peter Seidel",2
"Misbah Khan","Narayanan Krishnamoorthy",2
"Misbah Khan","Rahul Biswas",4
"Mithun Das Gupta","Niranjan Nayak",2
"Parth Pathak","Mithun Das Gupta",2
"Mitsuaki Obara","Takehiro Kashiyama",2
"Mitsuaki Obara","Yoshihide Sekimoto",2
"Ryosuke Homma","Mitsuo Yoshida 0001",2
"Shohei Usui","Mitsuo Yoshida 0001",2
"Soichiro Morishita","Mitsuo Yoshida 0001",2
"Yoshifumi Seki","Mitsuo Yoshida 0001",2
"Mixue Yu","Yaxin Peng",2
"Mohak Shah","Mohamed H. Ali",2
"Naveen Ramakrishnan","Mohak Shah",2
"Rischan Mafrur","Mohamed A. Sharaf",2
"Muhammad Ikram","Mohamed Ali Kâafar",2
"Rahat Masood","Mohamed Ali Kâafar",2
"Vasily Sidorov","Mohamed Faisal Bin Mohamed Salleh",2
"Wee Keong Ng","Mohamed Faisal Bin Mohamed Salleh",2
"Naveen Ramakrishnan","Mohamed H. Ali",2
"Stanislas Morbieu","Mohamed Nadif",2
"Rishiraj Saha Roy","Mohamed Yahya",2
"Mohammad Akbari","Rumi Chunara",2
"Mohammad Al Boni","Seth Green",2
"Mohammad Al Hasan","Mohammed Korayem",2
"Vachik S. Dave","Mohammad Al Hasan",2
"Mohammad Aliannejadi","W. Bruce Croft",2
"Omar Khattab","Mohammad Hammoud",2
"Mohammad Hammoud","Omar Shekfeh",2
"Richard Marciano","Mohammad Hanaee",2
"William Underwood","Mohammad Hanaee",2
"Mohammad Hanaee","Zayden Tethong",2
"Nicholas Pantic","Mohammad Iftekhar Husain",2
"Mohammad Mahdian","Song Zuo",2
"Mohammad Mahdian","Vahab S. Mirrokni",2
"Mohammad Maminur Islam","Somdeb Sarkhel",2
"Mohammad Mannan","N. Asokan",2
"Mohammad Raihanul Islam","Naren Ramakrishnan",4
"Nikhil Muralidhar","Mohammad Raihanul Islam",2
"Sanket Lokegaonkar","Mohammad Raihanul Islam",2
"Sujay Yadawadkar","Mohammad Raihanul Islam",2
"Tonglin Li","Mohammad Sadoghi",2
"MohammadHossein Bateni","Vahab S. Mirrokni",2
"Mohammadreza Esfandiari","Senjuti Basu Roy",2
"Mohammadreza Esfandiari","Sihem Amer-Yahia",2
"Mohammed Alawad","S. M. Shamimul Hasan",2
"Mohammed Elshambakey","S. George Djorgovski",2
"Sreyasee Das Bhattacharjee","Mohammed Elshambakey",2
"William J. Tolone","Mohammed Elshambakey",2
"Mohammed Erradi","Yahya Benkaouz",2
"Mohammed Ghesmoune","Mourad Ouziri",2
"Mohammed Ghesmoune","Mustapha Lebbah",2
"Mohammed Ghesmoune","Salima Benbernou",2
"Mohammed Ghesmoune","Tarn Duong",2
"Vachik S. Dave","Mohammed Korayem",2
"Yu Zhuang","Mohammed Saeed Alkatheiri",4
"Ying Ding","Mohan S. Kankanhalli",2
"Zhiyong Cheng","Mohan S. Kankanhalli",2
"Ophélie Fraisier","Mohand Boughanem",2
"Romaric Besançon","Mohand Boughanem",2
"Yoann Pitarch","Mohand Boughanem",2
"Parikshit Sondhi","Mohit Sharma",2
"Wenke Zhang","Mohit Sharma",2
"Moitrayee Chatterjee","Prerit Datta",4
"Mojtaba Sedigh Fazli","Shannon P. Quinn",2
"Mojtaba Sedigh Fazli","Silvia N. J. Moreno",2
"Mojtaba Sedigh Fazli","Stephen Andrew Vella",2
"Mona Nashaat","Shaikh Quader",2
"Yehezkel S. Resheff","Moni Shahar",2
"Raimundo F. Dos Santos","Monika Akbar",2
"Roberto Camacho Barranco","Monika Akbar",4
"Sheikh Motahar Naim","Monika Akbar",2
"Sumi Dey","Monika Akbar",2
"Monika Sharma","Tristan Glatard",2
"Monjur Alam","Mustaque Ahamad",2
"Najmeh Miramirkhani","Monjur Alam",2
"Monjur Alam","Nick Nikiforakis",2
"Nikolas Lamb","Mooi Choo Chuah",2
"Xiao Ma","Mor Naaman",2
"Mori Kurokawa","Takahiro Hara",2
"Mori Kurokawa","Takuya Maekawa",2
"Moritz Hartmann","Nico Scordialo",2
"Ralf Krestel","Moritz Hartmann",2
"Tim Repke","Moritz Hartmann",2
"Nathan Herrmann","Moshe Eizenman",2
"Sarah A. Chau","Moshe Eizenman",2
"Moshe Lichman","Padhraic Smyth",2
"Oren Dean","Moshe Tennenholtz",2
"Yakov Babichenko","Moshe Tennenholtz",2
"Mostafa Dehghani 0001","W. Bruce Croft",2
"Mostafa Haghir Chehreghani","Talel Abdessalem",4
"Yu Huang","Mostafa Milani",2
"Radityo Eko Prasojo","Mouna Kacimi",2
"Mouna Kacimi","Werner Nutt",2
"Rishabh Mehrotra","Mounia Lalmas",2
"Mourad Khayati","Philippe Cudré-Mauroux",2
"Soheil Roshankish","Mourad Khayati",2
"Mustapha Lebbah","Mourad Ouziri",2
"Salima Benbernou","Mourad Ouziri",4
"Mourad Ouziri","Tarn Duong",2
"Mourad Ouzzani","Nan Tang 0001",2
"Raul Castro Fernandez","Mourad Ouzzani",2
"Mu-Chu Lee","Ruofei Zhang",2
"Yu-Hsiang Huang","Mu-En Wu",2
"Ramya Raghavendra","Mudhakar Srivatsa",2
"Mudhakar Srivatsa","Supriyo Chakraborty",2
"Theophilus Benson","Mudhakar Srivatsa",2
"Yeon-sup Lim","Mudhakar Srivatsa",2
"Sharafat Ibn Mollah Mosharraf","Muhammad Abdullah Adnan",2
"Nina Grgic-Hlaca","Muhammad Bilal Zafar",2
"Till Speicher","Muhammad Bilal Zafar",2
"Muhammad Bilal","Yan Grunenberger",2
"Rahat Masood","Muhammad Ikram",2
"Shafiq R. Joty","Muhammad Imran 0002",2
"Muhammad Imran Khan 0001","Simon N. Foley",2
"Muhammad Kashif Nazir","Rehan Ashraf",2
"Muhammad Kashif Nazir","Syed Mudassar Alam",2
"Zikra Ghulam","Muhammad Kashif Nazir",2
"Tevfik Kosar","Muhammed Fatih Bulut",2
"Muhan Guo","Rui Zhang 0017",2
"Muhan Guo","Xuelong Li",2
"Muhao Chen","Steven Skiena",2
"Xiaofei Sun","Muhao Chen",2
"Yingtao Tian","Muhao Chen",2
"Mulya Agung","Reiji Suda",2
"Mulya Agung","Ryusuke Egawa",2
"Zhen Wang","Mulya Agung",2
"Munenari Inoguchi","Ryota Hamamoto",4
"Munenari Inoguchi","Tomoya Mikami",2
"Prateek Mittal","Mung Chiang",2
"Tsung-Yen Yang","Mung Chiang",2
"Sarmistha Dutta","Munmun De Choudhury",2
"Sindhu Kiranmai Ernala","Munmun De Choudhury",2
"Tristan Labetoulle","Munmun De Choudhury",2
"Raju Gottumukkala","Murali Pusala",2
"Satya Katragadda","Murali Pusala",2
"Murali Pusala","Vijay Raghavan 0001",2
"Rahmi Arda Aral","Murat Haciomeroglu",2
"Seref Recep Keskin","Murat Haciomeroglu",2
"Nihat Inanç","Murat Kayri",2
"Qing Zeng-Treitler","Murray Pollack",2
"Terri Elizabeth Workman","Murray Pollack",2
"Mustafa Abualsaud","Nimesh Ghelani",2
"Mustafa Kus","Vehbi Cagri Gungor",2
"Mustafizur R. Shahid","Zonghua Zhang",2
"Mustapha Lebbah","Salima Benbernou",2
"Mustapha Lebbah","Tarn Duong",2
"Zaineb Chelly Dagdia","Mustapha Lebbah",2
"Najmeh Miramirkhani","Mustaque Ahamad",2
"Nick Nikiforakis","Mustaque Ahamad",2
"Nabeel Gillani","Soroush Vosoughi",2
"Nabil Hossain","Thanh Thuy Trang Tran",2
"Pierre Genevès","Nabil Layaïda",2
"Xuanhui Wang","Nadav Golbandi",2
"Nikolaos Pitropakis","Naghmeh Moradpoor",2
"William J. Buchanan","Naghmeh Moradpoor",2
"Najmeh Miramirkhani","Nick Nikiforakis",6
"Oleksii Starov","Najmeh Miramirkhani",2
"Najmeh Miramirkhani","Timothy Barron",2
"Xiao Zhang","Najmeh Miramirkhani",2
"Yuchen Zhou","Najmeh Miramirkhani",2
"Newton Fernando","Namal Jayasuriya",2
"P. Maurakirinathan","Namal Jayasuriya",2
"Supun Tharaka","Namal Jayasuriya",2
"Wee Keong Ng","Namal Jayasuriya",2
"Vincent Siu","Namrita Baru",2
"Scott Freitas","Nan Cao",4
"Nan Cao","Wei Fan 0001",2
"Yinglong Xia","Nan Cao",6
"Pan Lu","Nan Duan",2
"Wei Zhang 0056","Nan Duan",2
"Nan Du","Philip S. Yu",2
"Nan Du","Wei Fan 0001",2
"Yaliang Li","Nan Du",2
"Yijie Huang","Nan Sun",2
"Zhiyong Zhang","Nan Sun",2
"Raul Castro Fernandez","Nan Tang 0001",2
"Nan Xu","Wenji Mao",2
"Nandani Garg","Sayan Ranu",2
"Shuwen Liang","Nandini Damera",2
"Nandini Damera","Song Fu",2
"Zhi Qiao","Nandini Damera",2
"Qianqian Liu","Nannan Gu",2
"Nannan Gu","Tianhao Wang 0006",2
"Xiaoqin Zhang 0002","Nannan Gu",2
"Nanyu Chen","Xiaolin Shi",2
"Yuxiang Xie","Nanyu Chen",2
"Naoki Mizusawa","Saneyasu Yamaguchi",2
"Naoki Mizusawa","Yuya Seki",2
"Sekitoshi Kanai","Naonori Ueda",2
"Yasuhiro Fujiwara","Naonori Ueda",2
"Yasutoshi Ida","Naonori Ueda",2
"Naoto Hayashi","Osamu Abe",2
"Shouhei Hanaoka","Naoto Hayashi",2
"Soichiro Miki","Naoto Hayashi",2
"Naoto Hayashi","Yoshitaka Masutani",2
"Yukihiro Nomura","Naoto Hayashi",2
"Narayanan Krishnamoorthy","Rahul Biswas",4
"Sungchul Kim","Narayanan Krishnamoorthy",2
"Nikhil Muralidhar","Naren Ramakrishnan",2
"Sanket Lokegaonkar","Naren Ramakrishnan",2
"Sujay Yadawadkar","Naren Ramakrishnan",2
"Naresh Somisetty","Samik Basu 0001",2
"Nozomi Hata","Nariaki Tateiwa",2
"Takashi Nakayama","Nariaki Tateiwa",2
"Takashi Wakamatsu","Nariaki Tateiwa",2
"Nariaki Tateiwa","Yuri Nishikawa",2
"Nate Veldt","Shahin Mohammadi",2
"Nathalia Moraes do Nascimento","Paulo S. C. Alencar",4
"Sarah A. Chau","Nathan Herrmann",2
"Nathan Kuo","Palak Narang",2
"Qianyi Hu","Nathan Kuo",2
"Yaguang Liu","Nathan Schneider",2
"Yifang Wei","Nathan Schneider",2
"Nathaniel D. Hoefer","Sergio A. Salinas Monroy",2
"Peter Gronvall","Nathaniel Huber-Fliflet",4
"Rishi Chhatwal","Nathaniel Huber-Fliflet",2
"Nathaniel Huber-Fliflet","Robert Keeling",4
"Nathaniel Huber-Fliflet","Robert Neary",4
"Nathaniel Huber-Fliflet","Shi Ye",2
"Natraj Raman","Sameena Shah",2
"Natraj Raman","Timothy Nugent",2
"Natraj Raman","Zarko Panic",2
"Nattaya Khongsoontornjaroen","Panu Srestasathiern",2
"Nattaya Khongsoontornjaroen","Peerapon Vateekul",2
"Nattaya Khongsoontornjaroen","Siam Lawawirojwong",2
"Nattaya Khongsoontornjaroen","Siwapon Srisonphan",2
"Pooja A","Naveen Nair",2
"Naveen Nair","Rajeev Rastogi",2
"Pedro Moreno-Sanchez","Navin Modi",2
"Navin Modi","Raghuvir Songhela",2
"Navin Modi","Sonia Fahmy",2
"Poonam Goyal","Navneet Goyal",2
"Vijay M. Giri","Navneet Goyal",2
"Navneet Potti","Qi Zhao",2
"Navneet Potti","Sandeep Tata",2
"Nazanin Alipourfard","Peter G. Fennell",2
"Sarah Khaled","Neamat El-Tazi",2
"Neeraj Pradhan","Vinay Deolalikar",2
"Nell J. Marshall","Qing Zeng-Treitler",2
"Stephanie Taylor","Nell J. Marshall",2
"YiJun Shao","Nell J. Marshall",2
"Wenxiao Chen","Nengwen Zhao",2
"Nengwen Zhao","Yang Feng",2
"Nengwen Zhao","Ying Liu 0024",2
"Nengwen Zhao","Youjian Zhao",2
"Nengwen Zhao","Zeyan Li",2
"Nengwen Zhao","Zhaogang Wang",2
"Nengwen Zhao","Zhihan Li",2
"Rong Zhou 0001","Nesreen K. Ahmed",2
"Ryan A. Rossi","Nesreen K. Ahmed",4
"Nesreen K. Ahmed","Sungchul Kim",2
"Newton Fernando","P. Maurakirinathan",2
"Newton Fernando","Supun Tharaka",2
"Wee Keong Ng","Newton Fernando",2
"Tommy Dang","Ngan V. T. Nguyen",4
"Ngan V. T. Nguyen","Vinh T. Nguyen",2
"Ngan V. T. Nguyen","Vung Pham",4
"Niall Twomey","Peter A. Flach",2
"Tom Diethe","Niall Twomey",2
"Rafael Dowsley","Nicholas D. McKinney",2
"Qi Liu 0003","Nicholas Jing Yuan",2
"Nicholas Jing Yuan","Xing Xie 0001",2
"Yang Xiang","Nicholas Jing Yuan",2
"Nicholas Jing Yuan","Yuanchun Xu",2
"Nicholas Jing Yuan","Zhenhui Li",2
"Zihan Zheng","Nicholas Jing Yuan",2
"Nicholas O. Malott","Philip A. Wilsey",2
"Oleksii Starov","Nick Nikiforakis",2
"Timothy Barron","Nick Nikiforakis",2
"Xiao Zhang","Nick Nikiforakis",2
"Yuchen Zhou","Nick Nikiforakis",2
"Ralf Krestel","Nico Scordialo",2
"Tim Repke","Nico Scordialo",2
"Nicola Ferro 0001","Raffaele Perego 0001",2
"Ophir Frieder","Nicola Tonellotto",2
"Nicolas Fiorini","Sun Kim",2
"Sunil Mohan","Nicolas Fiorini",2
"Nicolas Fiorini","Zhiyong Lu",2
"Nicolas Grislain","Pascal Dkengne Sielenou",2
"Nicolas Grislain","Sébastien Gerchinovitz",2
"Panagiotis Papadopoulos","Nicolas Kourtellis",2
"Nicolas Tempelmeier","Stefan Dietze",2
"Peter Mathews","Nigel G. Bean",2
"Vineeth Rakesh","Nikhil Rao",2
"Weicong Ding","Nikhil Rao",2
"Nikhil Rao","Yifan Sun",2
"Niki Pissinou","S. S. Iyengar 0001",2
"Samia Tasnim","Niki Pissinou",2
"Niki Pissinou","Sheila Alemany",2
"Yujian Charles Tang","Niki Pissinou",2
"Niklas Stoehr","Qiushi Bai",2
"Niklas Stoehr","Taewoo Kim 0001",2
"Niklas Stoehr","Volker Markl",2
"Norman W. Paton","Nikolaos Konstantinou 0001",2
"Nikolaos Konstantinou 0001","Nurzety A. Azuan",2
"Nikolaos Konstantinou 0001","Suzanne M. Embury",2
"Nikolaos Pitropakis","William J. Buchanan",2
"Nikos Ntarmos","Peter Triantafillou",2
"Panagiotis Nikitopoulos","Nikos Pelekis",2
"Nikos Pelekis","Yannis Theodoridis",2
"Nikos R. Katsipoulakis","Panos K. Chrysanthis",2
"Nikos Zacheilas","Vana Kalogeraki",2
"Nilaksh Das","Shang-Tse Chen",2
"Nilaksh Das","Siwei Li",2
"Sourangshu Bhattacharya","Niloy Ganguly",2
"Nils Gruschka","Vasileios Mavroeidis",2
"Nils Napp","Olga Wodo",2
"Varun Chandola","Nils Napp",2
"Till Speicher","Nina Grgic-Hlaca",2
"Sudipto Guha","Nina Mishra",2
"Ricardo Campos 0001","Nina Tahmasebi",2
"Sourav S. Bhowmick","Nina Tahmasebi",2
"Xiaoyong Li 0003","Ning Guo",2
"Yali Gao","Ning Guo",2
"Yunquan Gao","Ning Guo",2
"Qin Lv","Ning Gu",2
"Ning Gu","Stephen M. Chu",2
"Tun Lu","Ning Gu",2
"Ning Su","Shaoping Ma",2
"Ning Su","Yiqun Liu 0001",2
"Ning Su","Yuli Liu",2
"Ning Su","Zhao Li",2
"Ning Xia","Wei Cheng 0002",2
"Ning Ye","Sergey Nazarov",2
"Ning Ye","Sujith Ravi",2
"Ning Ye","Vivek Ramavajjala",2
"Ninghao Liu","Qingquan Song",2
"Ninghao Liu","Xia Hu",6
"Ninghao Liu","Xiao Huang 0001",2
"Parth Pathak","Niranjan Nayak",2
"Nirmalie Wiratunga","Rushi Luhar",2
"Nirmalie Wiratunga","Stewart Massie",2
"Sangaralingam Kajanan","Nisha Verma",2
"Nisha Verma","Varun Chugh",2
"Raghuram Vadapalli","Nishant Prabhu",2
"Nishant Prabhu","Vasudeva Varma",2
"Qingkai Zeng","Nitesh V. Chawla",2
"Xian Wu","Nitesh V. Chawla",2
"Xiangliang Zhang 0001","Nitesh V. Chawla",2
"Yu Zheng","Nitesh V. Chawla",2
"Yuxiao Dong","Nitesh V. Chawla",2
"Zachary Eberhart","Nitesh V. Chawla",2
"Raha Moraffah","Nitin Agarwal",2
"Ruocheng Guo","Nitin Agarwal",2
"Vineeth Rakesh","Nitin Agarwal",2
"Nitin John James","Rajendra Prasad",2
"Nitin John James","Sanjeev Vohra",2
"Sarvesh Damle","Nitin John James",2
"Shankar Mallapur","Nitin John James",2
"Raymond A. Hansen","Niveah Abraham",2
"Seunghee Lee","Niveah Abraham",2
