"from","to","weight"
"Sandra Servia Rodríguez","Cecilia Mascolo",2
"Xiao Zhou","Cecilia Mascolo",2
"Cecilia Mascolo","Zhongxiang Zhao",2
"Cen Chen","Chen Liang",2
"Chen Qu","Cen Chen",2
"Cen Chen","Deng Cai 0001",2
"Cen Chen","Forrest Sheng Bao",4
"Cen Chen","Jianbin Lin",2
"Cen Chen","Jingren Zhou",2
"Cen Chen","Jun Huang 0007",4
"Cen Chen","Jun Zhou 0011",4
"Cen Chen","Li Wang 0056",2
"Liu Yang 0005","Cen Chen",2
"Minghui Qiu","Cen Chen",6
"Cen Chen","Mohit Iyyer",2
"Cen Chen","Shuang Yang",2
"Cen Chen","W. Bruce Croft",2
"Cen Chen","Xiaolong Li 0005",2
"Cen Chen","Xiaoyi Zeng",2
"Cen Chen","Xinxing Yang",2
"Cen Chen","Yinfei Yang",2
"Yongfeng Zhang","Cen Chen",2
"Cen Chen","Yuan Qi 0001",2
"Cen Chen","Ziqi Liu",2
"Cenk Sahinalp","Egor Smirnov",2
"Jiayu Li","Cenk Sahinalp",2
"Cenk Sahinalp","Judy Qiu",2
"Langshi Chen","Cenk Sahinalp",2
"Cenk Sahinalp","Madhav Marathe",2
"Cenk Sahinalp","Ruslan Israfilov",2
"Ceren Budak","Daniel M. Romero",4
"Eric Blohm","Ceren Budak",2
"Hao Peng","Ceren Budak",2
"Ceren Budak","Lionel P. Robert Jr.",2
"Ruihan Wang","Ceren Budak",2
"Cesare Cugnasco","Guillaume Houzeaux",2
"Cesare Cugnasco","Hadrien Calmet",2
"Cesare Cugnasco","Jesús Labarta",2
"Cesare Cugnasco","Jordi Torres",2
"Cesare Cugnasco","Pol Santamaria",2
"Cesare Cugnasco","Raül Sirvent",2
"Cesare Cugnasco","Yolanda Becerra",2
"Guanjie Zheng","Chacha Chen",4
"Hua Wei 0001","Chacha Chen",4
"Huichu Zhang","Chacha Chen",2
"Chacha Chen","Kai Xu",4
"Chacha Chen","Kan Wu",2
"Nan Xu","Chacha Chen",2
"Chacha Chen","Vikash V. Gayah",2
"Chacha Chen","Weinan Zhang 0001",2
"Xinshi Zang","Chacha Chen",2
"Chacha Chen","Yanmin Zhu",2
"Chacha Chen","Zhenhui Li",4
"Debsindhu Bhowmik","Chad A. Steed",2
"Heng Ma","Chad A. Steed",2
"Junghoon Chae","Chad A. Steed",2
"Chang-Seob Song","Chae-Soo Kim",2
"Jun-Yeong Kwon","Chae-Soo Kim",2
"Seung-Beom Son","Chae-Soo Kim",2
"Sung-Wook Choi","Chae-Soo Kim",2
"Chaitanya Kanchibhotla","Durvasula V. L. N. Somayajulu",2
"Chaitanya Kanchibhotla","P. Radha Krishna",2
"Chaitanya Kanchibhotla","Pruthviraj Venkatesh",2
"Chaity Banerjee","Eduardo Pasiliao",2
"Tathagata Mukherjee","Chaity Banerjee",2
"Vishal Perekadan","Chaity Banerjee",2
"Chak Fai Yuen","Sagar Goyal",2
"Chak Fai Yuen","Sayan Ranu",2
"Chamin Nalinda Lokugam Hewage","Debra F. Laefer",2
"Chamin Nalinda Lokugam Hewage","Gianmarco Russo",2
"Chamin Nalinda Lokugam Hewage","Michela Bertolotto",2
"Chamin Nalinda Lokugam Hewage","Neel Chauhan",2
"Chamin Nalinda Lokugam Hewage","Nhien-An Le-Khac",2
"Chamin Nalinda Lokugam Hewage","Ulrich Oftendinger",2
"Chandadevi Giri","Tuwe Löfström",2
"Chandadevi Giri","Ulf Johansson",2
"Chandan Biswas","Debasis Ganguly",2
"Chandan Biswas","Dwaipayan Roy",2
"Chandan Biswas","Ujjwal Bhattacharya",2
"Edward A. Fox","Chandan K. Reddy",2
"Khoa D. Doan","Chandan K. Reddy",2
"Ming Zhu","Chandan K. Reddy",2
"Pranjul Yadav","Chandan K. Reddy",2
"Suhang Wang","Chandan K. Reddy",2
"Tian Shi","Chandan K. Reddy",2
"Vineeth Rakesh","Chandan K. Reddy",2
"Wei Wei 0019","Chandan K. Reddy",2
"Weiguo Fan","Chandan K. Reddy",2
"Xuan Zhang","Chandan K. Reddy",2
"Zhilei Qiao","Chandan K. Reddy",2
"Scott Sorensen","Chandra Kambhamettu",2
"Vinit Veerendraveer Singh","Chandra Kambhamettu",2
"Michael Nelson","Chandra N. Sekharan",2
"Sridhar Radhakrishnan","Chandra N. Sekharan",2
"Chandra Sekhar Sripada","Danai Koutra",2
"Eric Solarz","Chandra Sekhar Sripada",2
"Jiong Zhu","Chandra Sekhar Sripada",2
"Marlena Duda","Chandra Sekhar Sripada",2
"Yujun Yan","Chandra Sekhar Sripada",2
"Soumyajit Gupta","Chandrajit Bajaj",2
"Chandrajit Bajaj","Tianming Wang",2
"Chandrajit Bajaj","Yi Wang",2
"Jaya Shankar Vuppalapati","Chandrasekar Vuppalapati",2
"Chandrasekar Vuppalapati","Rajasekar Vuppalapati",2
"Santosh Kedari","Chandrasekar Vuppalapati",2
"Chandrasekar Vuppalapati","Sharat Kedari",2
"Chang-Dong Wang","Jian-Huang Lai",2
"Ling Huang","Chang-Dong Wang",2
"Pei-Zhen Li","Chang-Dong Wang",2
"Sung-Wook Choi","Chang-Seob Song",2
"Feng Chen 0001","Chang-Tien Lu",2
"Chang-Tien Lu","Huzefa Rangwala",2
"Liang Zhao 0002","Chang-Tien Lu",2
"Yue Ning","Chang-Tien Lu",2
"Ji Hwan Yeo","Chang Hyun Shin",2
"Chang Hyun Shin","Soo-Mook Moon",2
"Chang Li","Dacheng Tao",2
"Chang Li","Dongjin Song",2
"Chang Liu 0021","Haiming Jin",2
"Huichu Zhang","Chang Liu 0021",2
"Siyuan Feng","Chang Liu 0021",2
"Chang Liu 0021","Weinan Zhang 0001",2
"Chang Liu 0021","Yaoyao Ding",2
"Chang Liu 0021","Yichen Zhu",2
"Chang Liu 0021","Yong Yu 0001",2
"Chang Liu 0021","Zhenhui Li",2
"Chang Liu 0021","Zihan Zhou 0002",2
"Chang Liu 0040","Changgong Zhang",2
"Chang Liu 0040","Chunyan Miao",2
"Chang Liu 0040","Han Yu 0001",2
"Chang Liu 0040","Lizhen Cui",2
"Chang Liu 0040","Pan Wang",2
"Chang Liu 0040","Peiran Ren",2
"Chang Liu 0040","Xuansong Xie",2
"Chang Liu 0040","Yi Dong",2
"Chang Liu 0040","Zhanning Gao",2
"Chang Liu 0040","Zhiqi Shen",2
"Chang Liu","Dawn Song",2
"Chang Liu","Neil Zhenqiang Gong",2
"Chang Liu","Qi Li 0002",2
"Chang Liu","Yong Cui 0001",2
"Zenghua Xia","Chang Liu",2
"Chang Su","Fei Wang",2
"Sendong Zhao","Chang Su",2
"Jinze Bai","Chang Zhou",2
"Chang Zhou","Jun Gao 0003",2
"Chang Zhou","Junshuai Song",2
"Chang Zhou","Weiting An",2
"Chang Zhou","Xiaoru Qu",2
"Chang Zhou","Zhao Li",2
"Chaoqi Yang","Changcheng Li",2
"Changcheng Li","Guihai Chen",2
"Junwei Lu","Changcheng Li",2
"Liubin Wang","Changcheng Li",2
"Xiaofeng Gao","Changcheng Li",2
"Changchun Li","Jihong Ouyang",2
"Changchun Li","Ximing Li",2
"Changgee Chang","Qi Long",2
"Wenli Sun","Changgee Chang",2
"Changgong Zhang","Chunyan Miao",2
"Han Yu 0001","Changgong Zhang",2
"Changgong Zhang","Lizhen Cui",2
"Pan Wang","Changgong Zhang",2
"Changgong Zhang","Peiran Ren",2
"Changgong Zhang","Xuansong Xie",2
"Yi Dong","Changgong Zhang",2
"Zhanning Gao","Changgong Zhang",2
"Zhiqi Shen","Changgong Zhang",2
"Chris Xiaoxuan Lu","Changhao Chen",2
"Changhao Chen","Hongkai Wen 0001",2
"Changhao Chen","John A. Stankovic",2
"Changhao Chen","Niki Trigoni",2
"Xuan Kan","Changhao Chen",2
"Changhee Han","Fumiya Uchiyama",2
"Changhee Han","Hideki Nakayama",2
"Changhee Han","Kohei Murao",2
"Changhee Han","Leonardo Rundo",2
"Changhee Han","Shin'ichi Satoh",2
"Changhee Han","Tomoyuki Noguchi",2
"Changhee Han","Yusuke Kawata",2
"Changhoon Yoon","Kwanwoo Kim",2
"Changhoon Yoon","Seungwon Shin",2
"Changhoon Yoon","Sooel Son",2
"Changhoon Yoon","Yongdae Kim",2
"Fei Sun 0001","Changhua Pei",4
"Jian Wu","Changhua Pei",2
"Jun Liu","Changhua Pei",2
"Changhua Pei","Peng Jiang 0003",4
"Changhua Pei","Qing Cui",2
"Changhua Pei","Wenwu Ou",4
"Changhua Pei","Xiao Lin",4
"Changhua Pei","Xinru Yang",2
"Changhua Pei","Yongfeng Zhang",2
"Hongzhi Chen","Changji Li",2
"Changji Li","James Cheng",2
"Changji Li","Ming-Chang Yang",2
"Yifan Hou","Changji Li",2
"Changjie Fan","Dezhi Ye",2
"Haojie Pan","Changjie Fan",2
"Jianrong Tao","Changjie Fan",4
"Jianshi Lin","Changjie Fan",2
"Changjie Fan","Linlin Li",2
"Linxia Gong","Changjie Fan",2
"Changjie Fan","Longbiao Chen",2
"Changjie Fan","Min Yang 0007",2
"Changjie Fan","Peng Cui",2
"Runze Wu","Changjie Fan",2
"Changjie Fan","Sha Zhao",4
"Shize Zhang","Changjie Fan",2
"Changjie Fan","Yan Liu",2
"Zhou Zhao","Changjie Fan",2
"Changjun Fan","Li Zeng",2
"Changjun Fan","Muhao Chen",2
"Changjun Fan","Yizhou Sun",2
"Changjun Fan","Yuhui Ding",2
"Changjun Fan","Zhong Liu",2
"Hao Zhou","Changlei Zhu",2
"Minlie Huang","Changlei Zhu",2
"Changlei Zhu","Peng Shu",2
"Changlei Zhu","Xiaoyan Zhu 0001",2
"Yishun Mao","Changlei Zhu",2
"Changlong Sun","Fei Wu 0001",2
"Jian Wang","Changlong Sun",2
"Kaisong Song","Changlong Sun",2
"Lin Yuan","Changlong Sun",2
"Lujun Zhao","Changlong Sun",4
"Changlong Sun","Qi Zhang 0001",2
"Qiong Zhang","Changlong Sun",2
"Ruocheng Wang","Changlong Sun",2
"Tianyi Wang","Changlong Sun",2
"Changlong Sun","Xiaozhong Liu",6
"Xin Zhou","Changlong Sun",2
"Xinyu Duan","Changlong Sun",2
"Changlong Sun","Xuanjing Huang",2
"Changlong Sun","Yao Lu 0007",2
"Yating Zhang","Changlong Sun",2
"Zhuoren Jiang","Changlong Sun",2
"Changlong Yu","Fei Sun 0001",2
"Fuyu Lv","Changlong Yu",2
"Changlong Yu","Keping Yang",2
"Changlong Yu","Quan Lin",2
"Taiwei Jin","Changlong Yu",2
"Changlong Yu","Wilfred Ng",2
"Changping Meng","Gang Huang",2
"Changping Meng","Jennifer Neville",2
"Changping Meng","Jiasen Yang",2
"Muhao Chen","Changping Meng",2
"Mateusz Fedoryszak","Changtao Zhong",2
"Vijay Rajaram","Changtao Zhong",2
"Changwei Luo","Jun Yu",2
"Zhaoyu Zhang","Changwei Luo",2
"Changxin Bai","Guanhua Yan",2
"J. Dinal Herath","Changxin Bai",2
"Changxin Bai","Ping Yang 0002",2
"Changxin Bai","Shiyong Lu",2
"Kang Zhao","Changxu Wang",2
"Pan Pan","Changxu Wang",2
"Changxu Wang","Rong Jin",2
"Yanhao Zhang","Changxu Wang",2
"Changxu Wang","Yinghui Xu",2
"Changxu Wang","Yingya Zhang",2
"Yun Zheng","Changxu Wang",2
"Changyang Feng","Wei Quan",2
"Wei Wang","Changyang Feng",2
"Chanyoung Park","Donghyun Kim",2
"Chanyoung Park","Hwanjo Yu",4
"Chanyoung Park","Jiawei Han 0001",2
"Chanyoung Park","Qi Zhu 0008",2
"Seonghyeon Lee","Chanyoung Park",2
"Chao-Chun Hsu","Hsin-Yu Lin",2
"Chao-Chun Hsu","Lun-Wei Ku",2
"Chao-Chun Hsu","Ting-Hao (Kenneth) Huang",2
"Chao-Chun Hsu","Yu-Hua Chen",2
"Chao-Chun Hsu","Zi-Yuan Chen",2
"Chao Chen 0016","Dongsheng Li 0002",2
"Chao Chen 0016","Hao Zhang",2
"Chao Chen 0016","Junchi Yan",2
"Chao Chen 0016","Xiaokang Yang",2
"Peng Wu","Chao Chen",2
"Qichao Que","Chao Chen",2
"Shaoliang Nie","Chao Chen",2
"Xiuyan Ni","Chao Chen",2
"Yang Yu","Chao Chen",2
"Youlin Li","Chao Chen",2
"Chao Feng","Lin Guo",2
"Miao Fan","Chao Feng",2
"Chao Feng","Mingming Sun",2
"Chao Feng","Ping Li 0001",2
"Chao Huang 0001","Chuxu Zhang",6
"Chao Huang 0001","Dawei Yin",4
"Dongjin Song","Chao Huang 0001",2
"Chao Huang 0001","Jiashu Zhao",4
"Chao Huang 0001","Nitesh V. Chawla",10
"Chao Huang 0001","Suwen Lin",2
"Chao Huang 0001","Xian Wu",8
"Chao Huang 0001","Xuchao Zhang",6
"Chao Huang","Chuxu Zhang",2
"Chao Huang","Liefeng Bo",2
"Chao Huang","Peng Dai",2
"Chao Jia","Chen Sun",2
"Chun-Ta Lu","Chao Jia",2
"Krishnamurthy Viswanathan","Chao Jia",2
"Manan Shah","Chao Jia",2
"Chao Jiang","Dejing Dou",2
"Chao Jiang","Pengwei Wang",2
"Chao Jiang","Ruoming Jin",2
"Yang Zhou 0001","Chao Jiang",2
"Chao Jiang","Zijie Zhang",2
"Zhen Li","Chao Jia",2
"Fei Wu 0004","Chao Lan",2
"Jun Zhou","Chao Lan",2
"Chao Lan","Qinghua Huang",2
"Chao Lan","Ruchuan Wang 0001",2
"Xiao-Yuan Jing","Chao Lan",2
"Yi-mu Ji","Chao Lan",2
"Cheng Guo","Chao Li",2
"Chao Li","Dik Lun Lee",2
"Elham Shaabani","Chao Li",2
"Fei Sun 0001","Chao Li",2
"Chao Li","Guoliang Kang",2
"Chao Li","Huan Zhao",4
"Jagdish Ramakrishnan","Chao Li",2
"Jiaming Xu","Chao Li",2
"Chao Li","Mátyás A. Sustik",2
"Chao Li","Mengmeng Wu",2
"Chao Li","Pipei Huang",4
"Chao Li","Qiwei Chen",2
"Chao Li","Wei Li",2
"Wen Chen","Chao Li",2
"Xin Guo","Chao Li",2
"Chao Li","Yuchi Xu",2
"Chao Li","Zhiyuan Liu",2
"Chen Zhu","Chao Ma 0022",2
"Chuan Qin 0002","Chao Ma 0022",2
"Fuzhen Zhuang","Chao Ma 0022",2
"Hengshu Zhu","Chao Ma 0022",2
"Chao Ma 0022","Hui Xiong 0001",2
"Chao Ma 0022","Jingshuai Zhang",2
"Tong Xu","Chao Ma 0022",2
"Chao Wang","Jianwu Wang",2
"Chao Wang","Jing Li",2
"Wanghu Chen","Chao Wang",2
"Chao Wang","Yang Liu",2
"Chao Yi","Congrui Huang",2
"Hansheng Ren","Chao Yi",2
"Chao Yi","Jie Tong",2
"Chao Yi","Mao Yang",2
"Chao Yi","Qi Zhang",2
"Chao Yi","Tony Xing",2
"Chao Yi","Xiaoyu Kou",2
"Yujing Wang","Chao Yi",2
"Chao Zhang 0014","Depeng Jin",4
"Chao Zhang 0014","Funing Sun",2
"Hongzhi Shi","Chao Zhang 0014",2
"Huandong Wang","Chao Zhang 0014",2
"Jie Feng 0002","Chao Zhang 0014",2
"Mingyang Zhang 0004","Chao Zhang 0014",2
"Chao Zhang 0014","Quanming Yao",2
"Chao Zhang 0014","Yong Li 0008",4
"Zeyu Yang","Chao Zhang 0014",2
"Feng Zhu","Chaochao Chen 0001",2
"Chaochao Chen 0001","Guanfeng Liu 0001",2
"Chaochao Chen 0001","Jun Zhou 0011",2
"Chaochao Chen 0001","Kenny Q. Zhu",2
"Chaochao Chen 0001","Li Wang 0056",2
"Wenjing Fang","Chaochao Chen 0001",2
"Chaochao Chen 0001","Xiaolin Zheng",2
"Chaochao Chen 0001","Yan Wang 0002",2
"Chaojie Li","Hongkui Tu",2
"Jiahui Wen","Chaojie Li",2
"Jingwei Ma","Chaojie Li",2
"Liangchen Liu","Chaojie Li",2
"Mingyang Zhong","Chaojie Li",2
"Chaojie Li","Weitong Chen",2
"Chaojie Li","Xue Li 0001",2
"Chaojie Li","Yin Yang 0001",2
"Chengxi Zang","Chaoming Song",2
"Chaoming Song","Fei Wang 0001",2
"Peng Cui 0001","Chaoming Song",2
"Chaoming Song","Wenwu Zhu 0001",2
"Shreya Sharma 0002","Chaoping Xing",2
"Chaoping Xing","Yan Kang",2
"Chaoping Xing","Yang Liu 0165",2
"Chaoqi Yang","Guihai Chen",2
"Junwei Lu","Chaoqi Yang",2
"Chaoqi Yang","Liubin Wang",2
"Chaoqi Yang","Xiaofeng Gao",2
"Di Niu","Chaoyue Wang",2
"Chaoyue Wang","Jinghong Lin",2
"Chaoyue Wang","Kunfeng Lai",2
"Chaoyue Wang","Shunnan Xu",2
"Weidong Guo","Chaoyue Wang",2
"Chaoyue Wang","Yu Xu",2
"Chaozhuo Li","Feiran Huang",2
"Chaozhuo Li","Hao Wang 0068",2
"Chaozhuo Li","Lei Zheng 0001",2
"Chaozhuo Li","Philip S. Yu",4
"Chaozhuo Li","Senzhang Wang",4
"Chaozhuo Li","Wei Wang",2
"Chaozhuo Li","Yanbo Liang",2
"Chaozhuo Li","Zhoujun Li",4
"Charalampos Chelmis","Daphney-Stavroula Zois",2
"Mengfan Yao","Charalampos Chelmis",2
"Rajgopal Kannan","Charalampos Chelmis",2
"Charalampos Chelmis","Viktor K. Prasanna",2
"Charalampos Davalas","Dimitrios Michail 0001",2
"Charalampos Davalas","Iraklis Varlamis",2
"Manoj Muniswamaiah","Charles C. Tappert",2
"Tilak Agerwala","Charles C. Tappert",2
"Charles Garnder","Chung Ng",2
"Dan Chia-Tien Lo","Charles Garnder",2
"Charles Garnder","Pascal Paschos",2
"Charles Grumer","Femi G. Olumofin",2
"Charles Grumer","Jonathan Peck",2
"Charles Grumer","Martine De Cock",2
"Charles H. Martin","Michael W. Mahoney",2
"Charles Lever","Joshua Mason",2
"Charles Lever","Manos Antonakakis",2
"Charles Lever","Michael Bailey",2
"Charles Lever","Nikita Borisov",2
"Paul Murley","Charles Lever",2
"Zane Ma","Charles Lever",2
"Dong Huk Park","Charles Rosenberg",2
"Eric Tzeng","Charles Rosenberg",2
"Hao-Yu Wu","Charles Rosenberg",2
"Charlie T. Veal","Grant J. Scott",2
"James Alex Hurt","Charlie T. Veal",2
"Guan Wang","Charlie Xiaoqian Dang",2
"Charlie Xiaoqian Dang","Ziye Zhou",2
"Charu C. Aggarwal","Huan Liu 0001",2
"Ian En-Hsu Yen","Charu C. Aggarwal",4
"Charu C. Aggarwal","Jiliang Tang",2
"Kun Xu","Charu C. Aggarwal",4
"Liang Ma 0002","Charu C. Aggarwal",2
"Liang Zhao 0002","Charu C. Aggarwal",4
"Lingfei Wu","Charu C. Aggarwal",4
"Charu C. Aggarwal","Philip S. Yu",2
"Shouling Ji","Charu C. Aggarwal",2
"Siyu Huo","Charu C. Aggarwal",2
"Suhang Wang","Charu C. Aggarwal",4
"Xi Peng 0005","Charu C. Aggarwal",2
"Yao Ma 0001","Charu C. Aggarwal",2
"Yinglong Xia","Charu C. Aggarwal",2
"Zhen Zhang 0007","Charu C. Aggarwal",2
"Chase Geigle","ChengXiang Zhai",2
"Chase Geigle","Hari Sundaram",2
"Chase Geigle","Himel Dev",2
"Gregor von Laszewski","Chathura Widanage",2
"Chathura Widanage","Gurhan Gunduz",2
"Kannan Govindarajan","Chathura Widanage",2
"Chathura Widanage","Niranda Perera",2
"Pulasthi Wickramasinghe","Chathura Widanage",2
"Chathura Widanage","Selahattin Akkas",2
"Supun Kamburugamuve","Chathura Widanage",2
"Vibhatha Abeykoon","Chathura Widanage",2
"Chau Pham","Tommy Dang",2
"Chau Pham","Vung Pham",2
"Che-Chia Chang","Chia-Hu Chang",2
"Hsuan Chiu","Che-Chia Chang",2
"Pei-Xun Wang","Che-Chia Chang",2
"Che-Chia Chang","Tzu-Hao Huang",2
"Wen-Qian Chen","Che-Chia Chang",2
"Che-Chia Chang","Yu-Hsuan Huang",2
"Che-Chia Chang","Yuchun Lai",2
"Che-Rung Lee","Feng-Yuan Liu",2
"Kun Xie","Che-Rung Lee",2
"Chee-Keong Kwoh 0001","Chi Xu",2
"Lei Feng","Chee-Keong Kwoh 0001",2
"Zhuoyi Lin","Chee-Keong Kwoh 0001",2
"Jiaheng Lu","Chen Chen",2
"Chen Chen","Mohammad Hoque",2
"Chen Chen","Sasu Tarkoma",2
"Yuxing Chen","Chen Chen",2
"Shaina Raza","Chen Ding 0004",2
"Chen Fang","Handong Zhao",2
"Chen Fang","Longqi Yang",2
"Sheng Li 0001","Chen Fang",2
"Chen Fang","Yun Fu 0001",2
"Zhaowen Wang","Chen Fang",2
"Zhiqiang Tao","Chen Fang",2
"Corinne Rogers","Chen Feng",2
"Hoda Hamouda","Chen Feng",2
"James A. D. Cameron","Chen Feng",2
"James Stewart","Chen Feng",2
"Jessica Bushey","Chen Feng",2
"Ken Thibodeau","Chen Feng",2
"Victoria L. Lemieux","Chen Feng",2
"Chen Gao","Depeng Jin",2
"Chen Gao","Fuli Feng",2
"Chen Gao","Jian-Guang Lou",2
"Chen Gao","Kai Zhao",2
"Xiangnan He 0001","Chen Gao",4
"Chen Gao","Xiangning Chen",2
"Yihong Chen","Chen Gao",2
"Chen Gao","Yong Li 0008",4
"Chen Gao","Yue Wang",2
"Chunbin Lin","Chen Li 0001",2
"Jiaheng Lu","Chen Li 0001",2
"Jin Wang 0007","Chen Li 0001",2
"Kazi Md. Rokibul Alam","Chen Li 0027",2
"Mahboob Qaosar","Chen Li 0027",2
"Chen Li 0027","Yasuhiko Morimoto",2
"Chen Liang","Jianbin Lin",2
"Chen Liang","Jun Zhou 0011",2
"Chen Liang","Li Wang 0056",2
"Chen Liang","Shuang Yang",2
"Chen Liang","Xinxing Yang",2
"Chen Liang","Yuan Qi 0001",2
"Chen Liang","Ziqi Liu",2
"Hui Li 0057","Chen Lin",2
"Chen Lin","Julie S. Ivy",2
"Chen Lin","Min Chi",2
"Yunjie Wang","Chen Lin",2
"Chen Liuy","Jianwu Wang",2
"Pei Guo","Chen Liuy",2
"Chen Liuy","Yan Tang",2
"Chen Ma","Peng Kang",2
"Chen Ma","Xue Liu",2
"Chen Qian 0003","Lijie Wen",2
"Chen Qu","Jianfeng Gao",2
"Chen Qu","Jingjing Liu 0001",2
"Junjie Hu 0001","Chen Qu",2
"Chen Qu","Liu Yang 0005",4
"Chen Qu","Minghui Qiu",4
"Chen Qu","Mohit Iyyer",2
"Chen Qu","W. Bruce Croft",4
"Chen Qu","Xiaodong Liu",2
"Chen Qu","Yelong Shen",2
"Chen Qu","Yongfeng Zhang",2
"Chun-Ta Lu","Chen Sun",2
"Krishnamurthy Viswanathan","Chen Sun",2
"Manan Shah","Chen Sun",2
"Zhen Li","Chen Sun",2
"M. K. Sophie Chen","Chen Wei",2
"Chen Wei","Rui Yan",2
"Xinyi Lin","Chen Wei",2
"Jiangnan Xia","Chen Wu",2
"Chen Wu","Ming Yan",2
"Chen Xiao","Katsutoshi Yada",2
"Ken Ishibashi","Chen Xiao",2
"Chen Zhang 0013","Fan Zhang 0036",2
"Chen Zhang 0013","Lu Qin",2
"Chen Zhang 0013","Wenjie Zhang 0001",2
"Chen Zhang 0013","Xuemin Lin 0001",2
"Chen Zhang 0013","Ying Zhang 0001",2
"Chen Zhang","Dan Du",2
"Tian Wang","Chen Zhang",2
"Chen Zhang","Yaopeng Han",2
"Chen Zhang","Zhigang Lu",2
"Chen Zhao","Yeye He",2
"Chen Zhe","Xiaokui Xiao",2
"Chuan Qin 0002","Chen Zhu",4
"Chen Zhu","Enhong Chen",2
"Chen Zhu","Fuzhen Zhuang",2
"Hengshu Zhu","Chen Zhu",4
"Chen Zhu","Hui Xiong 0001",4
"Chen Zhu","Jingshuai Zhang",2
"Le Zhang","Chen Zhu",2
"Chen Zhu","Tong Xu",4
"Junyu Lu","Chenbin Zhang",2
"Lizhen Qu","Chenbin Zhang",2
"Chenbin Zhang","Zenglin Xu",2
"Chence Shi","Jian Tang 0005",2
"Chence Shi","Ming Zhang 0004",2
"Weiping Song","Chence Shi",2
"Chence Shi","Yewen Xu",2
"Chence Shi","Zhijian Duan",2
"Chence Shi","Zhiping Xiao 0001",2
"Feiping Nie 0001","Cheng-Long Wang",2
"Cheng-Long Wang","Xuelong Li",2
"Cheng-Te Li","Cheng Hsu",2
"Chin-Chi Hsu","Cheng-Te Li",2
"Cheng-Te Li","Meeyoung Cha",2
"Cheng-Te Li","Mi-Yen Yeh",2
"Ming-Han Feng","Cheng-Te Li",2
"Pei-Chi Wang","Cheng-Te Li",2
"Cheng-Te Li","Sang Won Lee 0004",2
"Cheng-Te Li","Shou-De Lin",2
"Sungkyu Park","Cheng-Te Li",2
"Cheng-Te Li","Sungwon Han 0001",2
"Yi-Chun Chen","Cheng-Te Li",2
"Yu-Che Tsai","Cheng-Te Li",2
"Cheng-Yu Chen","Shun-Wen Hsiao",2
"Cheng-Yu Lin","Jerry Chun-Wei Lin",2
"Cheng-Yu Lin","Shu-Min Li",2
"Cheng-Yu Lin","Shyue-Liang Wang",2
"Tzung-Pei Hong","Cheng-Yu Lin",2
"Cheng-Yu Lin","Wei-Ming Huang",2
"Fei Yu 0012","Cheng Feng 0001",2
"Kai Li","Cheng Feng 0001",2
"Cheng Feng 0001","Tian Xia",2
"Cheng Guo","Fei Sun 0001",2
"Cheng Guo","Huan Zhao",2
"Jiaming Xu","Cheng Guo",2
"Pipei Huang","Cheng Guo",2
"Wen Chen","Cheng Guo",2
"Xin Guo","Cheng Guo",2
"Cheng Hsu","Meeyoung Cha",2
"Cheng Hsu","Sang Won Lee 0004",2
"Sungkyu Park","Cheng Hsu",2
"Sungwon Han 0001","Cheng Hsu",2
"Cheng Ji","Hao Peng",2
"Cheng Ji","Jian Peng",2
"Jianxin Li 0002","Cheng Ji",2
"Yangqiu Song","Cheng Ji",2
"Yu He","Cheng Ji",2
"Cheng L. Lee","Joel-David J. J. Wong",2
"Cheng L. Lee","Kyong Jin Shim",2
"Cheng L. Lee","Sean S. W. Kwek",2
"Cheng L. Lee","Zi Y. Lim",2
"Cheng Li 0012","Jan Pfeifer",2
"Jyun-Yu Jiang","Cheng Li 0012",2
"Cheng Li 0012","Marc Najork",6
"Cheng Li 0012","Michael Bendersky",6
"Mingyang Zhang 0001","Cheng Li 0012",2
"Cheng Li 0012","Nadav Golbandi",4
"Rama Kumar Pasumarthi","Cheng Li 0012",2
"Cheng Li 0012","Rohan Anil",2
"Sebastian Bruch","Cheng Li 0012",2
"Cheng Li 0012","Stephan Wolf",2
"Xuanhui Wang","Cheng Li 0012",4
"Cheng Long","Gao Cong",2
"Zheng Wang","Cheng Long",2
"Jionghao Lin","Cheng Siong Lee",2
"Cheng Siong Lee","Sharon L. Oviatt",2
"Shirui Pan","Cheng Siong Lee",2
"Cheng Xu","Dan Shen",2
"Cheng Xu","Feng Shi",2
"Jie Tang 0001","Cheng Xu",2
"Cheng Xu","Qixia Jiang",2
"Tracy Xiao Liu","Cheng Xu",2
"Xichen Ding","Cheng Xu",2
"Cheng Xu","Yaping Zhang",2
"Huan Xu","Cheng Yang",2
"Junhao Hua","Cheng Yang",2
"Kui Zhao","Cheng Yang",2
"Ling Yan","Cheng Yang",2
"Qi Zhang","Cheng Yang",2
"Cheng Zhao","Chenliang Li",2
"Cheng Zhao","Cong Fu",2
"Chengfeng Xu","Hui Xiong 0001",2
"Chengfeng Xu","Jiajie Xu 0001",2
"Chengfeng Xu","Pengpeng Zhao",2
"Chengfeng Xu","Victor S. Sheng",2
"Chengfeng Xu","Xiaofang Zhou 0001",2
"Chengfeng Xu","Yanchi Liu",2
"Chengfeng Xu","Zhiming Cui",2
"Jin Zhang","Chengfu Huo",2
"Tao Zhang","Chengfu Huo",2
"Chengfu Huo","Weijun Ren",2
"Chenghao Liu","Huan Liu 0001",2
"Jundong Li","Chenghao Liu",2
