"from","to","weight"
"M. Okan Irfanoglu","Carlo Pierpaoli",2
"Carlos Castillo 0001","Fernando Diaz 0001",2
"Francesco Bonchi","Carlos Castillo 0001",2
"Carlos Castillo 0001","Jie Yin",2
"Sara Hajian","Carlos Castillo 0001",2
"Carlos Castillo 0001","Yu-Ru Lin",2
"Chia-Tien Dan Lo","Carlos Cepeda Mora",2
"Pablo Ordóñez","Carlos Cepeda Mora",2
"Joaquim F. Silva","Carlos Gonçalves",2
"Carlos Gonçalves","José C. Cunha",2
"Marco Túlio Ribeiro","Carlos Guestrin",2
"Sameer Singh 0001","Carlos Guestrin",2
"Tianqi Chen","Carlos Guestrin",2
"Ladjel Bellatreche","Carlos Ordonez 0001",2
"Daniele Quercia","Carmen Karina Vaca Ruiz",2
"Carmen Karina Vaca Ruiz","Krishna P. Gummadi",2
"Rijurekha Sen","Carmen Karina Vaca Ruiz",2
"Carole A. Goble","Eric W. Deutsch",2
"Ian T. Foster","Carole A. Goble",2
"Carole A. Goble","Ivo D. Dinov",2
"Carole A. Goble","Kristi Clark",2
"Kyle Chard","Carole A. Goble",2
"Mike D'Arcy","Carole A. Goble",2
"Carole A. Goble","Nathan D. Price 0001",2
"Ravi K. Madduri","Carole A. Goble",2
"Stian Soiland-Reyes","Carole A. Goble",2
"Caroline Lo","Dan Frankowski",2
"Caroline Lo","Jure Leskovec",2
"Carsten Alexander Meyer","Jan Lindemann",2
"Carsten Alexander Meyer","Kathrin Mao",2
"Martin Boissier 0001","Carsten Alexander Meyer",2
"Carsten Alexander Meyer","Matthias Uflacker",2
"Carsten Alexander Meyer","Pascal Reinhardt",2
"Carsten Alexander Meyer","Tim Specht",2
"Carsten Alexander Meyer","Tim Zimmermann",2
"Carsten Alexander Meyer","Timo Djürken",2
"Marina Ganea","Carsten Eickhoff",2
"Octavian-Eugen Ganea","Carsten Eickhoff",2
"Piyush Bansal","Carsten Eickhoff",2
"Carsten Eickhoff","Thomas Hofmann",4
"Casey Vu","David Lo 0001",2
"Casey Vu","Ee-Peng Lim",2
"Kyong Jin Shim","Casey Vu",2
"Philips Kokoh Prasetyo","Casey Vu",2
"Richard Jayadi Oentaryo","Casey Vu",2
"Vivian Lai","Casey Vu",2
"Casper Petersen","Christina Lioma",2
"Casper Petersen","Jakob Grue Simonsen",2
"Casper Petersen","Kalervo Järvelin",2
"Edward Choi","Catherine Coffey",2
"Elizabeth Searles","Catherine Coffey",2
"Catherine Coffey","James Bost",2
"Catherine Coffey","Javier Tejedor-Sojo",2
"Catherine Coffey","Jimeng Sun",2
"Catherine Coffey","Michael Thompson",2
"Mohammad Taha Bahadori","Catherine Coffey",2
"Cong Zheng","Ce Zhang",2
"Heqing Huang","Ce Zhang",2
"Junyuan Zeng","Ce Zhang",2
"Peng Liu 0005","Ce Zhang",2
"Sencun Zhu","Ce Zhang",2
"Suresh Chari","Ce Zhang",2
"Wu Zhou","Ce Zhang",2
"Desislava Hristova","Cecilia Mascolo",2
"Matthew J. Williams","Cecilia Mascolo",2
"Mirco Musolesi","Cecilia Mascolo",2
"Pietro Panzarasa","Cecilia Mascolo",2
"Ceren Budak","Justin M. Rao",2
"Chen Chen 0018","Cewu Lu",2
"Cewu Lu","Dimitrios Gunopulos",2
"Cewu Lu","Leonidas J. Guibas",2
"Cewu Lu","Qiang Yang 0001",2
"Cewu Lu","Qixing Huang",2
"Elyas Sabeti","Chad Walton",2
"Chad Walton","Su Jun Lim",2
"Jie Wang 0005","Chandan K. Reddy",2
"Jieping Ye","Chandan K. Reddy",2
"Karthik K. Padthe","Chandan K. Reddy",2
"Mahtab Jahanbani Fard","Chandan K. Reddy",2
"Ping Wang","Chandan K. Reddy",2
"Ratna Babu Chinnam","Chandan K. Reddy",2
"Sattar Ameri","Chandan K. Reddy",2
"Yan Li 0052","Chandan K. Reddy",2
"Chandima Hewa Nadungodage","John Jaehwan Lee",2
"Chandima Hewa Nadungodage","Yuni Xia",2
"Chandra Bhat","Jackson Archer",2
"Chandra Bhat","James Kuhr",2
"Natalia Ruiz-Juri","Chandra Bhat",2
"Weijia Xu","Chandra Bhat",2
"Chandra Krintz","Rich Wolski",2
"Stratos Dimopoulos","Chandra Krintz",2
"Da-Chuan Zhang","Chang-Dong Wang",2
"Chang-Dong Wang","Jian-Huang Lai",2
"Mei Li","Chang-Dong Wang",2
"Yao-Ming Yang","Chang-Dong Wang",2
"Chang-Tien Lu","David Mares",2
"Chang-Tien Lu","Dipak K. Gupta",2
"Feng Chen 0001","Chang-Tien Lu",2
"Chang-Tien Lu","Graham Katz",2
"Chang-Tien Lu","Jaime Arredondo",2
"Jieping Ye","Chang-Tien Lu",2
"Jose Cadena","Chang-Tien Lu",2
"Chang-Tien Lu","Kristen Maria Summers",2
"Liang Zhao 0002","Chang-Tien Lu",4
"Chang-Tien Lu","Naren Ramakrishnan",6
"Nathan Self","Chang-Tien Lu",2
"Parang Saraf","Chang-Tien Lu",2
"Patrick Butler","Chang-Tien Lu",2
"Rupinder Paul Khandpur","Chang-Tien Lu",2
"Sathappan Muthiah","Chang-Tien Lu",2
"Ting Hua","Chang-Tien Lu",2
"Wei Wang 0064","Chang-Tien Lu",2
"Weisheng Zhong","Chang-Tien Lu",2
"Xuchao Zhang","Chang-Tien Lu",4
"Zhiqian Chen","Chang-Tien Lu",2
"Chang Liu 0021","Damon McCoy",2
"Chang Liu 0021","Elaine Shi",2
"Chang Liu 0021","Raheem A. Beyah",2
"Chang Liu 0021","Shuang Hao",2
"Xiaojing Liao","Chang Liu 0021",2
"Chang Liu","Yi Yang",2
"Chang Liu","Zhihong Guo",2
"Chang Xu 0002","Chao Xu 0006",2
"Chang Xu 0002","Dacheng Tao",2
"Huigui Rong","Chang Yang",2
"Chang Yang","M. Zubair Shafiq",2
"Xun Zhou","Chang Yang",2
"Chang Zhou","Jun Gao",2
"Yuqiong Liu","Chang Zhou",2
"Chang Zhou","Zhiguo Fan",2
"Sunghal Hong","Changsoo Lee",2
"Sunghwan Cho","Changsoo Lee",2
"Changsung Kang","Chikashi Nobata",2
"Changsung Kang","Dawei Yin",4
"Changsung Kang","Hongbo Deng",2
"Hua Ouyang","Changsung Kang",4
"Changsung Kang","Jean-Marc Langlois",2
"Jianhui Chen","Changsung Kang",2
"Jiliang Tang","Changsung Kang",4
"Mianwei Zhou","Changsung Kang",2
"Tim Daly Jr.","Changsung Kang",2
"Changsung Kang","Yi Chang 0001",4
"Yuening Hu","Changsung Kang",2
"Yunlong He","Changsung Kang",2
"Giridhari Venkatadri","Changtao Zhong",2
"Changtao Zhong","Krishna P. Gummadi",2
"Changtao Zhong","Nicolas Kourtellis",2
"Changtao Zhong","Nishanth R. Sastry",4
"Oana Goga","Changtao Zhong",2
"Soo-Hyung Kim","Changwook Jung",2
"Changwook Jung","Yoon-Joon Lee",2
"Chien-Heng Wu","Chao-Tung Yang",2
"Franco Lin","Chao-Tung Yang",2
"Hsi-Ching Lin","Chao-Tung Yang",2
"Wen-Yi Chang","Chao-Tung Yang",2
"Whey-Fone Tsai","Chao-Tung Yang",2
"Chao Che","Cuili Yao",2
"Chao Che","Kuifei Yu",2
"Chao Che","Li Guo 0008",2
"Chao Che","Qiang Zhang 0008",2
"Chao Che","Ruiyun Yu",2
"Chao Che","Yue Qu",2
"Daniel Yue Zhang","Chao Huang 0001",4
"Chao Huang 0001","Dong Wang 0002",8
"Jermaine Marshall","Chao Huang 0001",2
"Rungang Han","Chao Huang 0001",2
"Chao Huang 0001","Shenglong Zhu",2
"Chao Huang 0001","Xian Wu",2
"Dacheng Tao","Chao Xu 0006",2
"Chao Zhang 0014","Jiawei Han 0001",2
"Chao Zhang 0014","Keyang Zhang",2
"Chao Zhang 0014","Luming Zhang",2
"Chao Zhang 0014","Quan Yuan 0001",2
"Chao Zhang 0014","Tim Hanratty",2
"Hanghang Tong","Chaoli Wang 0001",2
"Lei Shi 0002","Chaoli Wang 0001",2
"Chaoli Wang 0001","Leman Akoglu",2
"Wanying Ding","Chaomei Chen",2
"Chaomei Chen","Xiaohua Hu 0001",2
"Yue Zhang","Chaomei Chen",2
"Chaoran Cheng","Guofei Jiang",2
"Chaoran Cheng","Haifeng Chen",2
"Chaoran Cheng","Jieping Ye",2
"Kai Zhang 0001","Chaoran Cheng",2
"Shandian Zhe","Chaoran Cheng",2
"Chaoran Cheng","Yuan Qi 0001",2
"Chaoran Cheng","Zhengzhang Chen",2
"Chaoran Cheng","Zhi Wei",2
"Charith Wickramaarachchi","Charalampos Chelmis",2
"Rajgopal Kannan","Charalampos Chelmis",2
"Charalampos Chelmis","Viktor K. Prasanna",2
"Charalampos E. Tsourakakis","Eli Upfal",2
"Charith Wickramaarachchi","Rajgopal Kannan",2
"Charith Wickramaarachchi","Viktor K. Prasanna",2
"Daniel Crawl","Charles Cowart",2
"Dylan Uys","Charles Cowart",2
"Charles Cowart","Ilkay Altintas",2
"Mai H. Nguyen","Charles Cowart",2
"Charles M. Doutriaux","Cosimo Palazzo",2
"Charles M. Doutriaux","Davide Salomoni",2
"Charles M. Doutriaux","Dean N. Williams",2
"Charles M. Doutriaux","Donatello Elia",2
"Charles M. Doutriaux","Germán Moltó",2
"Charles M. Doutriaux","Giacinto Donvito",2
"Charles M. Doutriaux","Giovanni Aloisio",2
"Charles M. Doutriaux","Ignacio Blanquer",2
"Charles M. Doutriaux","J. Boutte",2
"Charles M. Doutriaux","Mário David",2
"Marcin Plóciennik","Charles M. Doutriaux",2
"Charles M. Doutriaux","Marco Fargetta",2
"Charles M. Doutriaux","Michal Owsiak",2
"Charles M. Doutriaux","Miguel Caballer",2
"Charles M. Doutriaux","Riccardo Bruno",2
"Charles M. Doutriaux","Roberto Barbera",2
"Sandro Fiore","Charles M. Doutriaux",2
"Charles M. Doutriaux","Tomasz Zok",2
"Charles M. Doutriaux","V. Anantharaj",2
"Charles M. Doutriaux","Z. Shaheen",2
"Claris Castillo","Charles Schmitt",2
"Fan Jiang","Charles Schmitt",2
"Charles Siegel","Jeff Daily",2
"Jaroslav M. Fowkes","Charles Sutton",2
"Holly Ferguson","Charles Vardeman",4
"Charles Vardeman","Jarek Nabrzyski",4
"Charu C. Aggarwal","Huan Liu 0001",4
"Jiliang Tang","Charu C. Aggarwal",4
"Karthik Subbian","Charu C. Aggarwal",2
"Charu C. Aggarwal","Kshiteesh Hegde",2
"Latifur Khan","Charu C. Aggarwal",4
"Suhang Wang","Charu C. Aggarwal",2
"Swarup Chandra","Charu C. Aggarwal",4
"Yupeng Gao","Charu C. Aggarwal",2
"Zhuoyi Wang","Charu C. Aggarwal",2
"Chathuri Wimalasena","Geoffrey C. Fox",2
"Chathuri Wimalasena","Milinda Pathirage",2
"Pulasthi Wickramasinghe","Chathuri Wimalasena",2
"Saliya Ekanayake","Chathuri Wimalasena",2
"Supun Kamburugamuve","Chathuri Wimalasena",2
"Chen Chen 0018","Dimitrios Gunopulos",2
"Chen Chen 0018","Leonidas J. Guibas",2
"Chen Chen 0018","Qiang Yang 0001",2
"Chen Chen 0018","Qixing Huang",2
"Chen Chen 0022","Hanghang Tong",2
"Chen Chen 0022","Lei Xie",2
"Chen Chen 0022","Lei Ying",2
"Chen Chen 0022","Qing He",2
"Chen Jason Zhang","Lei Chen 0002",2
"Chen Jason Zhang","Pan Hui 0001",2
"Chen Jason Zhang","Siyuan Liu",2
"Ting Wu","Chen Jason Zhang",2
"Kyle Williams","Chen Liang 0001",2
"Shuting Wang","Chen Liang 0001",2
"Zhaohui Wu 0002","Chen Liang 0001",2
"Fangzhou Zhu","Chen Luo",2
"Chen Luo","Jia Zeng",2
"Chen Luo","Ke Deng",2
"Chen Luo","Mingxuan Yuan",2
"Chen Luo","Tao Gu",2
"Chen Luo","Weixiong Rao",2
"Chen Luo","Yijian Zhu",2
"Chen Luo","Zhengqing Zhang",2
"Jianmin Wang 0001","Chen Wang 0018",2
"Jinrui Zhang","Chen Wang 0018",2
"Raymond K. Wong","Chen Wang 0018",2
"Xiangdong Huang","Chen Wang 0018",2
"Chunkai Wang","Chen Yang 0009",2
"Qi Guo 0001","Chen Yang 0009",2
"Xiaofeng Meng 0001","Chen Yang 0009",2
"Zujian Weng","Chen Yang 0009",2
"Chen Zhu","Fang Xie",2
"Chen Zhu","Hengshu Zhu",2
"Chen Zhu","Hui Xiong 0001",2
"Chen Zhu","Pengliang Ding",2
"Cheng-Kang Hsieh","Deborah Estrin",2
"Cheng-Kang Hsieh","Honghao Wei",2
"Cheng-Kang Hsieh","Longqi Yang",2
"Cheng-Kang Hsieh","Mor Naaman",2
"Cheng-Te Li","Chien-Lin Tseng",2
"Cheng-Te Li","Hsun-Ping Hsieh",2
"Jyun-Yu Jiang","Cheng-Te Li",4
"Kai-Hsiang Hsu","Cheng-Te Li",2
"Cheng-Te Li","Po Hu",2
"Rui Yan","Cheng-Te Li",2
"Cheng-Te Li","Tingting He",2
"Cheng-Te Li","Xiaohua Hu 0001",2
"Cheng Chen 0002","Thomas Lukasiewicz",2
"Cheng Chen 0002","Xiangwu Meng",2
"Cheng Chen 0002","Yishu Miao",2
"Zhenghua Xu","Cheng Chen 0002",2
"Cheng Chen 0019","Fang Dong",2
"Cheng Chen 0019","Kui Wu 0001",4
"Cheng Chen 0019","Sean Chester",2
"Cheng Chen 0019","Venkatesh Srinivasan 0001",4
"Dan Wang 0002","Cheng Fan",2
"Jian Pei","Cheng Fan",2
"Cheng Fan","Linda Fu Xiao",2
"Yi Yuan 0005","Cheng Fan",2
"Zimu Zheng","Cheng Fan",2
"Cheng Li 0012","Paul Resnick",2
"Cheng Li 0012","Qiaozhu Mei",2
"Dawei Chen","Cheng Soon Ong",2
"Dongwoo Kim 0002","Cheng Soon Ong",2
"Lexing Xie","Cheng Soon Ong",4
"Chengcheng Mou","Shaoping Chen",2
"Chengcheng Mou","Yi-Cheng Tu",2
"Chengfei Liu","Hai Le Vu",2
"Chengfei Liu","J. Wenny Rahayu",2
"Chengfei Liu","Jianxin Li 0001",2
"Lu Chen","Chengfei Liu",2
"Md. Saiful Islam 0003","Chengfei Liu",4
"Chengfei Liu","Rui Zhou 0001",2
"Chengfei Liu","Tarique Anwar",4
"Chengfei Liu","Xiaochun Yang 0001",2
"Chenghao Liu","Ee-Peng Lim",2
"Chenghao Liu","Jianling Sun",2
"Chenghao Liu","Peilin Zhao",2
"Chenghao Liu","Steven C. H. Hoi",2
"Daokun Zhang","Chengqi Zhang",2
"Guodong Long","Chengqi Zhang",2
"Hong Yang","Chengqi Zhang",2
"Jia Wu 0001","Chengqi Zhang",2
"Jie Yin","Chengqi Zhang",2
"Qinzhe Zhang","Chengqi Zhang",2
"Weixue Lu","Chengqi Zhang",2
"Xingquan Zhu","Chengqi Zhang",2
"Chengxi Zang","Christos Faloutsos",2
"Chengxi Zang","Peng Cui 0001",2
"Dae Hoon Park","ChengXiang Zhai",2
"Jian Peng 0001","Chengxiang Zhai",2
"Mengwen Liu","ChengXiang Zhai",2
"Parikshit Sondhi","ChengXiang Zhai",2
"Rongda Zhu","Chengxiang Zhai",2
"Shubhra Kanti Karmaker Santu","ChengXiang Zhai",2
"Yi Fang 0008","ChengXiang Zhai",2
"Chengyu Wang 0001","Rong Zhang 0002",2
"Chengyu Wang 0001","Xiaofeng He",2
"Chenhao Tan","Cristian Danescu-Niculescu-Mizil",2
"Isabel Mette Kloumann","Chenhao Tan",2
"Jack Hessel","Chenhao Tan",2
"Chenhao Tan","Jon M. Kleinberg",2
"Chenhao Tan","Lada A. Adamic",2
"Chenhao Tan","Lillian Lee",6
"Chenhao Tan","Vlad Niculae",2
"Chenliang Li","Jian Xing",2
"Chenliang Li","Zongyang Ma",2
"Chenwei Zhang","Jing Gao 0004",2
"Chenwei Zhang","Nan Du",2
"Chenwei Zhang","Philip S. Yu",4
"Chenwei Zhang","Sihong Xie",2
"Chenwei Zhang","Wei Fan 0001",4
"Chenwei Zhang","Yaliang Li",2
"Hiroshi Sakai","Chenxi Liu",2
"Michinori Nakata","Chenxi Liu",2
"Shusaku Tsumoto","Chenxi Liu",2
"Chenxi Qiu","Dev Rishi Khare",2
"Chenxi Qiu","James Caverlee",2
"Chenxiao Dou","Daniel Sun",2
"Chenxiao Dou","Guoqiang Li 0001",2
"Chenxiao Dou","Jianquan Liu",2
"Chenxiao Dou","Yi-Cheng Chen",2
"Chenyan Xiong","Jamie Callan",2
"Zhuyun Dai","Chenyan Xiong",2
"Cheong Hee Park","Youngsoon Kang",2
"Dhruv Mahajan 0001","Chetan Bansal",2
"Chetan Bansal","Johannes Gehrke",2
"Chetan Bansal","S. Sathiya Keerthi",2
"Chetan Bansal","Sundararajan Sellamanickam",2
"Chetan Bansal","Suresh Parthasarathy",2
"Vishwajit Kolathur","Chetan Bansal",2
"Chi-Chun Lin","Kun-Ta Chuang",2
"Chi-Chun Lin","Ming-Syan Chen",2
"Chi-Chun Lin","Wush Chi-Hsuan Wu",2
"Chia-Tien Dan Lo","Pablo Ordóñez",2
"Chien-Heng Wu","Franco Lin",2
"Chien-Heng Wu","Hsi-Ching Lin",2
"Chien-Heng Wu","Wen-Yi Chang",2
"Chien-Heng Wu","Whey-Fone Tsai",2
"Kai-Hsiang Hsu","Chien-Lin Tseng",2
"Chien-Xuan Tran","Duc-Vu Tran",2
"Chien-Xuan Tran","Minh-Le Nguyen",2
"Minh-Tien Nguyen","Chien-Xuan Tran",2
"Mu-Chu Lee","Chih-Jen Lin",2
"Wei-Lin Chiang","Chih-Jen Lin",2
"Chun-Chieh Chen","Chih-Ya Shen",2
"Chih-Ya Shen","De-Nian Yang",2
"Hong-Han Shuai","Chih-Ya Shen",2
"Chih-Ya Shen","Ming-Syan Chen",4
"Chih-Ya Shen","Philip S. Yu",2
"Chih-Ya Shen","Wang-Chien Lee",2
"Chih-Ya Shen","Yi-Feng Lan",2
"Chiheb-Eddine Ben N'cir","Nadia Essoussi",2
"Dawei Yin","Chikashi Nobata",2
"Hongbo Deng","Chikashi Nobata",2
"Hua Ouyang","Chikashi Nobata",2
"Chikashi Nobata","Jean-Marc Langlois",2
"Jianhui Chen","Chikashi Nobata",2
"Jiliang Tang","Chikashi Nobata",2
"Chikashi Nobata","Joel R. Tetreault",2
"Mianwei Zhou","Chikashi Nobata",2
"Tim Daly Jr.","Chikashi Nobata",2
"Chikashi Nobata","Yashar Mehdad",2
"Chikashi Nobata","Yi Chang 0001",4
"Yuening Hu","Chikashi Nobata",2
"Cho-Jui Hsieh","Inderjit S. Dhillon",2
"Kai-Yang Chiang","Cho-Jui Hsieh",2
"Cho-Jui Hsieh","Nikhil Rao",2
"Si Si","Cho-Jui Hsieh",2
"Chong Peng","Ming Yang",4
"Chong Peng","Qiang Cheng",4
"Chong Peng","Zhao Kang",4
"Chong Wang","Cristian Borcea",2
"Chong Wang","Yi Chen 0001",2
"Chonggang Song","Mong-Li Lee",2
"Chonggang Song","Wynne Hsu",2
"Chuanren Liu","Chonghui Guo",2
"Chonghui Guo","Hui Xiong 0001",2
"Leilei Sun","Chonghui Guo",2
"Chonghui Guo","Yanming Xie",2
"David Pardoe","Chongzhe Li",2
"Frank Cao","Chongzhe Li",2
"Haishan Liu","Chongzhe Li",2
"Kun Liu","Chongzhe Li",2
"Manoj Thakur","Chongzhe Li",2
"Kim Whitehall","Chris Mattmann",2
"Chris Mattmann","Maziyar Boustani",2
"Chris Mattmann","Paul M. Ramirez",2
"Chris Mattmann","Paul Zimdars",2
"Rahul Palamuttam","Chris Mattmann",2
"Chris Mattmann","Sujen Shah",2
"Fei Xiao","Chris Pouliot",2
"Marzieh Parandehgheibi","Chris Pouliot",2
"Nilesh Kulkarni","Chris Pouliot",2
"Zhou Xing","Chris Pouliot",2
"Chris Smith-Clarke","Licia Capra",2
"Chris Xing Tian","Yong Chiang Tay",2
"Claudia Plant","Christian Böhm",4
"Christian Böhm","Martin Perdacher",2
"Sebastian Goebl","Christian Böhm",2
"Wei Ye 0001","Christian Böhm",2
"Dominique Ritze","Christian Bizer",2
"Oliver Lehmberg","Christian Bizer",2
"Yaser Oulabi","Christian Bizer",2
"Christian Neuenstadt","Christoforos Svingos",2
"Christian Neuenstadt","Diego Calvanese",2
"Dimitris Bilidas","Christian Neuenstadt",2
"Christian Neuenstadt","Dmitriy Zheleznyakov",2
"Ernesto Jiménez-Ruiz","Christian Neuenstadt",2
"Evgeny Kharlamov","Christian Neuenstadt",2
"Christian Neuenstadt","Guohui Xiao 0001",2
"Christian Neuenstadt","Ian Horrocks",2
"Konstantina Bereta","Christian Neuenstadt",2
"Christian Neuenstadt","Martin Giese",2
"Christian Neuenstadt","Ralf Möller 0001",2
"Sebastian Brandt 0001","Christian Neuenstadt",2
"Steffen Lamparter","Christian Neuenstadt",2
"Theofilos P. Mailis","Christian Neuenstadt",2
"Christian Neuenstadt","Yannis E. Ioannidis",2
"Christian Neuenstadt","Yannis Kotidis",2
"Dingming Wu 0001","Christian S. Jensen",2
"Christian Sandvig","Christo Wilson",2
"Gary Soeller","Christian Sandvig",2
"Karrie Karahalios","Christian Sandvig",2
"Ingemar J. Cox","Christina Lioma",2
"Jakob Grue Simonsen","Christina Lioma",2
"Christina Lioma","Kåre Mølbak",2
"Kalervo Järvelin","Christina Lioma",2
"Niels Dalum Hansen","Christina Lioma",2
"Yevgeny Seldin","Christina Lioma",2
"Vasilis Spyropoulos","Christina Vasilakopoulou",2
"Christina Vasilakopoulou","Yannis Kotidis",2
"Gary Soeller","Christo Wilson",2
"Karrie Karahalios","Christo Wilson",2
"Le Chen","Christo Wilson",2
"Dhanya R. Krishnan","Christof Fetzer",2
"Do Le Quoc","Christof Fetzer",2
"Pramod Bhatotia","Christof Fetzer",2
"Christof Fetzer","Rodrigo Rodrigues 0001",2
"David Dauer","Christof Weinhardt",2
"Kevin Laubis","Christof Weinhardt",2
"Nico Rödder","Christof Weinhardt",2
"Paul Karaenke","Christof Weinhardt",2
"Christoforos Svingos","Diego Calvanese",2
"Dimitris Bilidas","Christoforos Svingos",2
"Christoforos Svingos","Dmitriy Zheleznyakov",2
"Ernesto Jiménez-Ruiz","Christoforos Svingos",2
"Evgeny Kharlamov","Christoforos Svingos",2
"Christoforos Svingos","Guohui Xiao 0001",2
"Christoforos Svingos","Herald Kllapi",2
"Christoforos Svingos","Ian Horrocks",2
"Konstantina Bereta","Christoforos Svingos",2
"Christoforos Svingos","Lefteris Stamatogiannakis",2
"Christoforos Svingos","Martin Giese",2
"Christoforos Svingos","Ralf Möller 0001",2
"Sebastian Brandt 0001","Christoforos Svingos",2
"Steffen Lamparter","Christoforos Svingos",2
"Christoforos Svingos","Theofilos Mailis",2
"Theofilos P. Mailis","Christoforos Svingos",2
"Christoforos Svingos","Yannis E. Ioannidis",4
"Christoforos Svingos","Yannis Kotidis",4
"Emily Maemura","Christoph Becker 0001",2
"Christoph Becker 0001","Ian Milligan",2
"Frans Schalekamp","Christoph Studer",2
"Hod Lipson","Christoph Studer",2
"Igor Labutov","Christoph Studer",2
"Kelvin Luu","Christoph Studer",2
"Christophe G. Giraud-Carrier","Daniel Zappala",2
"Elham Vaziripour","Christophe G. Giraud-Carrier",2
"Christophe Van Gysel","Evangelos Kanoulas",2
"Christophe Van Gysel","Maarten de Rijke",4
"Christophe Van Gysel","Marcel Worring",2
"Ellery Wulczyn","Christopher Berry",2
"Joe Walsh","Christopher Berry",2
"Madian Khabsa","Christopher Berry",2
"Matthew Heston","Christopher Berry",2
"Christopher Berry","Rayid Ghani",2
"Vrushank Vora","Christopher Berry",2
"Tatjana Scheffler","Christopher C. M. Kyba",2
"Christopher Hillman","Karen E. Petrie",2
"Christopher Hillman","Mark Whitehorn",2
"Clay Fink","Christopher J. Cameron",2
"John Kelly","Christopher J. Cameron",2
"Christopher J. Cameron","Michael Macy",2
"Vladimir Barash","Christopher J. Cameron",2
"Christopher J. Riederer","Nitish Korula",2
"Christopher J. Riederer","Silvio Lattanzi",2
"Christopher J. Riederer","Yunsung Kim",2
"Christopher Leckie","Jeffrey Chan",2
"Christopher Leckie","Jinjun Chen",2
"Christopher Leckie","Kotagiri Ramamohanarao",2
"Christopher Leckie","Kwan Hui Lim 0001",2
"Christopher Leckie","Tharshan Vaithianathan",2
"Christopher Leckie","Wanchun Dou",2
"Xiaoting Wang","Christopher Leckie",2
"Xuyun Zhang","Christopher Leckie",2
"Christopher Leckie","Zoran Salcic",2
"James N. Hughes","Christopher N. Eichelberger",2
"Thomas Kunicki","Christopher N. Eichelberger",2
"Christos Doulkeridis","Kjetil Nørvåg",2
"Mei Saouk","Christos Doulkeridis",2
"Flavio Figueiredo","Christos Faloutsos",2
"Christos Faloutsos","Hao Ye",2
"Hyun Ah Song","Christos Faloutsos",2
"Christos Faloutsos","Jiawei Han 0001",2
"Christos Faloutsos","Jiwoon Ha",2
"Jussara M. Almeida","Christos Faloutsos",2
"Kijung Shin","Christos Faloutsos",2
"Meng Jiang 0001","Christos Faloutsos",2
"Min-Hee Jang","Christos Faloutsos",2
"Neil Shah","Christos Faloutsos",2
"Peng Cui 0001","Christos Faloutsos",4
"Christos Faloutsos","Sang-Wook Kim",2
"Christos Faloutsos","Shiqiang Yang",2
"Tianyang Zhang","Christos Faloutsos",2
"Christos Faloutsos","U Kang",2
"Christos Faloutsos","Wenwu Zhu 0001",2
"Yasuko Matsubara","Christos Faloutsos",2
"Yasushi Sakurai","Christos Faloutsos",2
"Christos Faloutsos","Yunfei Lu",2
"Minglei Li 0001","Chu-Ren Huang",2
"Qin Lu 0001","Chu-Ren Huang",2
"Yue Xiao","Chu-Ren Huang",2
"Yunfei Long","Chu-Ren Huang",2
"Liang-Chih Liu","Chuan-Ju Wang",2
"Chuan-Ju Wang","Ming-Feng Tsai",2
"Yu-Wen Liu","Chuan-Ju Wang",2
"Chuan Lei","Elke A. Rundensteiner",2
"Chuan Lei","Mohamed Y. Eltabakh",2
"Zhongfang Zhuang","Chuan Lei",2
"Chuan Shi","Fuzhen Zhuang",2
"Chuan Shi","Menghao Zhang",2
"Chuan Shi","Naiwang Guo",2
"Chuan Shi","Philip S. Yu",2
"Chuan Zhou 0001","Hong Yang",2
"Jia Wu 0001","Chuan Zhou 0001",2
"Li Gao","Chuan Zhou 0001",2
"Chuan Zhou 0001","Li Guo 0001",2
"Yao Lu","Chuan Zhou 0001",2
"Chuan Zhou 0001","Yue Hu 0002",4
"Zhi Qiao","Chuan Zhou 0001",4
"Chuanfei Xu","Yan Liu",4
"Yongyi Xian","Chuanfei Xu",4
"Chuanren Liu","Hui Xiong 0001",8
"Jingyuan Yang","Chuanren Liu",2
"Leilei Sun","Chuanren Liu",2
"Chuanren Liu","March Liao",2
"Chuanren Liu","Meng Qu",2
"Chuanren Liu","Mingfei Teng",2
"Chuanren Liu","Wenjun Zhou 0001",2
"Yanchi Liu","Chuanren Liu",2
"Chuanren Liu","Yanming Xie",2
"Chuanren Liu","Zhenshan Hou",2
"Jaegi Hong","Chumsu Kim",2
"Seungwoo Jeon","Chumsu Kim",2
"Chun-Chieh Chen","Ming-Syan Chen",2
"Chun-Ta Lu","Jianping Cao",2
"Chun-Ta Lu","Jiaqi Ma 0001",2
"Chun-Ta Lu","Jie Tang 0001",2
"Jingyuan Zhang","Chun-Ta Lu",2
"Lifang He 0001","Chun-Ta Lu",4
"Chun-Ta Lu","Linlin Shen",2
"Chun-Ta Lu","Mianwei Zhou",2
"Chun-Ta Lu","Philip S. Yu",10
"Sihong Xie","Chun-Ta Lu",4
"Weixiang Shao","Chun-Ta Lu",4
"Xiaokai Wei","Chun-Ta Lu",2
"Chun-Ta Lu","Yi Chang 0001",2
"Yuan Yuan","Chun-Ta Lu",2
"Martin Ester","Chun Chen 0001",2
"Wei Lu","Chun Chen 0001",2
"Xin Wang 0019","Chun Chen 0001",2
