"from","to","weight"
"Min Wu 0008","Wei Chen",2
"Wei Zha","Min Wu 0008",2
"Min Xie","Sen Wang 0001",2
"Min Xie","Weitong Chen",2
"Qi Zhao","Min Zhang 0006",2
"Min Zhang 0006","Shaoping Ma",4
"Yi Zhang","Min Zhang 0006",2
"Yiqun Liu 0001","Min Zhang 0006",4
"Yongfeng Zhang","Min Zhang 0006",2
"Min Zhang 0006","Yue Yin",2
"Yuli Liu","Min Zhang 0006",2
"Nancy Fell","Mina Sartipi",2
"Zhen Hu","Mina Sartipi",2
"Yu-Wen Liu","Ming-Feng Tsai",2
"Philip S. Yu","Ming-Syan Chen",2
"Wang-Chien Lee","Ming-Syan Chen",4
"Wush Chi-Hsuan Wu","Ming-Syan Chen",2
"Yi-Feng Lan","Ming-Syan Chen",2
"Xiaopeng Li","Ming Cheung",2
"Ming Shao","Sheng Li 0001",2
"Ming Shao","Yun Fu 0001",2
"Ming Yang","Qiang Cheng",4
"Zhao Kang","Ming Yang",4
"Ming Yin","Siddharth Suri",2
"Ming Zhang 0004","Qiaozhu Mei",2
"Ming Zhang","Songqing Chen",2
"Ming Zhang","Xin Li 0078",2
"Yao Liu 0001","Ming Zhang",2
"Ming Zhang","Zhan Ma",2
"Ming Zhang","Zhenhua Li 0001",2
"Mingdong Ou","Peng Cui 0001",2
"Mingdong Ou","Wenwu Zhu 0001",2
"Mingdong Ou","Ziwei Zhang",2
"Tian Lin","Mingfei Zhao",2
"Wei Chen","Mingfei Zhao",2
"Mingfei Zhao","Xuren Zhou",2
"Zihan Tan","Mingfei Zhao",2
"Mingkui Tan","Qinfeng Shi",2
"Mingkui Tan","Quan Z. Sheng",2
"Wei Emma Zhang","Mingkui Tan",2
"Qin Lu 0001","Minglei Li 0001",2
"Yue Xiao","Minglei Li 0001",2
"Yunfei Long","Minglei Li 0001",2
"Mingsheng Long","Philip S. Yu",2
"Mingsheng Long","Qiang Yang 0001",2
"Yue Cao 0001","Mingsheng Long",2
"Nan Cao","Mingxuan Yuan",2
"Mingxuan Yuan","Tao Gu",2
"Mingxuan Yuan","Weixiong Rao",4
"Wenchao Wu","Mingxuan Yuan",2
"Mingxuan Yuan","Yijian Zhu",2
"Yixian Zheng","Mingxuan Yuan",2
"Mingxuan Yuan","Zhengqing Zhang",2
"Yinglong Xia","Mingzhen Xia",2
"Minh-Tien Nguyen","Minh-Le Nguyen",2
"Qingqi Yue","Minh Huynh",2
"Xuan Che","Minh Huynh",2
"Minjing Zhang","Naphtali Rishe",2
"Qifeng Zhou","Minjing Zhang",2
"Qing Wang 0016","Minjing Zhang",2
"Minjing Zhang","Shu-Ching Chen",2
"Minjing Zhang","Steven Luis",2
"Tao Li 0001","Minjing Zhang",2
"Wentao Wang 0006","Minjing Zhang",2
"Wubai Zhou","Minjing Zhang",2
"Yue Huang","Minjing Zhang",2
"Minseo Kang","Sun-Bum Youn",2
"Minseo Kang","YongChul Kwon",2
"Minsu Park","Mor Naaman",2
"Mirco Musolesi","Pietro Panzarasa",2
"Yusra Ibrahim","Mirek Riedewald",2
"Miriam Marciel","Mohamed Ahmed",2
"Miriam Marciel","Roberto Gonzalez",2
"Miriam Marciel","Rubén Cuevas",2
"Miriam Marciel","Stefano Traverso",2
"Miriam Redi","Mounia Lalmas",2
"Yale Song","Miriam Redi",2
"Olga Papaemmanouil","Mitch Cherniack",2
"Zhan Li","Mitch Cherniack",2
"Mitchell A. Schepps","Tamara B. Harris",2
"Ting Zhu","Mitchell A. Schepps",2
"Wenbin Zhang","Mitchell A. Schepps",2
"Zhichuan Huang","Mitchell A. Schepps",2
"Yuka Kamiko","Mitsuo Yoshida 0001",2
"Myunghwan Kim 0002","Mitul Tiwari",2
"Mitul Tiwari","Rómer Rosales",2
"Shaunak Chatterjee","Mitul Tiwari",2
"Mitul Tiwari","Souvik Ghosh",2
"Yu Shi","Mitul Tiwari",2
"Miyoung Han","Pierre Senellart",2
"Miyoung Han","Stéphane Bressan",2
"Mohamed A. Sharaf","Panos K. Chrysanthis",2
"Xiaoyu Ge","Mohamed A. Sharaf",2
"Yanbing Xue","Mohamed A. Sharaf",2
"Zhipeng Luo","Mohamed A. Sharaf",2
"Roberto Gonzalez","Mohamed Ahmed",2
"Rubén Cuevas","Mohamed Ahmed",2
"Stefano Traverso","Mohamed Ahmed",2
"Mohamed F. Ghalwash","Zoran Obradovic",2
"Zhongfang Zhuang","Mohamed Y. Eltabakh",2
"Mohamed Zaït","Vladimir Barrière",2
"Mohammad A. Tayebi","Robert Costanzo",2
"Uwe Glässer","Mohammad A. Tayebi",2
"Zahra Zohrevand","Mohammad A. Tayebi",2
"Murat Dundar","Mohammad Al Hasan",2
"Mohammad Karami","Youngsam Park",2
"Quanzhi Li","Mohammad Mahdi Ghassemi",2
"Mohammad Mahdi Ghassemi","Rui Fang",2
"Sameena Shah","Mohammad Mahdi Ghassemi",2
"Mohammad Mahdi Ghassemi","Xiaomo Liu",2
"Mohammad Mahdi Kamani","Stephen Wistar",2
"Peter B. Key","Mohammad Reza Khani",2
"Sofia Ceppi","Mohammad Reza Khani",2
"Yoram Bachrach","Mohammad Reza Khani",2
"Yuyu Zhang","Mohammad Taha Bahadori",2
"Nilothpal Talukder","Mohammed J. Zaki",2
"Walid Shalaby","Mohammed Korayem",2
"Mohan Krishnamoorthy","William Z. Bernstein",2
"Samik Datta","Mohit Kumar",2
"Satarupa Guha","Mohit Kumar",2
"Tanmoy Chakraborty 0002","Mohit Kumar",2
"Mohit Kumar","Vasudeva Varma",2
"Mohsen Amini Salehi","Vijay Raghavan 0001",2
"Zahra Riahi Samani","Mohsen Ebrahimi Moghaddam",2
"S. M. Moattar Husseini","Mohsen S. Sajadieh",2
"Mohsen S. Sajadieh","Tan Wen Jun",2
"Vahid Kayvanfar","Mohsen S. Sajadieh",2
"Mojtaba Sedigh Fazli","Shannon Quinn",2
"Mojtaba Sedigh Fazli","Tianming Liu",2
"Xiang Li 0001","Mojtaba Sedigh Fazli",2
"Wynne Hsu","Mong-Li Lee",2
"Morteza Zihayat","Yonggang Hu",2
"Morteza Zihayat","Zane Zhenhua Hu",2
"Mostafa Dehghani 0001","Samira Abnar",2
"Takuya Watanabe 0002","Motoki Naruke",2
"Otto Wüst","Mouna Makni",2
"Rubén Tous","Mouna Makni",2
"Nicola Barbieri","Mounia Lalmas",2
"Wei-Lin Chiang","Mu-Chu Lee",2
"Quan Zhang 0001","Mu Qiao",2
"Rama Akkiraju","Mu Qiao",2
"Mu Qiao","Ramani R. Routray",2
"Vibha Sinha","Mu Qiao",2
"Mu Qiao","Weisong Shi",2
"Yuheng Hu","Mu Qiao",2
"Mudhakar Srivatsa","Sue Kase",2
"Mudhakar Srivatsa","Xifeng Yan",2
"Ruoyu Wang 0004","Muhammad Atif",2
"Muhammad Atif","Surya Nepal",2
"Muhammad Kamran Lodhi","Rashid Ansari",2
"Muhammad Kamran Lodhi","Yingwei Yao",2
"Munmun De Choudhury","Shagun Jhaver",2
"Murat Sariyar","Sebastian C. Semler",2
"Murat Sariyar","Thomas Zahn",2
"Mylene Simon","Nathan Hotaling",2
"Mylene Simon","Nicholas Schaub",2
"Mylene Simon","Peter Bajcsy",4
"Mylene Simon","Piotr M. Szczypinski",2
"Mylene Simon","Ram D. Sriram",2
"Soweon Yoon","Mylene Simon",2
"Mylene Simon","Stephen J. Florczyk",2
"Myung-Hwan Jang","Sang-Wook Kim",2
"Yong-Yeon Jo","Myung-Hwan Jang",2
"Myungha Jang","Shiri Dori-Hacohen",2
"Myunghwan Kim 0002","Rómer Rosales",2
"Myunghwan Kim 0002","Shaunak Chatterjee",2
"Myunghwan Kim 0002","Souvik Ghosh",2
"Yu Shi","Myunghwan Kim 0002",2
"R. Jain","N. Askarzadeh",2
"R. Retting","N. Askarzadeh",2
"S. S. Dey","N. Askarzadeh",2
"X. Liang","N. Askarzadeh",2
"Shion Guha","N. Sadat Shami",2
"N. Sadat Shami","Werner Geyer",2
"Paul Quint","N. V. Vinodchandran",2
"Stephen D. Scott","N. V. Vinodchandran",2
"Nabil Hossain","Roghayeh Feizi",2
"Nabil Hossain","Tianran Hu",2
"Tianshu Zhou","Nada Basit",2
"Xiao Liu","Nada Basit",2
"Xiaoyu Wang","Nada Basit",2
"Nada Basit","Yijun He",2
"Yunfei Guan","Nada Basit",2
"Nada Basit","Yutong Zhang",2
"Santosh Aditham","Nagarajan Ranganathan",2
"Nagarajan Ranganathan","Srinivas Katkoori",2
"Qiang Zhang","Nagendra Singh",2
"Ranga Raju Vatsavai","Nagendra Singh",2
"Nagendra Singh","Sreenivas Sukumar",2
"Zexi Chen","Nagendra Singh",2
"Scott Klasky","Nagiza F. Samatova",2
"Stephen Ranshous","Nagiza F. Samatova",2
"Surendra Byna","Nagiza F. Samatova",2
"Wenzhao Zhang","Nagiza F. Samatova",2
"Philip S. Yu","Naiwang Guo",2
"Naman Shah 0001","Sangmi Lee Pallickara",2
"Naman Shah 0001","Shrideep Pallickara",2
"Namyong Park","U Kang",2
"Nan Cao","Norbou Buchler",2
"Wenchao Wu","Nan Cao",2
"Yixian Zheng","Nan Cao",2
"Nan Cao","Yu-Ru Lin",2
"Nan Du","Philip S. Yu",2
"Nan Du","Rakshit Trivedi",2
"Nan Du","Utkarsh Upadhyay",2
"Wei Fan 0001","Nan Du",2
"Yue Zhang","Nan Zeng",2
"Zhen Hu","Nancy Fell",2
"Ya Xu","Nanyu Chen",2
"Takuya Akiba","Naoto Mizuno",2
"Yosuke Yano","Naoto Mizuno",2
"Naoya Maruyama","Satoshi Matsuoka",2
"Toyotaro Suzumura","Naoya Maruyama",2
"Qifeng Zhou","Naphtali Rishe",2
"Qing Wang 0016","Naphtali Rishe",2
"Shu-Ching Chen","Naphtali Rishe",2
"Steven Luis","Naphtali Rishe",2
"Tao Li 0001","Naphtali Rishe",2
"Wentao Wang 0006","Naphtali Rishe",2
"Wubai Zhou","Naphtali Rishe",2
"Yue Huang","Naphtali Rishe",2
"Narayanan Sundaram","Nicholas B. Turk-Browne",2
"Narayanan Sundaram","Theodore L. Willke",2
"Yida Wang","Narayanan Sundaram",2
"Nathan Self","Naren Ramakrishnan",2
"Parang Saraf","Naren Ramakrishnan",4
"Patrick Butler","Naren Ramakrishnan",2
"Prithwish Chakraborty","Naren Ramakrishnan",2
"Rupinder Paul Khandpur","Naren Ramakrishnan",2
"Sathappan Muthiah","Naren Ramakrishnan",4
"Saurav Ghosh","Naren Ramakrishnan",2
"Shuguang Wang","Naren Ramakrishnan",2
"Ting Hua","Naren Ramakrishnan",2
"Wei Wang 0064","Naren Ramakrishnan",4
"Xuchao Zhang","Naren Ramakrishnan",2
"Yaser Keneshloo","Naren Ramakrishnan",2
"Yue Ning","Naren Ramakrishnan",4
"Nasser Alsaedi","Omer F. Rana",4
"Nasser Alsaedi","Pete Burnap",4
"Weijia Xu","Natalia Ruiz-Juri",4
"Natalya Fridman Noy","Steven Euijong Whang",2
"Natalya Fridman Noy","Sunita Sarawagi",2
"Natalya Fridman Noy","Xiao Yu",2
"Steven Morse","Natasha Markuzon",2
"Ravi K. Madduri","Nathan D. Price 0001",2
"Stian Soiland-Reyes","Nathan D. Price 0001",2
"Nathan Hollcroft","Sohini Roychowdhury",2
"Nathan Hotaling","Nicholas Schaub",2
"Peter Bajcsy","Nathan Hotaling",2
"Nathan Hotaling","Piotr M. Szczypinski",2
"Ram D. Sriram","Nathan Hotaling",2
"Soweon Yoon","Nathan Hotaling",2
"Nathan Hotaling","Stephen J. Florczyk",2
"Peter M. Krafft","Nathan Kobe",2
"Nathan Liu","Suju Rajan",2
"Yue Shi","Nathan Liu",2
"Ryan J. Oelkers","Nathan M. De Lee",2
"Parang Saraf","Nathan Self",2
"Patrick Butler","Nathan Self",2
"Rupinder Paul Khandpur","Nathan Self",2
"Sathappan Muthiah","Nathan Self",2
"Rishi Chhatwal","Nathaniel Huber-Fliflet",2
"Nathaniel Huber-Fliflet","Robert Keeling",2
"Philip Thruesen","Nattiya Kanhabua",2
"Roel Castalio","Nattiya Kanhabua",2
"Poonam Goyal","Navneet Goyal",2
"S. Nikhil 0001","Navneet Goyal",2
"Sundar Balasubramaniam","Navneet Goyal",2
"Navneet Kapur","Nikita I. Lytkin",2
"Nazli Goharian","Ophir Frieder",2
"Nikolaos Papailiou","Nectarios Koziris",4
"Victor Giannakouris","Nectarios Koziris",4
"Ravikant Dindokar","Neel Choudhury",2
"Neel Choudhury","Yogesh Simmhan",2
"Preethi R. Raajaratnam","Neeta Pande",2
"Ragunathan Mariappan","Neeta Pande",2
"Sandipan Dandapat","Neeta Pande",2
"Neeta Pande","Shourya Roy",2
"Xiaomeng Liang","Negin Askarzadeh",2
"Yiwei Ma","Negin Askarzadeh",2
"Peter Cnudde","Nemanja Djuric",2
"Nemanja Djuric","Vladan Radosavljevic",2
"Nesreen K. Ahmed","Ryan A. Rossi",2
"Nesreen K. Ahmed","Theodore L. Willke",2
"Nghia Duong-Trung","Nicolas Schilling",2
"Ngot Bui","Thanh Le",2
"Ngot Bui","Vasant G. Honavar",2
"Nguyen Khoi Tran 0001","Nickolas J. G. Falkner",4
"Peipei Xu","Nguyen Khoi Tran 0001",4
"Quan Z. Sheng","Nguyen Khoi Tran 0001",4
"Nguyen Khoi Tran 0001","Wei Emma Zhang",4
"Wenjie Ruan","Nguyen Khoi Tran 0001",4
"Nguyen Khoi Tran 0001","Xue Li 0001",4
"Nguyen Lu Dang Khoa","Peter Runcie",2
"Prasad Cheema","Nguyen Lu Dang Khoa",2
"Nguyen Lu Dang Khoa","Wei Liu 0007",2
"Nguyen Lu Dang Khoa","Yang Wang 0002",2
"Nicholas B. Turk-Browne","Theodore L. Willke",2
"Yida Wang","Nicholas B. Turk-Browne",2
"Simranjit Singh Sachar","Nicholas Diakopoulos",2
"Nicholas Jing Yuan","Rui Zhang 0003",4
"Nicholas Jing Yuan","Wei-Ying Ma",2
"Nicholas Jing Yuan","Xing Xie 0001",8
"Nicholas Jing Yuan","Yingzi Wang",2
"Nicholas Jing Yuan","Yong Rui",2
"Yu Sun 0021","Nicholas Jing Yuan",4
"Peter Bajcsy","Nicholas Schaub",2
"Nicholas Schaub","Piotr M. Szczypinski",2
"Ram D. Sriram","Nicholas Schaub",2
"Soweon Yoon","Nicholas Schaub",2
"Nicholas Schaub","Stephen J. Florczyk",2
"Nick Cercone","Yonggang Hu",2
"Zahra Farzanyar","Nick Cercone",2
"Nick Cercone","Zane Zhenhua Hu",2
"Umut Ozertem","Nick Craswell",2
"Oleksii Starov","Nick Nikiforakis",2
"Syed Sharique Ahmad","Nick Nikiforakis",2
"Thorsten Holz","Nick Nikiforakis",2
"Peipei Xu","Nickolas J. G. Falkner",4
"Quan Z. Sheng","Nickolas J. G. Falkner",4
"Nickolas J. G. Falkner","Wei Emma Zhang",4
"Wenjie Ruan","Nickolas J. G. Falkner",4
"Nickolas J. G. Falkner","Xue Li 0001",4
"Nico Rödder","Paul Karaenke",2
"Ricardo Baeza-Yates","Nicola Barbieri",2
"Xiao Bai 0002","Nicola Barbieri",2
"Roi Blanco","Nicola Tonellotto",2
"Nicolás Poggi","Nikola Vujic",2
"Nicolás Poggi","Thomas Fenech",2
"Nicolás Poggi","Umar Farooq Minhas",2
"Nicolas Hanusse","Patrick Kamnang Wanko",2
"Nicolas Hanusse","Sofian Maabout",2
"Nicolas Kourtellis","Nishanth R. Sastry",2
"Roberto Larcher","Nicu Sebe",2
"Raghava Rao Mukkamala","Niels Buus Lassen",2
"Niels Buus Lassen","Ravi Vatrapu",2
"Vinothan Vinayagamoorthy","Niels Buus Lassen",2
"Si Si","Nikhil Rao",2
"Nikita V. Spirin","Pavel A. Izhutov",2
"Nikita V. Spirin","Vassil Mladenov",2
"Thomas Fenech","Nikola Vujic",2
"Umar Farooq Minhas","Nikola Vujic",2
"Victor Giannakouris","Nikolaos Papailiou",4
"Sunwoo Lee","Nikos Hardavellas",2
"Wei-keng Liao","Nikos Hardavellas",2
"Nikos Mamoulis","Panayiotis Tsaparas",2
"Reynold Cheng","Nikos Mamoulis",2
"Nikos Mamoulis","Xiang Li 0067",2
"Yizhou Sun","Nikos Mamoulis",2
"Yudian Zheng","Nikos Mamoulis",2
"Zhipeng Huang 0001","Nikos Mamoulis",2
"Ziyu Lu","Nikos Mamoulis",2
"Zhou Xing","Nilesh Kulkarni",2
"Parantapa Bhattacharya","Niloy Ganguly",2
"Przemyslaw A. Grabowicz","Niloy Ganguly",2
"Sandipan Sikdar","Niloy Ganguly",2
"Saptarshi Ghosh 0001","Niloy Ganguly",2
"Ole J. Mengshoel","Nimish Radia",2
"Tong Yu 0001","Nimish Radia",2
"Ning Yang 0001","Philip S. Yu",2
"Ninh Pham","Rasmus Pagh",2
"Oana Goga","Nishanth R. Sastry",2
"Xing Wang 0011","Nital Patel",2
"Nitish Korula","Silvio Lattanzi",2
"Yunsung Kim","Nitish Korula",2
"Saïd Jabbour","Nizar Mhadhbi",2
"Noa Avigdor-Elgrabli","Yoelle Maarek",2
"Norman M. Sadeh","Noah A. Smith",2
"Rohan Ramanath","Noah A. Smith",2
"Shomir Wilson","Noah A. Smith",2
"Oren Sar Shalom","Noam Koenigstein",2
"Noam Koenigstein","Ulrich Paquet",2
"Noriaki Koide","Noboru Sonehara",2
"Yu Ichifuji","Noboru Sonehara",2
"Noriaki Koide","Nobuhiro Akashi",2
"Nobuhiro Akashi","Toru Kobayashi",2
"Yoshihide Matsuo","Nobuhiro Akashi",2
"Nobuhiro Akashi","Yoshitaka Terai",2
"Yu Ichifuji","Nobuhiro Akashi",2
"Yu-Ru Lin","Norbou Buchler",2
"Noriaki Koide","Toru Kobayashi",2
"Yoshihide Matsuo","Noriaki Koide",2
"Noriaki Koide","Yoshitaka Terai",2
"Noriaki Koide","Yu Ichifuji",4
"Shoji Hirano","Norio Yoshimoto",2
"Shusaku Tsumoto","Norio Yoshimoto",2
"Norio Yoshimoto","Tomohiro Kimura",2
"Rohan Ramanath","Norman M. Sadeh",2
"Shomir Wilson","Norman M. Sadeh",2
"Noseong Park","V. S. Subrahmanian",2
"Satoshi Imamura","Nozomi Hata",2
"Nozomi Hata","Takatsugu Ono",2
"Toshio Endo","Nozomi Hata",2
"Yuichi Inadomi","Nozomi Hata",2
"Yuichiro Yasui","Nozomi Hata",2
"Nozomi Hata","Yuta Kakibuka",2
"Yiheng Zhou","Numair Sani",2
"Tri Kurniawan Wijaya","Nuno Nunes 0001",6
"Nusrat Sharmin Islam","Xiaoyi Lu",2
"Zhaochun Ren","Oana Inel",2
"Octavian-Eugen Ganea","Thomas Hofmann",2
"Ofer Arazy","Oded Nov",2
"Oded Sofer","Ofer Biller",2
"Thomas Renner","Odej Kao",2
"Viktor Botev","Olaf Landsiedel",2
"Vincenzo Gulisano","Olaf Landsiedel",2
"Tong Yu 0001","Ole J. Mengshoel",2
"Oleksandra Levchenko","Patrick Valduriez",2
"Raquel Pau","Oleksandra Levchenko",2
"Oleksandra Levchenko","Ricardo Jiménez-Peris",2
"Oleksii Starov","Syed Sharique Ahmad",2
"Oleksii Starov","Thorsten Holz",2
"Zhan Li","Olga Papaemmanouil",2
"Rakesh Guttikonda","Olga Vechtomova",2
"Shang-Tse Chen","Oliver L. Haimson",2
"Oliver L. Haimson","Wenwen Zhang",2
"Oliver L. Haimson","Xiang Cheng 0002",2
"Oliver Lehmberg","Yaser Oulabi",2
"Pete Burnap","Omer F. Rana",4
"W. Sean Kennedy","Onuttom Narayan",2
"Or Levi","Oren Kurland",2
"Saar Kuzi","Oren Kurland",2
"Yael Anava","Oren Kurland",2
"Oren Sar Shalom","Ulrich Paquet",2
"Ruben Kuzniecky","Orrin Devinsky",2
"Thomas Thesen","Orrin Devinsky",2
"Yijun Zhao","Orrin Devinsky",2
"Ryuya Mitsuhashi","Osamu Tatebe",2
"Takahiro Nishimichi","Osamu Tatebe",2
"Oscar Martinez","Xing Chen",2
"Oscar Martinez","Yi Li",2
"Yixuan Li","Oscar Martinez",2
"Rubén Tous","Otto Wüst",2
"S. Vargas-Dominguez","P. C. H. Martens",2
"Z. A. Werginz","P. C. H. Martens",2
"Pablo Aragón","Vicenç Gómez",2
"Pablo Aragón","Yana Volkovich",2
"Pablo Robles-Granda","Sebastián Moreno",2
"Tianbao Yang","Padmini Srinivasan",2
"Xiaoxuan Zhang","Padmini Srinivasan",2
"Pan Hui 0001","Siyuan Liu",2
"Ting Wu","Pan Hui 0001",2
"Rameez Rahman","Pan Hui",2
"Tian Guo 0002","Pan Hui",2
"Xia Hu","Pan Hui",2
"Panagiotis Mavridis","Zoltán Miklós 0001",2
"Ziyu Lu","Panayiotis Tsaparas",2
"Pang-Ning Tan","Xi Liu",2
"Pankush Kalgotra","Ramesh Sharda",2
"Xiaoyu Ge","Panos K. Chrysanthis",2
"Yanbing Xue","Panos K. Chrysanthis",2
"Zhipeng Luo","Panos K. Chrysanthis",2
"Paolo Ferragina","Stefan Rüd",2
"Priyaa Thavasimani","Paolo Missier",2
"Patrick Butler","Parang Saraf",2
"Rupinder Paul Khandpur","Parang Saraf",2
"Sathappan Muthiah","Parang Saraf",2
"Shubhra Kanti Karmaker Santu","Parikshit Sondhi",2
"Paris Carbone","Seif Haridi",2
"Paris Carbone","Volker Markl",2
"Yogesh Dahiya","Partha P. Talukdar",2
"Parul Sharma","Teng-Sheng Moh",2
"Pascal Reinhardt","Tim Specht",2
"Pascal Reinhardt","Tim Zimmermann",2
"Timo Djürken","Pascal Reinhardt",2
"Pascal Welke","Torsten Suel",2
"Paschalis Korosoglou","Pavlos Daoglou",2
"Patrick Butler","Rupinder Paul Khandpur",2
"Sathappan Muthiah","Patrick Butler",2
"Sarath Kumar Kondreddi","Patrick Ernst",2
"Srikanta J. Bedathur","Patrick Ernst",2
"Stephan Seufert","Patrick Ernst",2
"Sylvain Lamprier","Patrick Gallinari",2
"Thibault Gisselbrecht","Patrick Gallinari",2
"Patrick K. Nicholson","Srinivasan Parthasarathy 0001",2
"Patrick Kamnang Wanko","Sofian Maabout",2
"Raquel Pau","Patrick Valduriez",2
"Patrick Valduriez","Ricardo Jiménez-Peris",2
"Paul Barford","S. Muthukrishnan",2
"Scott Alfeld","Paul Barford",2
"Thomas L. Clune","Paul Brown",2
"Paul C. West","Vipin Kumar",2
"Xiaowei Jia","Paul C. West",2
"Thomas L. Clune","Paul G. Brown",2
"Paul Girard","Tommaso Venturini",2
"Paul J. Kennedy","Wei Liu 0007",2
"Paul Zimdars","Paul M. Ramirez",2
"Rahul Palamuttam","Paul M. Ramirez",2
"Sujen Shah","Paul M. Ramirez",2
"Qingyang Li","Paul M. Thompson",2
"Shuang Qiu","Paul M. Thompson",2
"Shuiwang Ji","Paul M. Thompson",2
"Paul N. Bennett","Susan T. Dumais",2
"Paul N. Bennett","Thorsten Joachims",2
"Tobias Schnabel","Paul N. Bennett",2
"Qiang Zhu 0002","Paul Ogilvie",2
"Songtao Guo","Paul Ogilvie",2
"Paul Ogilvie","Yan Liu",2
"Paul Quint","Stephen D. Scott",2
"Paul Raff","Ze Jin",2
"Stephen Wattam","Paul Rayson",2
"Paul Resnick","Qiaozhu Mei",2
"Paul Thomas","Ramesh Sankaranarayana",2
"Paul Thomas","Tom Gedeon",2
"Paul van der Boor","Rayid Ghani",2
"Paul van der Boor","Romana Khan",2
"Sue He","Paul van der Boor",2
"Thomas Anderson Keller","Paul van der Boor",2
"Rahul Palamuttam","Paul Zimdars",2
"Sujen Shah","Paul Zimdars",2
"Vijay Dipti Kumar","Paulo S. C. Alencar",2
"Sarasi Lalithsena","Pavan Kapanipathi",2
"Pavel A. Dmitriev","Ron Kohavi",2
"Pavel A. Dmitriev","Somit Gupta",2
"Vassil Mladenov","Pavel A. Izhutov",2
"Pavel Dmitriev","Xian Wu",2
"Pawan Goyal","Samik Datta",2
"Renato Martins Assunção","Pedro Olmo Stancioli Vaz de Melo",2
"Rodrigo Augusto da Silva Alves","Pedro Olmo Stancioli Vaz de Melo",2
"Peggy L. Peissig","Ron M. Stewart",2
"Zhaobin Kuang","Peggy L. Peissig",2
"Pei Hua Cher","Philips Kokoh Prasetyo",2
"Thong Hoang","Pei Hua Cher",2
"Wei Gong","Pei Hua Cher",2
"Shuai Yang","Peigang Qiu",2
"Steven C. H. Hoi","Peilin Zhao",2
"Tam T. Nguyen","Peilin Zhao",2
"Peilin Zhao","Wei Chen",2
"Wei Zha","Peilin Zhao",2
"Peipei Xu","Quan Z. Sheng",4
"Peipei Xu","Wei Emma Zhang",4
"Wenjie Ruan","Peipei Xu",4
"Peipei Xu","Xue Li 0001",4
"Peipei Yi","Xiaohui Yu 0001",2
"Peipei Yi","Zhiwei Zhang",2
"Xiaoxia Jia","Peng Cheng 0001",2
"Peng Cui 0001","Shiqiang Yang",2
"Tianyang Zhang","Peng Cui 0001",2
"Peng Cui 0001","Wenwu Zhu 0001",6
"Peng Cui 0001","Yunfei Lu",2
"Peng Cui 0001","Ziwei Zhang",2
"Sencun Zhu","Peng Liu 0005",2
"Peng Liu 0005","Suresh Chari",2
"Wu Zhou","Peng Liu 0005",2
"Yan Li","Peng Shu",2
"Pengwei Wang","Wei-Ying Ma",2
"Rafal A. Angryk","Pete Riley",2
"Ruizhe Ma","Pete Riley",2
"Peter A. Flach","Stan Matwin",2
"Peter Arenfeldt Larsen","Raghava Rao Mukkamala",2
"Peter Arenfeldt Larsen","Ravi Vatrapu",2
"Sofia Ceppi","Peter B. Key",2
"Yoram Bachrach","Peter B. Key",2
"Peter Bajcsy","Piotr M. Szczypinski",2
"Peter Bajcsy","Ram D. Sriram",2
"Peter Bajcsy","Soweon Yoon",2
"Peter Bajcsy","Stephen J. Florczyk",2
"Peter Cnudde","Vladan Radosavljevic",2
"Serge Fenet","Peter F. Sturm",2
"Pu Yang","Peter I. Frazier",2
"Po-Hsuan Chen","Peter J. Ramadge",2
"Theodore L. Willke","Peter J. Ramadge",2
"Xia Zhu","Peter J. Ramadge",2
"Yida Wang","Peter J. Ramadge",2
"Shirin Nilizadeh","Peter Lista",2
"Peter Lista","Srijita Das",2
"Peter Lista","Yong-Yeol Ahn",2
"Prasad Cheema","Peter Runcie",2
"Wei Liu 0007","Peter Runcie",2
"Yang Wang 0002","Peter Runcie",2
"Sebastian Lamm","Peter Sanders 0001",2
"Sebastian Schlag","Peter Sanders 0001",2
"Timo Bingmann","Peter Sanders 0001",2
"Tobias Sturm","Peter Sanders 0001",2
"Yashar Moshfeghi","Peter Triantafillou",2
"Seung-Hwan Lim","Peter Xenopoulos",2
"Sreenivas S. Sukumar","Peter Xenopoulos",2
"Peter Xenopoulos","Sreenivas Sukumar",2
"Sujith Ravi","Peter Young",2
"Tobias Kaufmann","Peter Young",2
"Peter Young","Vivek Ramavajjala",2
"Syed Yousaf Shah","Petros Zerfos",2
"Petteri Nurmi","Sasu Tarkoma",2
"Philip Derbeko","Shlomi Dolev",2
"Qiang Yang 0001","Philip S. Yu",2
"Qiang Zhu 0002","Philip S. Yu",2
"Philip S. Yu","Qianyi Zhan",2
"Qingbo Hu","Philip S. Yu",2
"Shaoxiong Wang","Philip S. Yu",2
"Sihong Xie","Philip S. Yu",12
"Songtao Guo","Philip S. Yu",2
"Wang-Chien Lee","Philip S. Yu",2
"Wei Fan 0001","Philip S. Yu",4
"Weixiang Shao","Philip S. Yu",4
"Xiao Pan","Philip S. Yu",2
"Xiaokai Wei","Philip S. Yu",2
"Yaliang Li","Philip S. Yu",2
"Yi-Feng Lan","Philip S. Yu",2
"Yi Chang 0001","Philip S. Yu",2
"Yuan Yuan","Philip S. Yu",2
"Philip S. Yu","Yuanhua Lv",2
"Yue Cao 0001","Philip S. Yu",2
"Philip Thruesen","Roel Castalio",2
"Steven H. H. Ding","Philippe Charland",2
