"from","to","weight"
"Yanghua Xiao","Lianyun Li",2
"Qianzi Liao","Libin Shen",2
"Shanshan Huang","Libin Shen",2
"Xiaoqing Geng","Libin Shen",2
"Xiwen Chen","Libin Shen",2
"Libin Shen","Yinggong Zhao",4
"Minmin Chen","Lichan Hong",2
"Xinyang Yi","Lichan Hong",2
"Zhe Zhao","Lichan Hong",2
"Lichen Jin","Yilun Jin",2
"Lichen Jin","Yizhou Zhang",2
"Qi Kang","Licheng Wang",2
"Sijia Yang","Licheng Wang",2
"Xingjian Li 0002","Licheng Wang",2
"Zhi Feng","Licheng Wang",2
"Meiqing Wang","Liefeng Bo",2
"Peng Dai","Liefeng Bo",2
"Zhenxing Chen","Liefeng Bo",2
"Lifang He 0001","Philip S. Yu",2
"Xiaohan Li","Lifang He 0001",2
"Zheng Liu","Lifang He 0001",2
"Mutian He","Lifeng Shang",2
"Xin Jiang","Lifeng Shang",2
"Xin Liu 0039","Lifeng Shang",2
"Yangqiu Song","Lifeng Shang",2
"Liheng Ma","Mark Coates",2
"Liheng Ma","Ruiming Tang",2
"Liheng Ma","Xue Liu",2
"Liheng Ma","Yingxue Zhang",2
"Lin Li","Lihong Wang",2
"Lingshuai Meng","Lihong Wang",2
"Shu Guo","Lihong Wang",2
"Wei Liu","Lihong Wang",2
"Zhen Hui","Lihong Wang",2
"Shane Roach","Lihui Liu",2
"Si Zhang","Lihui Liu",2
"Tsai-Ching Lu","Lihui Liu",2
"Lihui Liu","Yuchen Yan",2
"Lijing Wang 0001","Madhav Marathe",2
"Shusen Wang","Lijing Wang 0001",2
"Songgaojun Deng","Lijing Wang 0001",2
"Lijing Wang 0001","Srinivasan Venkatramanan",2
"Lijing Wang 0001","Yue Ning",2
"Lijun Chang","Miao Qiao",2
"Pengcheng Li","Lijun Zhang",2
"Qing Da","Lijun Zhang",2
"Runze Li","Lijun Zhang",2
"Onur Savas","Lila Zapata",2
"Lili Shan","Mingjiang Wang",2
"Lili Wang","Soroush Vosoughi",2
"Lili Wang","Ying Lu",2
"Matthias Murray","Lili Xu",2
"Lili Xu","Roger Dev",2
"Limeng Cui","Maryam Tabar",2
"Limeng Cui","Suhang Wang",2
"Qiang Li 0007","Limin Sun",2
"Zhihao Wang","Limin Sun",2
"Lina Yao","Liming Zhu",2
"Manqing Dong","Liming Zhu",2
"Xiwei Xu","Liming Zhu",2
"Meng Zhou","Liming Zou",2
"Min Zhao","Liming Zou",2
"Xiang Ge","Liming Zou",2
"Zhenwei Tang","Liming Zou",2
"Wenjuan Luo","Lin Bo",2
"Xiaodi Yang","Lin Bo",2
"Lin Bo","Xiaohu Qie",2
"Lin Bo","Xiaoqing Yang",2
"Lin Bo","Zang Li",2
"Qianyue Hao","Lin Chen 0002",2
"Lin Chen 0002","Yong Li 0008",2
"Rongdi Yin","Lin Gui 0003",2
"Lin Gui 0003","Ruifeng Xu",2
"Lin Gui 0003","Yulan He",2
"Lin Li","Lingshuai Meng",2
"Shu Guo","Lin Li",2
"Thuc Duy Le","Lin Liu",2
"Lin Liu","Tony Waters",2
"Lin Liu","Yanchang Zhao",2
"Lin Li","Wei Liu",2
"Lin Li","Zhen Hui",2
"Manisha Luthra","Lin Wang",2
"Sebastian Hennig","Lin Wang",2
"Liping Jing","Lin Xiao",2
"Xiaoyi Sun","Lin Xiao",2
"Zhicheng Wu","Lin Xiao",2
"Lin Xing","Lizhen Lin",2
"Lin Zhao","Ruixuan Li",2
"Lin Zhao","Songlin Hu",2
"Lin Zhao","Wanhui Qian",2
"Lin Zhao","Yijun Lu",2
"Lin Zhu","Ning Chen",2
"Lin Zhu","Pei Lee",2
"Lin Zhu","Pengyu Wang 0005",2
"Lin Zhu","Wei Yu",2
"Lin Zhu","Wenxing Feng",2
"Lin Zhu","Xing Wang",2
"Lina Altenburg","Parveen Kumar",2
"Pedro V. Hernandez Serrano","Lina Altenburg",2
"Qifeng Luo","Lina Lan",2
"Qingling Feng","Lina Lan",2
"Ruisheng Shi","Lina Lan",2
"Shicheng Wan","Lina Qiu",2
"Wensheng Gan","Lina Qiu",2
"Manqing Dong","Lina Yao",2
"Lina Yao","S. Travis Waller",2
"Lina Yao","Shirui Pan",2
"Wei Liu 0101","Lina Yao",2
"Lina Yao","Xianzhi Wang 0001",2
"Xiaojun Chang","Lina Yao",2
"Lina Yao","Xiwei Xu",2
"Yun Li","Lina Yao",2
"Zhe Liu","Lina Yao",4
"Zhihui Li","Lina Yao",2
"Lina Yao","Zihuai He",2
"Lina Yao","Zongyuan Ge",2
"Nathaniel Park","Linda Kato",2
"Petar Ristoski","Linda Kato",2
"Linda Kato","Steve Welch",2
"Ling Geng","Yang Yang",2
"Zihan Xu","Ling Geng",2
"Ling Huang","Wei Xu",2
"Wenhao Zheng 0001","Ling Huang",2
"Yao Hu","Ling Huang",2
"Shanika Karunasekera","Ling Luo",2
"Shuo Shang","Ling Shao 0001",2
"Manzhu Yu","Ling Xu",2
"Ling Xu","Yingxi Rona Shi",2
"Lingfei Wu","Tengfei Ma",2
"Tingyang Xu","Lingfei Wu",2
"Tyler Derr","Lingfei Wu",2
"Wenbing Huang","Lingfei Wu",2
"Xiaojie Guo","Lingfei Wu",2
"Lingfei Wu","Yanfang Ye",2
"Yao Ma 0001","Lingfei Wu",2
"Yiqi Wang","Lingfei Wu",2
"Yu Rong","Lingfei Wu",2
"Zhao Qin","Lingfei Wu",2
"Lingfeng Shen","Xiongtao Zhou",2
"Lingfeng Shen","Zhuoming Liu",2
"Xiaomin Fang","Lingke Zeng",2
"Minnan Luo","Lingling Zhang",2
"Ning Wang","Lingling Zhang",2
"Lingling Zhang","Qinghua Zheng",2
"Shu Guo","Lingshuai Meng",2
"Lingshuai Meng","Wei Liu",2
"Zhen Hui","Lingshuai Meng",2
"Lingyu Zhang","Lulu Zhang",2
"Lingyu Zhang","Ning Luo",2
"Lingyu Zhang","Qiaozhu Mei",2
"Teng Ye","Lingyu Zhang",2
"Wei Ai","Lingyu Zhang",2
"Linh Le","Michael Hales",2
"Linh Le","Pablo Ordóñez",2
"Linh Le","Saisangararamaleengam Alagapan",2
"Linh Le","Sumit Chakravarty",2
"Linh Le","Ying Xie",2
"Linhua Wang","Prem Timsina",2
"Linjun Shou","Ming Gong",2
"Linjun Shou","Shining Bo",2
"Philip Pronin","Linjun Yang",2
"Shuying Sun","Linjun Yang",2
"Peng Cui 0001","Linjun Zhou",2
"Renzhe Xu","Linjun Zhou",2
"Linjun Zhou","Wei Cui",2
"Linjun Zhou","Zheyan Shen",2
"Linlin Zong","Xianchao Zhang",2
"Linn-Mari Kristiansen","Raj Sanjay Shah",2
"Linn-Mari Kristiansen","Vinti Agarwal",2
"Prakhar Mehrotra","Linsey Pang",2
"Linsey Pang","Sunil Potnuru",2
"Linsey Pang","Supreeth Shastry",2
"Linsey Pang","Timothy Winters",2
"Linxia Gong","Peng Cui",2
"Linxia Gong","Peng Cui 0001",2
"Linxia Gong","Runze Wu",4
"Linxia Gong","Xiaochuan Feng",2
"Linyi Yang","Ruihai Dong",4
"Linyi Yang","Tin Lok James Ng",2
"Mor Kertis","Lior Rokach",2
"Moran Beladev","Lior Rokach",2
"Roman Vainshtein","Lior Rokach",4
"Simo Hanouna","Lior Rokach",2
"Yarden Curiel","Lior Rokach",2
"Yuval Heffetz","Lior Rokach",2
"Lior Sidi","Yisroel Mirsky",2
"Lior Sidi","Yuval Elovici",2
"Liping Jing","Xiaoyi Sun",2
"Liping Jing","Zhicheng Wu",2
"Liqiang Song","Mengqiu Yao",2
"Liqiang Song","Ye Bi",2
"Liqiang Song","Zhenyu Wu",2
"Liron Sade","Sara Cohen",2
"Tian Wang","Lisa Huang",2
"Yan Xia","Lisa Huang",2
"Lisa Huang","Yatharth Saraf",2
"Yu Sun","Lisa Huang",2
"Lukas Lundmark","Lisa Kaati",2
"Maxime Cordy","Lisa Veiber",2
"Lisa Veiber","Mike Papadakis",2
"Renaud Rwemalika","Lisa Veiber",2
"Salah Ghamizi","Lisa Veiber",2
"Lisa Veiber","Tegawendé F. Bissyandé",2
"Lisa Veiber","Yves Le Traon",2
"Rajdipa Chowdhury","Lise Getoor",2
"Sriram Srinivasan 0004","Lise Getoor",2
"Liu Wang","Tegawendé F. Bissyandé",2
"Tianming Liu","Liu Wang",2
"Xiapu Luo","Liu Wang",2
"Yao Guo 0001","Liu Wang",2
"Liu Yang 0005","Minghui Qiu",2
"Liu Yang 0005","W. Bruce Croft",2
"Liu Yang 0005","Yongfeng Zhang",2
"Liu Yang","Marc Najork",2
"Liu Yang","Michael Bendersky",2
"Liu Yang","Mingyang Zhang 0001",2
"Liucheng Sun","Weijun Ren",2
"Mengdi Huai","Liuyi Yao",2
"Peng Cui 0001","Liuyi Yao",2
"Renqin Cai","Liuyi Yao",2
"Sheng Li 0001","Liuyi Yao",2
"Liuyi Yao","Yaliang Li",2
"Zheyan Shen","Liuyi Yao",2
"Liuyi Yao","Zhixuan Chu",2
"Liuyihan Song","Pan Pan",2
"Liuyihan Song","Rong Jin",2
"Liuyihan Song","Yiming Chen",2
"Liuyihan Song","Yinghui Xu",2
"Liuyihan Song","Yingya Zhang",2
"Lixin Fan","Qiang Yang",2
"Lixin Fan","Tianyu Zhang",2
"Lixin Fan","Yuhao Zhou",2
"Lixin Su","Ruqing Zhang",2
"Lixin Su","Xueqi Cheng",2
"Lixin Su","Yanyan Lan",2
"Lixin Su","Yixing Fan",2
"Long Xia","Lixin Zou",2
"Pan Du","Lixin Zou",2
"Shuaiqiang Wang","Lixin Zou",2
"Xiangyu Zhao","Lixin Zou",2
"Lixin Zou","Yiding Liu",2
"Yuhan Zhang","Lixin Zou",2
"Yulong Gu","Lixin Zou",2
"Zhenzhen Li","Lixin Zou",2
"Zhuoye Ding","Lixin Zou",2
"Liyi Guo","Rui Lu",2
"Liyi Guo","Wenkai Lu",2
"Liyi Guo","Zhenzhe Zheng",2
"Liyuan Liu","Mengxiong Liu",2
"Liyuan Liu","Sha Li",2
"Xinyang Zhang","Liyuan Liu",2
"Liyuan Liu","Zongyi Wang",2
"Lizhen Cui","Qingzhong Li",2
"Lizhen Cui","Wei Guo",2
"Lizhen Cui","Xudong Lu",2
"Mohammad Rasool Izadi","Lizhen Lin",2
"Robert Stevenson","Lizhen Lin",2
"Yihao Fang","Lizhen Lin",2
"Zhanyuan Yin","Lizhou Fan",2
"Lizhou Zhou","Xin Chen",2
"Xin Zhang","Lizhou Zhou",2
"Xiujun Shu","Lizhou Zhou",2
"Philippe Cudré-Mauroux","Ljiljana Dolamic",2
"Zeno Bardelli","Ljiljana Dolamic",2
"Lokesh Nagalapatti","Nitin Gupta",2
"Lokesh Nagalapatti","Ruhi Sharma Mittal",2
"Lokesh Nagalapatti","Sameep Mehta",2
"Lokesh Nagalapatti","Shanmukha C. Guttula",2
"Lokesh Nagalapatti","Shashank Mujumdar",2
"Lokesh Nagalapatti","Shazia Afzal",2
"Lokesh Nagalapatti","Vitobha Munigala",2
"Long Bai","Saiping Guan",2
"Xiaolong Jin","Long Bai",2
"Long Bai","Xueqi Cheng",2
"Yuanzhuo Wang","Long Bai",2
"Yunqi Qiu","Long Bai",2
"Long He","Tong Yang 0003",2
"Xiangyang Gou","Long He",2
"Long He","Xilai Liu",2
"Long He","Yi Wang",2
"Long He","Yinda Zhang",2
"Qing Liao 0001","Long Lan",2
"Wenjing Yang","Long Lan",2
"Wenju Zhang","Long Lan",2
"Xiang Zhang 0008","Long Lan",2
"Long Lan","Zhigang Luo",2
"Long Sha","Pengyu Hong",2
"Tong Yang","Long Sha",2
"Xiangyu Zhao","Long Xia",2
"Long Yuan","Lu Qin",2
"Long Yuan","Xuemin Lin 0001",2
"Zi Chen","Long Yuan",2
"Longbiao Wang","Ruifang He",2
"Longbiao Wang","Ruifang Wang",2
"Longbiao Wang","Ting Yang",2
"Xiangyu Zhao","Longbiao Wang",2
"Yin Zhao","Longjun Cai",2
"Prateek Vachher","Loren Terveen",2
"Sabirat Rubya","Loren Terveen",2
"Saumik Narayanan","Loren Terveen",2
"Loren Terveen","Svetlana Yarosh",2
"Wenqi Luo","Loren Terveen",2
"Zachary Levonian","Loren Terveen",2
"Lorenzo Saule","Mario Scriminaci",2
"Maurizio Ferrari Dacrema","Lorenzo Saule",2
"Lorenzo Saule","Paolo Cremonesi",2
"Lori A. Perine","Phillip Nicholas",2
"Lori A. Perine","Rajesh Kumar Gnanasekaran",2
"Lori A. Perine","Richard Marciano",2
"Lorik Dumani","Ralf Schenkel",2
"Lorraine Goeuriot","Sihem Amer-Yahia",2
"Margaret Hagan","Lorrie Faith Cranor",2
"Namita Nisal","Lorrie Faith Cranor",2
"Lorrie Faith Cranor","Norman M. Sadeh",2
"Peter Story","Lorrie Faith Cranor",2
"Roger Iyengar","Lorrie Faith Cranor",2
"Lorrie Faith Cranor","Shomir Wilson",2
"Sushain Cherivirala","Lorrie Faith Cranor",2
"Vinayshekhar Bannihatti Kumar","Lorrie Faith Cranor",2
"Yuanyuan Feng","Lorrie Faith Cranor",2
"Xiaoxi He","Lothar Thiele",2
"Yongxin Tong","Lothar Thiele",2
"Zimu Zhou","Lothar Thiele",2
"Louis Faust","Nitesh V. Chawla",2
"Louis Faust","Sidney D'Mello",2
"Suwen Lin","Louis Faust",2
"Mengyu Wang","Louis R. Pasquale",2
"Louis R. Pasquale","Micahel H. Goldbaum",2
"Michael V. Boland","Louis R. Pasquale",2
"Louis R. Pasquale","Siamak Yousefi",2
"Sidharth Mahotra","Louis R. Pasquale",2
"Tobias Elze","Louis R. Pasquale",2
"Louise Beltzung","Nadin Hermann",2
"Louise Beltzung","Olivia Dinica",2
"Louise Beltzung","Raphaela Lindner",2
"Luis Miralles-Pechuán","Lourdes Martínez-Villaseñor",2
"Lu Cheng","Siqi Wu",2
"Lu Cheng","Yasin N. Silva",2
"Lu Chen","Rui Zhou 0001",2
"Lu Duan","Xiaodong Zhang",2
"Lu Duan","Xinhang Zhang",2
"Lu Duan","Yang Zhan",2
"Lu Duan","Yinghui Xu",4
"Lu Duan","Yu Gong",4
"Lu Duan","Zili Wu",2
"Minghao Yin","Lu Jiang",2
"Pengyang Wang","Lu Jiang",2
"Lu Jiang","Xiaolin Li",2
"Yanjie Fu","Lu Jiang",4
"Lu Qin","Xin Huang",2
"Xuemin Lin 0001","Lu Qin",2
"Yuanyuan Zhu","Lu Qin",2
"Zi Chen","Lu Qin",2
"Lu Wang","Martin Renqiang Ren",2
"Lu Wang","Wei Cheng 0002",2
"Lu Wang","Wei Wang 0010",2
"Lu Wang","Wenchao Yu",2
"Lu Wang","Xiaofeng He",2
"Shichao Pei","Lu Yu 0006",2
"Lu Yu 0006","Xiangliang Zhang 0001",2
"Rui Yan","Lu Zhang 0023",2
"Zhiyuan Feng","Lu Zhang 0023",2
"Lu Zhou","Pascal Hitzler",4
"Reihaneh Amini","Lu Zhou",2
"Lu Zhou","Seila Gonzalez Estrecha",2
"Xiong Liu","Luca A. Finelli",2
"Luca Colomba","Paolo Garza",2
"Simone Monaco","Luca Colomba",2
"Luca Luceri","Silvia Giordano",2
"Minje Choi","Luca Maria Aiello",2
"Subendhu Rongali","Luca Soldaini",2
"Luca Soldaini","Wael Hamza",2
"Luca Vassio","Marco Mellia",2
"Luca Vassio","Martino Trevisan",2
"Nikhil Jha","Luca Vassio",2
"Thomas Favale","Luca Vassio",2
"Lucas Glass","M. Brandon Westover",2
"Siddharth Biswal","Lucas Glass",2
"Xingyao Zhang","Lucas Glass",2
"Wen Tang","Lucas M. Glass",2
"Yasha Wang","Lucas M. Glass",2
"Lucas Maystre","Mounia Lalmas",2
"Lucas Maystre","Rishabh Mehrotra",2
"Márcio Silva","Lucas Santos de Oliveira",2
"Lucas Santos de Oliveira","Oana Goga",2
"Lucas Santos de Oliveira","Pedro Olmo Stancioli Vaz de Melo",2
"Luchen Tan","Ming Li 0001",2
"Luchen Tan","Nicholas Jing Yuan",2
"Wei Yang 0017","Luchen Tan",2
"Yuqing Xie","Luchen Tan",2
"Trisha Singhal","Luciënne T. M. Blessing",2
"Lucian Carata","Thomas F. J.-M. Pasquier",4
"Marco S. Nobile","Lucrezia Ferrario",2
"Mark Hamilton","Lucy Zhang",2
"Nick Gonsalves","Lucy Zhang",2
"Siddhartha Prasad","Lucy Zhang",2
"Lucy Zhang","William T. Freeman",2
"Luhui Chen","Yingbin Zheng",2
"Zhao Zhou","Luhui Chen",2
"Paolo Giammatteo","Luigi Pomante",2
"Stefano Di Frischia","Luigi Pomante",2
"Valeria Spizzichino","Luigi Pomante",2
"Lukas Brückner","Luis A. Leiva",2
"Luis Espinosa Anke","Steven Schockaert",2
"Yerai Doval","Luis Espinosa Anke",2
"Luis Felipe Gutiérrez","Miriam Armstrong",2
"Luis Felipe Gutiérrez","Neda Tavakoli",2
"Luis Felipe Gutiérrez","Sima Siami-Namini",2
"Tassadit Bouadi","Luis Galárraga",2
"Vitalii Zakhozhyi","Luis J. Salazar",2
"Ying Li","Luis J. Salazar",4
"Wagner Hugo Bonat","Luiz Eduardo S. de Oliveira",2
"Luiz Felipe Mendes","Marcos André Gonçalves",2
"Luiz Felipe Mendes","Thierson Couto Rosa",2
"Luiz Felipe Mendes","Washington Cunha",2
"Luiz Felipe Mendes","Wellington Martins",2
"Lukas Daubner","Martin Macak",2
"Lukas Daubner","Tomás Pitner",2
"Lukas Dauterman","Navendu Jain",2
"Phuong Pham","Lukas Dauterman",2
"Vivek Jain","Lukas Dauterman",2
"Lukas Gienapp","Maik Fröbe",2
"Lukas Gienapp","Martin Potthast",4
"Lukas Gienapp","Matthias Hagen",4
"Lukas Probst","Martin Rumo",2
"Lukas Probst","Philipp Seidenschwarz",2
"Walter Gerych","Luke Buquicchio",4
"Luke Gallagher","Torsten Suel",2
"Shuxin Zhou","Luke Lindemann",2
"Vipina Kuttichi Keloth","Luke Lindemann",2
"Luke Lindemann","Yehoshua Perl",2
"Ning Luo","Lulu Zhang",2
"Lulu Zhang","Qiaozhu Mei",2
"Teng Ye","Lulu Zhang",2
"Wei Ai","Lulu Zhang",2
"Luna Yue Feng","Nicolai Pogrebnyakov",2
"Shohreh Shaghaghian","Luna Yue Feng",2
"Xiaoying Gan","Luoyi Fu",2
"Sahin Cem Geyik","Luthfur Chowdhury",2
"Luthfur Chowdhury","Wen Pu",2
"Luwei Yang","Wen Jiang",2
"Luwei Yang","Yi Hu",2
"Luwei Yang","Yi Wei",2
"Zhibo Xiao","Luwei Yang",2
"Sayan Chakraborty","Luyao Yang",2
"Smit Shah 0003","Luyao Yang",2
"Matthew Killingsworth","Lyle Ungar",2
"Niyati Chhaya","Lyle Ungar",2
"Saran Mumick","Lyle Ungar",2
"Mark Conrad","Lyneise Williams",2
"Malay Haldar","Lynn Yang",2
"Mustafa Abdool","Lynn Yang",2
"Prashant Ramanathan","Lynn Yang",2
"Lynn Yang","Qing Zhang",2
"Lynn Yang","Thomas Legrand",2
"Tyler Sax","Lynn Yang",2
"Sadra Naddaf-Sh","M.-Mahdi Naddaf-Sh",2
"Siddharth Biswal","M. Brandon Westover",2
"Yekta Said Can","M. Erdem Kabadayi",2
"M. Henning","Omkar Parkhi",2
"Sami Alsheikh","M. Henning",2
"Sean Bell","M. Henning",2
"Yina Tang","M. Henning",2
"Yiqun Liu 0006","M. Henning",2
"Manasvi Aggarwal","M. Narasimha Murty",2
"Sambaran Bandyopadhyay","M. Narasimha Murty",4
"Thankgod Obasi","M. Omair Shafiq",2
"Nan Li","Ma Lin",2
"Ma Lin","Ning Ding",2
"Xiaoguang Zhang","Ma Lin",2
"Xuan Xia","Ma Lin",2
"Márcio Silva","Oana Goga",2
"Márcio Silva","Pedro Olmo Stancioli Vaz de Melo",2
"Maanak Gupta","Mahmoud Abdelsalam",2
"Nitu Kedarmal Choudhary","Maanak Gupta",2
"Sai Sree Laya Chukkapalli","Maanak Gupta",2
"Sudip Mittal","Maanak Gupta",2
"Maarten Bos","Neil Shah",2
"Parisa Kaghazgaran","Maarten Bos",2
"Maarten de Rijke","Min Zhang 0006",2
"Pengjie Ren","Maarten de Rijke",2
"Maarten de Rijke","Shaoping Ma",2
"Wanyu Chen","Maarten de Rijke",4
"Maarten de Rijke","Weizhi Ma",2
"Xiangsheng Li","Maarten de Rijke",2
"Yanxiang Ling","Maarten de Rijke",2
"Maarten de Rijke","Yiqun Liu 0001",2
"Zhiqiang Pan","Maarten de Rijke",2
"Rolf Niedermeier","Maciej Rymar",2
"Sebastian Buß","Maciej Rymar",2
"Yuxuan Zhao","Madeleine Udell",2
"Ziyang Wu","Madeleine Udell",2
"Mandy L. Wilson","Madhav Marathe",2
"Parantapa Bhattacharya","Madhav Marathe",2
"Pramod Patil","Madhav Marathe",2
"Przemyslaw Porebski","Madhav Marathe",2
"Rounak Meyur","Madhav Marathe",2
"Madhav Marathe","Samarth Swarup",4
"Shirish Dumbre","Madhav Marathe",2
"Srinivasan Venkatramanan","Madhav Marathe",4
"Madhav Marathe","Virgilio Centeno",2
"Naganand Yadati","Madhav Nimishakavi",2
"Madhav Nimishakavi","Partha P. Talukdar",2
"Madhav Nimishakavi","Prateek Yadav",2
"Vikram Nitin","Madhav Nimishakavi",2
"Madhuri Ghorpade","Yuhong Liu",2
"Madhuri Ghorpade","Zhe Jiang 0001",2
"Madison G. Masten","Nicholas Tran",2
"Madison G. Masten","Thien-Huong Ninh",2
"Magdalena Ortiz","Mantas Simkus",2
"Medina Andresel","Magdalena Ortiz",2
"Magdalena Ortiz","Ognjen Savkovic",2
"Nachiket Trivedi","Magdalini Eirinaki",2
"Monidipa Das","Mahardhika Pratama",2
"Mahardhika Pratama","Tegoeh Tjahjowidodo",2
"Mahdi Houchati","Shady S. Refaat",2
"Mahdi Naser-Moghadasi","Yu Zhuang",2
"Mahdi Naser-Moghadasi","Zohreh Safari",2
"Mahdi Naser Moghadasi","Yu Zhuang",2
"Pratik Baniya","Mahima Agumbe Suresh",2
"Nitu Kedarmal Choudhary","Mahmoud Abdelsalam",2
"Sai Sree Laya Chukkapalli","Mahmoud Abdelsalam",2
"Sudip Mittal","Mahmoud Abdelsalam",2
"Mahmoud Elbattah","Maxime Gignon",2
"Mahmut T. Kandemir","Mehrdad Mahdavi",2
"Rana Forsati","Mahmut T. Kandemir",2
"Weilin Cong","Mahmut T. Kandemir",2
"Mahtab Tamannaee","Samad Paydar",2
"Maik Fröbe","Martin Potthast",2
"Maik Fröbe","Matthias Hagen",2
"Michael Günther 0002","Maik Thiele",2
"Philipp Oehme","Maik Thiele",2
"Maik Thiele","Wolfgang Lehner",2
"Xing Zhao","Majid Alfifi",2
"Ziwei Zhu","Majid Alfifi",2
"Makoto Imamura","Takaaki Nakamura",2
"Seiji Takeda","Makoto Kogoh",2
"Makoto Kogoh","Shuichi Hirose",2
"Makoto Kogoh","Takumi Hongo",2
"Toshiyuki Hama","Makoto Kogoh",2
"Victoria A. Piunova","Makoto Kogoh",2
"Makoto Kogoh","Wolf Bocanett",2
"Makoto Kogoh","Yasumitsu Orii",2
"Makoto Kogoh","Yenwei Cheng",2
"Makoto Kogoh","Yuta Tsuchiya",2
"Makoto Nakamura","Masafumi Ohtsuka",2
"Shun Morisawa","Makoto Nakamura",2
"Makoto P. Kato","Sumio Fujita",2
"Makoto P. Kato","Takehiro Yamamoto",2
"Makoto P. Kato","Tomohiro Manabe",2
"Malarvizhi Sankaranarayanasamy","Prasun Singh",2
"Malarvizhi Sankaranarayanasamy","Rahul Vishwakarma",2
"Ramyar Saeedi","Malarvizhi Sankaranarayanasamy",2
"Malarvizhi Sankaranarayanasamy","Ravigopal Vennelakanti",2
"Mustafa Abdool","Malay Haldar",4
"Malay Haldar","Prashant Ramanathan",4
"Malay Haldar","Qing Zhang",2
"Malay Haldar","Shulin Yang",2
"Malay Haldar","Thomas Legrand",2
"Malay Haldar","Tyler Sax",4
"Wenting Wang","Man Lan",2
"Xin Mao","Man Lan",2
"Yuanbin Wu","Man Lan",2
"Man Wu","Shirui Pan",2
"Man Wu","Xiaojun Chang",2
"Man Wu","Xingquan Zhu",2
"Manas R. Joglekar","Mei Chen",2
"Manas R. Joglekar","Pranav Khaitan",2
"Manas R. Joglekar","Quoc V. Le",2
"Manas R. Joglekar","Taibai Xu",2
"Manas R. Joglekar","Xiaoming Wang",2
"Sambaran Bandyopadhyay","Manasvi Aggarwal",2
"Mandy L. Wilson","Parantapa Bhattacharya",2
"Pramod Patil","Mandy L. Wilson",2
"Mandy L. Wilson","Przemyslaw Porebski",2
"Mandy L. Wilson","Shirish Dumbre",2
"Mandy L. Wilson","Srinivasan Venkatramanan",2
"Manh Tuan Do","Se-eun Yoon",2
"Manikandan Ravikiran","Nestor Mariyasagayam",2
"Manikandan Ravikiran","Yuichi Nonaka",2
"Maninder Singh","Vaibhav K. Anu",2
"Shalini Priya","Manish Bhanu",2
"Manish Bhanu","Sourav Kumar Dandapat",2
"Namit Katariya","Manish Chablani",2
"Manish Chablani","Xavier Amatriain",2
"Manish Gupta 0001","Sonam Damani",2
"Manish Gupta 0001","Vasudeva Varma",2
"Rajarshee Mitra","Manish Gupta",2
"Manish Gupta","Sandipan Dandapat",2
"Siby Charley Pulikottil","Manish Gupta",2
"Manisha Luthra","Sebastian Hennig",2
"Manisha Verma","Narayan Bhamidipati",2
"Shaunak Mishra","Manisha Verma",4
"Manisha Verma","Wei Wang 0010",4
"Manisha Verma","Yichao Zhou",4
"Manjira Sinha","Tirthankar Dasgupta",2
"Manman Xu","Runhua Jiang",2
"Manman Xu","Tao Wang 0052",2
"Manman Xu","Xiaoju Lu",2
"Manoj Muniswamaiah","Tilak Agerwala",6
"Mohammed Shoebuddin Habeeb","Manolis K. Georgoulis",4
"Manolis K. Georgoulis","Rafal A. Angryk",8
"Xumin Cai","Manolis K. Georgoulis",2
"Manqing Dong","Xiwei Xu",2
"Medina Andresel","Mantas Simkus",2
"Ognjen Savkovic","Mantas Simkus",2
"Steve Cruz","Manuel Günther",2
"Manuel Günther","Terrance E. Boult",2
"Manya Wadhwa","Mark Dredze",2
"Manya Wadhwa","Silvio Amir",2
"Manzhu Yu","Yingxi Rona Shi",2
"Michael J. Mior","María José Suárez Cabal",2
"Pablo Suárez-Otero","María José Suárez Cabal",2
"Marc Anthony Warrior","Matteo Varvello",2
"Marc Anthony Warrior","Yunming Xiao",2
"Michael Bendersky","Marc Najork",6
"Marc Najork","Mike Colagrosso",2
"Mingyang Zhang 0001","Marc Najork",2
"Przemek Gajda","Marc Najork",2
"Sergey Novikov","Marc Najork",2
"Shuguang Han","Marc Najork",2
"Weize Kong","Marc Najork",2
"Nitesh V. Chawla","Marcel Salathé",2
"Marcel Salathé","Samuel V. Scarpino",2
"Tina Eliassi-Rad","Marcel Salathé",2
"Vittoria Colizza","Marcel Salathé",2
"Martino Trevisan","Marco Mellia",2
"Nikhil Jha","Marco Mellia",2
"Thomas Favale","Marco Mellia",2
"Rich Caruana","Marco Túlio Ribeiro",2
"Marco Túlio Ribeiro","Samuel Jenkins",2
"Scott Lundberg","Marco Túlio Ribeiro",2
"Marcos André Gonçalves","Thierson Couto Rosa",2
"Marcos André Gonçalves","Washington Cunha",2
"Marcos André Gonçalves","Wellington Martins",2
"Tiago Rodrigo Kepe","Marcos Sfair Sunye",2
"Nan Xi","Marcus Liou",2
"Marcus Liou","Zachary C. Steinert-Threlkeld",2
"Namita Nisal","Margaret Hagan",2
"Margaret Hagan","Norman M. Sadeh",2
"Peter Story","Margaret Hagan",2
"Roger Iyengar","Margaret Hagan",2
"Margaret Hagan","Shomir Wilson",2
"Sushain Cherivirala","Margaret Hagan",2
"Vinayshekhar Bannihatti Kumar","Margaret Hagan",2
"Yuanyuan Feng","Margaret Hagan",2
"Samaneh Jozashoori","Maria-Esther Vidal",2
