"from","to","weight"
"Anifat M. Olawoyin","Carson K. Leung",2
"Bill Kay","Anika Tabassum",2
"Hao Lu","Anika Tabassum",2
"Pravallika Devineni","Anika Tabassum",2
"Anika Tabassum","Sangkeun Matt Lee",2
"Anika Tabassum","Supriya Chinthavali",2
"Buvaneswari Ramanan","Anil Rana",4
"Lawrence Drabeck","Anil Rana",2
"Lawrence M. Drabeck","Anil Rana",2
"Thomas Woo","Anil Rana",4
"Troy Cauble","Anil Rana",4
"Anil Vullikanti","Arun G. Phadke",2
"Anil Vullikanti","B. Aditya Prakash",2
"Bijaya Adhikari","Anil Vullikanti",2
"Charles D. Nicholson","Anil Vullikanti",2
"Henning S. Mortveit","Anil Vullikanti",4
"Kazi Ashik Islam","Anil Vullikanti",2
"Madhav Marathe","Anil Vullikanti",4
"Rounak Meyur","Anil Vullikanti",2
"Samarth Swarup","Anil Vullikanti",4
"Anil Vullikanti","Virgilio Centeno",2
"Anirban Chakraborty","Debasis Ganguly",2
"Anirban Chakraborty","Owen Conlan",2
"Aniruddha Adiga","Bryan L. Lewis",2
"Aniruddha Adiga","Jiangzhuo Chen",2
"Lijing Wang 0001","Aniruddha Adiga",2
"Aniruddha Adiga","Madhav Marathe",2
"Aniruddha Adiga","Srinivasan Venkatramanan",2
"Chetan Gupta 0001","Aniruddha Rajendra Rao",2
"Haiyan Wang","Aniruddha Rajendra Rao",2
"Aniruddha Rajendra Rao","Hamed Khorasgani",2
"Qiyao Wang","Aniruddha Rajendra Rao",2
"Anirudh Vegesana","George K. Thiruvathukal",2
"Anirudh Vegesana","Gore Kao",2
"Haobo Wang","Anirudh Vegesana",2
"Anirudh Vegesana","Kaiwen Yu",2
"Anirudh Vegesana","Ming Yin",2
"Anirudh Vegesana","Shuo-Han Chen",2
"Anirudh Vegesana","Somesh Dube",2
"Xiao Hu","Anirudh Vegesana",2
"Anirudh Vegesana","Yung-Hsiang Lu",2
"Anirudha Sundaresan","Gaoyang Wang",2
"Anirudha Sundaresan","Kannan Achan",2
"Anirudha Sundaresan","Praveenkumar Kanumala",2
"Anirudha Sundaresan","Shashank Kedia",2
"Anirudha Sundaresan","Shubham Gupta",2
"Anirudha Sundaresan","Stephen Guo",2
"Anirudha Sundaresan","Yokila Arora",2
"Anish Upadhayay","Duen Horng Chau",2
"Anish Upadhayay","Haekyu Park",2
"Anish Upadhayay","Matthew Hull",2
"Anish Upadhayay","Omar Shaikh",2
"Anish Upadhayay","Scott Freitas",2
"Siwei Li","Anish Upadhayay",2
"Anish Upadhayay","Susanta Routray",2
"Zhiyan Zhou","Anish Upadhayay",2
"Anish Upadhayay","Zijie J. Wang",2
"Chandrasekar Vuppalapati","Anitha Ilapakurti",4
"Anitha Ilapakurti","Jaya Shankar Vuppalapati",2
"Anitha Ilapakurti","Karthik Chillara",2
"Anitha Ilapakurti","Raja Vuppalapati",2
"Anitha Ilapakurti","Santosh Kedari",2
"Anitha Ilapakurti","Sharat Kedari",4
"Anitha Ilapakurti","Vanaja Mamidi",2
"Clara H. McCreery","Anitha Kannan",2
"Anitha Kannan","Manish Chablani",2
"Namit Katariya","Anitha Kannan",2
"Anitha Kannan","Xavier Amatriain",2
"Aniththa Umamahesan","Deepak Mukunthu Iyappan Babu",2
"Chun Lo","Ankan Saha",2
"Emilie de Longueau","Ankan Saha",2
"Ankan Saha","Shaunak Chatterjee",2
"Qiao Kang","Ankit Agrawal",2
"Sunwoo Lee","Ankit Agrawal",2
"Ankit Agrawal","Wei-keng Liao",2
"Ankit Chaurasia","Balasaheb Dhame",2
"Ankit Chaurasia","Dhruvin Vora",2
"Jerome White","Ankit Chaurasia",2
"Ankit Chaurasia","Raghu Dharmaraju",2
"Ankit Chaurasia","Rahul Panicker",2
"Ankit Chaurasia","Rajesh Jain",2
"Ankit Chaurasia","Vishal Agarwal",2
"Dima Kuzmin","Ankit Kumar",2
"Ed H. Chi","Ankit Kumar",2
"Ellie Ka In Chio","Ankit Kumar",2
"Heng-Tze Cheng","Ankit Kumar",2
"John R. Anderson","Ankit Kumar",2
"Li Zhang","Ankit Kumar",2
"Ankit Kumar","Nitin Jindal",2
"Ankit Kumar","Pei Cao",2
"Ritesh Agarwal","Ankit Kumar",2
"Sarvjeet Singh","Ankit Kumar",2
"Steffen Rendle","Ankit Kumar",2
"Tao Wu","Ankit Kumar",2
"Tushar Chandra","Ankit Kumar",2
"Wen Li","Ankit Kumar",2
"Ankit Kumar","Xiang Ma",2
"Yu Du","Ankit Kumar",2
"Ankita Agarwal","Preetham Salehundam",2
"Ankita Agarwal","Swati Padhee",2
"Ankita Agarwal","Tanvi Banerjee",4
"Ankita Agarwal","William L. Romine",4
"Arpit Patel","Ankur Teredesai",2
"Carly Eckert","Ankur Teredesai",2
"Muhammad Aurangzeb Ahmad","Ankur Teredesai",2
"Vikas Kumar","Ankur Teredesai",2
"Anli Ji","Azim Ahmadzadeh",2
"Berkay Aydin","Anli Ji",6
"Anli Ji","Manolis K. Georgoulis",4
"Anli Ji","Pavan Ajit Babajiyavar",2
"Anli Ji","Rafal A. Angryk",8
"Saurabh Maydeo","Anli Ji",2
"Xumin Cai","Anli Ji",4
"Yang Chen","Anli Ji",2
"Anna Breit","Fajar J. Ekaputra",2
"Anna Breit","Laura Waltersdorfer",2
"Anna Breit","Marta Sabou",2
"Anna Cinzia Squicciarini","Ce Pang",2
"Chenxi Qiu","Anna Cinzia Squicciarini",2
"Anna Cinzia Squicciarini","Li Yan 0004",2
"Prasanna Umar","Anna Cinzia Squicciarini",2
"Anna Cinzia Squicciarini","Sarah Michele Rajtmajer",2
"Anna Cinzia Squicciarini","Zhuozhao Li",2
"Avi Shahar","Anna Itzhaki",2
"Anna Itzhaki","Milena Krasteva",2
"Oren Somekh","Anna Itzhaki",2
"Anna Itzhaki","Tal Cohen",2
"Anna Itzhaki","Tomer Shadi",2
"Yair Koren","Anna Itzhaki",2
"Anna Kawakami","Eni Mustafaraj",2
"Anna Kawakami","Khonzodakhon Umarova",2
"Anna Lioznova","Vladimir Kukushkin",2
"Anna Lisa Gentile","Daniel Gruhl",2
"Anna Lisa Gentile","Daniel P. Sanders",2
"Dmitry Yu. Zubarev","Anna Lisa Gentile",2
"Anna Lisa Gentile","Linda Kato",2
"Anna Lisa Gentile","Nathaniel Park",2
"Petar Ristoski","Anna Lisa Gentile",2
"Anna Lisa Gentile","Steve Welch",2
"Anna Primpeli","Christian Bizer",2
"Anna Pyayt","Michael N. Gubanov",2
"Anna Pyayt","Prahathees Eswara",2
"Anna Pyayt","Rituparna Khan",2
"Anna Pyayt","Robert Brzozowski",2
"Kiumars Soltani","Anna Swigart",2
"Anna Swigart","Kyle Buckingham",2
"Anna Swigart","Luyao Yang",2
"Sayan Chakraborty","Anna Swigart",2
"Smit Shah 0003","Anna Swigart",2
"Anna Tedijanto","Anneke Buffone",2
"Anna Tedijanto","H. Andrew Schwartz",2
"Rediet Abebe","Anna Tedijanto",2
"Salvatore Giorgi","Anna Tedijanto",2
"Anne-Marie Kermarrec","François Taïani",2
"Anne-Marie Kermarrec","Olivier Ruas",2
"Rachid Guerraoui","Anne-Marie Kermarrec",2
"Huizi Yu","Anne J. Gilliland",2
"Lizhou Fan","Anne J. Gilliland",2
"Zhanyuan Yin","Anne J. Gilliland",2
"Anneke Buffone","H. Andrew Schwartz",2
"Rediet Abebe","Anneke Buffone",2
"Salvatore Giorgi","Anneke Buffone",2
"Anqi Guo","Charles Rosenberg",2
"Anqi Guo","Eileen Li",2
"Eric Kim","Anqi Guo",2
"Hao-Yu Wu","Anqi Guo",2
"Anqi Guo","Kunlong Gu",2
"Raymond Shiau","Anqi Guo",2
"Yue Li Du","Anqi Guo",2
"Anqi Guo","Zhiyuan Zhang",2
"Anqi Rong","Jiawei Xu",2
"Anqi Rong","Li Zhao 0005",2
"Anqi Rong","Pengcheng Huang",2
"Ansel MacLaughlin","David A. Smith",2
"Ansel MacLaughlin","John Wihbey",2
"David Richerby","Ansgar Scherp",2
"Till Blume","Ansgar Scherp",2
"Ansh Khurana","Panagiotis Karras",2
"Benjamin Coleman","Anshumali Shrivastava",2
"António Correia","Benjamim Fonseca",2
"António Correia","Daniel S. Schneider",2
"António Correia","Hugo Paredes",2
"António Correia","Shoaib Jameel",2
"James Large","Anthony J. Bagnall",2
"Matthew Middlehurst","Anthony J. Bagnall",2
"Hariharan Devarajan","Anthony Kougkas",2
"Anthony Kougkas","Xian-He Sun",2
"Anthony T. Pinter","Jacob M. Paul",2
"Anthony T. Pinter","Jed R. Brubaker",2
"Anthony T. Pinter","Jessie Smith",2
"Anthony Wirth","David F. Gleich",2
"Nate Veldt","Anthony Wirth",2
"Anthony Z. Liu","Ece Kamar",2
"Anthony Z. Liu","Gabriel Matute",2
"Anthony Z. Liu","Isaac Fung",2
"Anthony Z. Liu","Santiago Guerra",2
"Anthony Z. Liu","Walter S. Lasecki",2
"Antoine Amarilli","Fabian M. Suchanek",2
"Julien Romero","Antoine Amarilli",2
"Nicoleta Preda","Antoine Amarilli",2
"Antoine Hom","Frédéric Precioso",2
"Antoine Hom","Laurent Dollé",2
"Nicolas Pasquier","Antoine Hom",2
"Tianshu Yang","Antoine Hom",2
"Antoine Vastel","Martin Lopatka",2
"Pierre Laperdrix","Antoine Vastel",2
"Antoine Vastel","Romain Rouvoy",2
"Vikas Mishra","Antoine Vastel",2
"Antoine Vastel","Walter Rudametkin",2
"Florian Schmidt 0006","Anton Gulenko",2
"Anton Gulenko","Odej Kao",2
"Sören Becker","Anton Gulenko",2
"Anton Peraire-Bueno","Lalana Kagal",2
"Vaikkunth Mugunthan","Anton Peraire-Bueno",2
"Anton Tsitsulin","Bryan Perozzi",2
"Anton Tsitsulin","Marina Munkhoeva",2
"Anton Zhernov","Dan A. Calian",2
"Anton Zhernov","Ivan Lobov",2
"Anton Zhernov","Krishnamurthy (Dj) Dvijotham",2
"Anton Zhernov","Michelle Gong",2
"Anton Zhernov","Natarajan Chandrashekar",2
"Anton Zhernov","Timothy A. Mann",2
"Antonino Nocera","Daniele Quercia",2
"Giovanni Quattrone","Antonino Nocera",2
"Antonino Nocera","Licia Capra",2
"Mohamed Khalefa","Antonio Badia",2
"Tomás F. Llano-Ríos","Antonio Badia",2
"Arijit Ukil","Antonio Jara",2
"Antonio Jara","John R. Farserotu",2
"Leandro Marín","Antonio Jara",2
"Danfeng Zhao","Antonio Liotta",2
"Antonio Liotta","Dongmei Huang",2
"Feng Zhou","Antonio Liotta",2
"Zhou Huang","Antonio Liotta",2
"Antonio Mallia","Berkant Barla Cambazoglu",2
"Antonio Mallia","J. Shane Culpepper",2
"Luke Gallagher","Antonio Mallia",2
"Antonio Mallia","Mengyang Sun",2
"Antonio Mallia","Michal Siedlaczek",2
"Antonio Mallia","Torsten Suel",4
"Antonio Pastor","Benjamin Livshits",2
"Antonio Pastor","Panagiotis Papadopoulos",2
"Peter Snyder","Antonio Pastor",2
"Antonios Deligiannakis","Antonis Kontaxakis",4
"Antonios Deligiannakis","Aris Konidaris",2
"Antonios Deligiannakis","Arnau Montagud",2
"David Arnu","Antonios Deligiannakis",2
"Antonios Deligiannakis","Edwin Yaqub",2
"Antonios Deligiannakis","Fabian Temme",2
"Antonios Deligiannakis","George Stamatakis 0002",2
"Antonios Deligiannakis","Holger Arndt",2
"Antonios Deligiannakis","Mate Torok",2
"Antonios Deligiannakis","Miguel Ponce de Leon",2
"Antonios Deligiannakis","Minos N. Garofalakis",2
"Nikos Giatrakos","Antonios Deligiannakis",4
"Antonios Deligiannakis","Ralf Klinkenberg",2
"Antonios Deligiannakis","Stefan Burkard",2
"Theodoros Bitsakis","Antonios Deligiannakis",2
"Antonios Deligiannakis","Vasilis Samoladas",2
"Antonios Deligiannakis","Yannis Kotidis",2
"Aris Konidaris","Antonis Kontaxakis",2
"Antonis Kontaxakis","Arnau Montagud",2
"David Arnu","Antonis Kontaxakis",2
"Antonis Kontaxakis","Edwin Yaqub",2
"Antonis Kontaxakis","Fabian Temme",2
"Antonis Kontaxakis","George Stamatakis 0002",2
"Antonis Kontaxakis","Holger Arndt",2
"Antonis Kontaxakis","Mate Torok",2
"Antonis Kontaxakis","Miguel Ponce de Leon",2
"Minos N. Garofalakis","Antonis Kontaxakis",2
"Nikos Giatrakos","Antonis Kontaxakis",4
"Ralf Klinkenberg","Antonis Kontaxakis",2
"Antonis Kontaxakis","Stefan Burkard",2
"Theodoros Bitsakis","Antonis Kontaxakis",2
"Antonis Kontaxakis","Vasilis Samoladas",2
"Antonis Kontaxakis","Yannis Kotidis",2
"Antonis Matakos","Aristides Gionis",2
"Bruno Ordozgoiti","Antonis Matakos",2
"Antonis Papasavva","Emiliano De Cristofaro",2
"Antonis Papasavva","Gianluca Stringhini",4
"Antonis Papasavva","Ilias Leontiadis",2
"Antonis Papasavva","Jeremy Blackburn",4
"Kostantinos Papadamou","Antonis Papasavva",2
"Antonis Papasavva","Michael Sirivianos",2
"Antonis Papasavva","Nicolas Kourtellis",2
"Antonis Papasavva","Savvas Zannettou",4
"Julia Alyssa Mell","Anuar Imanbayev",2
"Anup B. Rao","Cláudio T. Silva",2
"Anup B. Rao","Eunyee Koh",2
"Fan Du","Anup B. Rao",2
"Gromit Yeuk-Yin Chan","Anup B. Rao",2
"Anup B. Rao","Juliana Freire",2
"Ryan A. Rossi","Anup B. Rao",2
"Anup Rao 0002","Eunyee Koh",2
"Ryan A. Rossi","Anup Rao 0002",2
"Aritran Piplai","Anupam Joshi",4
"Maanak Gupta","Anupam Joshi",2
"Mahmoud Abdelsalam","Anupam Joshi",2
"Nitu Kedarmal Choudhary","Anupam Joshi",2
"Priyanka Ranade","Anupam Joshi",2
"Sai Sree Laya Chukkapalli","Anupam Joshi",2
"Sandeep Nair Narayanan","Anupam Joshi",2
"Soham Dasgupta","Anupam Joshi",2
"Sudip Mittal","Anupam Joshi",4
"Arun Iyengar","Anuradha Bhamidipaty",6
"Bhanukiran Vinzamuri","Anuradha Bhamidipaty",2
"Anuradha Bhamidipaty","Biren Gandhi",2
"Dhaval Patel","Anuradha Bhamidipaty",6
"Elham Khabiri","Anuradha Bhamidipaty",2
"Anuradha Bhamidipaty","Gregory Mckim",2
"Anuradha Bhamidipaty","Jayant Kalagnanam",2
"Nianjun Zhou","Anuradha Bhamidipaty",6
"Shrey Shrivastava","Anuradha Bhamidipaty",6
"Syed Yousaf Shah","Anuradha Bhamidipaty",2
"Anuradha Rajkumar","Bruce Wallace",2
"Anuradha Rajkumar","Frank Knoefel",2
"Anuradha Rajkumar","Jeff Kaye",2
"Anuradha Rajkumar","Julien Larivière-Chartier",2
"Anuradha Rajkumar","Laura Ault",2
"Anuradha Rajkumar","Neil Thomas",2
"Anuradha Rajkumar","Rafik Goubran",2
"Yogesh Kulkarni","Anurag Gorkar",2
"Anurag Roy","Kripabandhu Ghosh",2
"Anurag Roy","Saptarshi Ghosh 0001",2
"Anurag Roy","Vinay Kumar Verma",2
"Anurag Shandilya","Kripabandhu Ghosh",2
"Anurag Shandilya","Saptarshi Ghosh 0001",2
"Anushka Vidanage","Peter Christen",2
"Anushka Vidanage","Rainer Schnell",2
"Anushka Vidanage","Thilina Ranbaduge",2
"Anxiang Zeng","Lijun Zhang",2
"Pengcheng Li","Anxiang Zeng",2
"Qing Da","Anxiang Zeng",2
"Runze Li","Anxiang Zeng",2
"Derek Lin","Anying Li",2
"Anying Li","Ryan Foltz",2
"Diana Marculescu","Ümit Y. Ogras",2
"Radu Marculescu","Ümit Y. Ogras",2
"Barry Smyth","Aonghus Lawlor",2
"Diarmuid O'Reilly-Morgan","Aonghus Lawlor",2
"Elias Z. Tragos","Aonghus Lawlor",2
"James Geraci","Aonghus Lawlor",2
"Khalil Muhammad","Aonghus Lawlor",2
"Neil Hurley","Aonghus Lawlor",2
"Qinqin Wang","Aonghus Lawlor",2
"Shaoxu Song","Aoqian Zhang",2
"Cheqing Jin","Aoying Zhou",2
"Dawei Cheng","Aoying Zhou",2
"Fangzhou Yang","Aoying Zhou",2
"Aoying Zhou","Gang Qin",2
"Mengzhen Fan","Aoying Zhou",2
"Siqiang Luo","Aoying Zhou",2
"Weining Qian","Aoying Zhou",2
"Yanchao Zhu","Aoying Zhou",2
"Yifeng Luo","Aoying Zhou",2
"Aoying Zhou","Yingjie Yang",2
"Zhao Zhang","Aoying Zhou",2
"Aparajita Saraf","Ceren Budak",2
"Lia Bozarth","Aparajita Saraf",2
"Aparna S. Varde","Boxiang Dong",2
"Christopher J. Conti","Aparna S. Varde",2
"Divydharshini Karthikeyan","Aparna S. Varde",2
"Jessica Lourenco","Aparna S. Varde",2
"Matthew Kowalski","Aparna S. Varde",2
"Aparna S. Varde","Weitian Wang",4
"Xu Du","Aparna S. Varde",2
"Apinan Hasthanasombat","Cecilia Mascolo",2
"Chloë Brown","Apinan Hasthanasombat",2
"Apinan Hasthanasombat","Dimitris Spathis",2
"Jagmohan Chauhan","Apinan Hasthanasombat",2
"Jing Han","Apinan Hasthanasombat",2
"Apinan Hasthanasombat","Pietro Cicuta",2
"Apinan Hasthanasombat","Tong Xia",2
"Apoorva Upadhyaya","Joydeep Chandra",2
"Apoorva Upadhyaya","Manish Bhanu",2
"Shalini Priya","Apoorva Upadhyaya",2
"Apoorva Upadhyaya","Sourav Kumar Dandapat",2
"Apurva Mulay","Emilio Ferrara",2
"Apurva Mulay","Reza Zafarani",2
"Xinyi Zhou","Apurva Mulay",2
"Arani Bhattacharya","Samir Ranjan Das",2
"Vasudevan Nagendra","Arani Bhattacharya",2
"Arani Bhattacharya","Vinod Yegneswaran",2
"Gordon E. Moon","Aravind Sukumaran-Rajam",2
"J. Austin Ellis","Aravind Sukumaran-Rajam",2
"Aravind Sukumaran-Rajam","P. Sadayappan",2
"Aravind Sukumaran-Rajam","Srinivasan Parthasarathy 0001",2
"Ardavan Afshar","Chao Zhang 0014",2
"Ardavan Afshar","Jimeng Sun",2
"Ardavan Afshar","Joyce C. Ho",2
"Kejing Yin","Ardavan Afshar",2
"Ardavan Afshar","William K. Cheung",2
"Ardeshir Bastani","Clifton Francis",2
"Gaurav Bajaj","Ardeshir Bastani",2
"Jerry Lee","Ardeshir Bastani",2
"Ardeshir Bastani","Mahima Agumbe Suresh",2
"Pratik Baniya","Ardeshir Bastani",2
"Ariane Maharaj","Thilanka Munasinghe",2
"Eko Edita Limanta","Arijit Khan",2
"Kenneth Teo Tian Shun","Arijit Khan",2
"Arijit Khan","Sourav Sen Gupta",2
"Xi Tong Lee","Arijit Khan",2
"Arijit Khan","Xuan Liu",2
"Arijit Khan","Yu Hann Ong",2
"Arijit Ukil","John R. Farserotu",2
"Arijit Ukil","Leandro Marín",2
"Aris Anagnostopoulos","Chris Schwiegelshohn",2
"Aris Anagnostopoulos","Cristina Menghini",2
"Aris Anagnostopoulos","Luca Becchetti",2
"Dimitrios Karapiperis","Aris Gkoulalas-Divanis",2
"Aris Gkoulalas-Divanis","Vassilios S. Verykios",2
"Aris Konidaris","Arnau Montagud",2
"David Arnu","Aris Konidaris",2
"Aris Konidaris","Edwin Yaqub",2
"Aris Konidaris","Fabian Temme",2
"Aris Konidaris","George Stamatakis 0002",2
"Aris Konidaris","Holger Arndt",2
"Aris Konidaris","Mate Torok",2
"Aris Konidaris","Miguel Ponce de Leon",2
"Minos N. Garofalakis","Aris Konidaris",2
"Nikos Giatrakos","Aris Konidaris",2
"Ralf Klinkenberg","Aris Konidaris",2
"Aris Konidaris","Stefan Burkard",2
"Theodoros Bitsakis","Aris Konidaris",2
"Aris Konidaris","Vasilis Samoladas",2
"Aris Konidaris","Yannis Kotidis",2
"Bruno Ordozgoiti","Aristides Gionis",4
"Francesco Bonchi","Aristides Gionis",2
"Guangyi Zhang 0001","Aristides Gionis",2
"Han Xiao 0009","Aristides Gionis",2
"Tommaso Lanciano","Aristides Gionis",2
"Panagiotis Anagnostou","Aristidis G. Vrahatis",2
"Petros Barbas","Aristidis G. Vrahatis",2
"Aristidis G. Vrahatis","Sotiris K. Tasoulis",2
"Aritra Ghosh 0001","Beverly Park Woolf",2
"Aritra Ghosh 0001","Neil T. Heffernan",2
"Aritra Ghosh 0001","Shlomo Zilberstein",2
"Aritra Konar","Nicholas D. Sidiropoulos",2
"Aritran Piplai","Priyanka Ranade",2
"Aritran Piplai","Sandeep Nair Narayanan",2
"Soham Dasgupta","Aritran Piplai",2
"Aritran Piplai","Sudip Mittal",2
"Arjumand Younus","Muhammad Atif Qureshi 0001",2
"Arjun Gopalan","Cesar Ilharco Magalhaes",2
"Arjun Gopalan","Chun-Sung Ferng",2
"Arjun Gopalan","Chun-Ta Lu",2
"Arjun Gopalan","Da-Cheng Juan",2
"Arjun Gopalan","George Yu",2
"Arjun Gopalan","Philip Pham",2
"Kyle Pawlowski","Arjun Kumar Joginipelly",2
"Sumit Chakravarty","Arjun Kumar Joginipelly",2
"Ying Xie","Arjun Kumar Joginipelly",2
"Arjun Pandya","Chen Liu",2
"Arjun Pandya","Jianwu Wang",2
"Arjun Pandya","Oluwatobiloba Odunsi",2
"Arjuna Chala","Lili Xu",2
"Matthias Murray","Arjuna Chala",2
"Arjuna Chala","Roger Dev",2
"Arman Noroozian","Bram Klievink",2
"Fieke Miedema","Arman Noroozian",2
"Arman Noroozian","Michel van Eeten",2
"Rolf van Wegberg","Arman Noroozian",2
"Ugur Akyazi","Arman Noroozian",2
"Garima Gaur","Arnab Bhattacharya 0001",2
"Arnab Bhattacharya 0001","Srikanta Bedathur",2
"David Arnu","Arnau Montagud",2
"Edwin Yaqub","Arnau Montagud",2
"Fabian Temme","Arnau Montagud",2
"George Stamatakis 0002","Arnau Montagud",2
"Arnau Montagud","Holger Arndt",2
"Mate Torok","Arnau Montagud",2
"Arnau Montagud","Miguel Ponce de Leon",2
"Minos N. Garofalakis","Arnau Montagud",2
"Nikos Giatrakos","Arnau Montagud",2
"Ralf Klinkenberg","Arnau Montagud",2
"Arnau Montagud","Stefan Burkard",2
"Theodoros Bitsakis","Arnau Montagud",2
"Vasilis Samoladas","Arnau Montagud",2
"Yannis Kotidis","Arnau Montagud",2
"Lars Klein","Arnaud Miribel",2
"Arnaud Miribel","Robert West",2
"Roland Aydin","Arnaud Miribel",2
"Arquimedes Canedo","Arnav V. Malawade",2
"Dmitriy Fradkin","Arnav V. Malawade",2
"Ioannis Akrotirianakis","Arnav V. Malawade",2
"Arnav V. Malawade","Mohammad Abdullah Al Faruque",2
"Shih-Yuan Yu","Arnav V. Malawade",2
"Tugba Kulahcioglu","Arnav V. Malawade",2
"Arnon Dagan","Dafna Shahaf",2
"David Tsurel","Arnon Dagan",2
"Arnon Dagan","Ido Guy",2
"Michael Doron","Arnon Dagan",2
"David Carmel","Arnon Lazerson",2
"Elad Haramaty","Arnon Lazerson",2
"Arnon Lazerson","Liane Lewin-Eytan",2
"Bahar Radfar","Aron Culotta",2
"Karthik Shivaram","Aron Culotta",2
"Aron Laszka","Jens Grossklags",2
"Mehmet Bahadir Kirdan","Aron Laszka",2
"Sadegh Farhang","Aron Laszka",2
"Aron Szanto","David C. Parkes",2
"Nir Rosenfeld","Aron Szanto",2
"Chengming Zhang","Arpan Man Sainju",2
"Wenchong He","Arpan Man Sainju",2
"Zhe Jiang 0001","Arpan Man Sainju",2
"Arpit Patel","Carly Eckert",2
"Muhammad Aurangzeb Ahmad","Arpit Patel",2
"Arpit Patel","Vikas Kumar",2
"Gourab K. Patro","Arpita Biswas",2
"Arpita Biswas","Krishna P. Gummadi",2
"Arpita Biswas","Niloy Ganguly",2
"Dmitriy Fradkin","Arquimedes Canedo",2
"Ioannis Akrotirianakis","Arquimedes Canedo",2
"Arquimedes Canedo","Mohammad Abdullah Al Faruque",2
"Arquimedes Canedo","Shih-Yuan Yu",2
"Tugba Kulahcioglu","Arquimedes Canedo",2
"Arthur Liu","Kyle Coburn",2
"Arthur Liu","Luis J. Salazar",2
"Ying Li","Arthur Liu",2
"Arthur Mayer","Chuan Yue",2
"Arthur Mayer","Kaylynn Tu",2
"Weiping Pei","Arthur Mayer",2
"Henning S. Mortveit","Arun G. Phadke",2
"Madhav Marathe","Arun G. Phadke",2
"Rounak Meyur","Arun G. Phadke",2
"Samarth Swarup","Arun G. Phadke",2
"Virgilio Centeno","Arun G. Phadke",2
"Dhaval Patel","Arun Iyengar",6
"Arun Iyengar","Jayant Kalagnanam",2
"Nianjun Zhou","Arun Iyengar",6
"Shrey Shrivastava","Arun Iyengar",6
"Syed Yousaf Shah","Arun Iyengar",2
"Arun Prasad","Atillia Dobi",2
"Arun Prasad","Eileen Li",2
"Heath Vinicombe","Arun Prasad",2
"Jennifer Zhao","Arun Prasad",2
"Porter Jenkins","Arun Prasad",2
"Arun Prasad","Yunsong Guo",2
"Arun Reddy Nelakurthi","Jingrui He",2
"Arun Reddy Nelakurthi","Ross Maciejewski",2
"Arun Reddy Nelakurthi","Wei Fan",2
"Yao Zhou","Arun Reddy Nelakurthi",2
"Aruna Jammalamadaka","Dana Warmsley",2
"Sasha Strelnikoff","Aruna Jammalamadaka",2
"Chuan Pham","Arveity Setty",2
"Hang Nguyen","Arveity Setty",2
"Quang Dang","Arveity Setty",2
"Quoc H. Nguyen","Arveity Setty",2
"Tien-Dung Nguyen","Arveity Setty",2
"Arveity Setty","Trung-Quôc Le",2
"Arvind Narayanan","Eman Ramadan",2
"Arvind Narayanan","Feng Qian",2
"Arvind Narayanan","Jason Carpenter",2
"Arvind Narayanan","Qingxu Liu",2
"Arvind Narayanan","Yu Liu",2
"Arvind Narayanan","Zhi-Li Zhang",2
"Aryya Gangopadhyay","Babak Saboury",2
"David Chapman","Aryya Gangopadhyay",2
"Aryya Gangopadhyay","Jayalakshmi Mangalagiri",2
"Aryya Gangopadhyay","Jianwu Wang",2
"Joshua Galita","Aryya Gangopadhyay",2
"Julie Bessac","Aryya Gangopadhyay",2
"Ling Xu","Aryya Gangopadhyay",2
"Manzhu Yu","Aryya Gangopadhyay",2
"Aryya Gangopadhyay","Michael Morris",2
"Aryya Gangopadhyay","Phuong Nguyen",2
"Sumeet Menon","Aryya Gangopadhyay",2
"Aryya Gangopadhyay","Yaacov Yesha",2
"Aryya Gangopadhyay","Yelena Yesha",2
"Aryya Gangopadhyay","Yingxi Rona Shi",2
"Asaf Nadler","Asaf Shabtai",2
"Lior Sidi","Asaf Nadler",2
"Yisroel Mirsky","Asaf Nadler",2
"Asaf Nadler","Yuval Elovici",2
"Avinatan Hassidim","Asaf Revach",2
"Deborah Cohen","Asaf Revach",2
"Eran Ofek","Asaf Revach",2
"Gal Elidan","Asaf Revach",2
"Idan Szpektor","Asaf Revach",2
"Michael Fink","Asaf Revach",2
"Orgad Keller","Asaf Revach",2
"Sagie Pudinsky","Asaf Revach",2
"Sayali Kulkarni","Asaf Revach",2
"Asaf Revach","Shimi Salant",2
"Asaf Revach","Yossi Matias",2
"Lior Sidi","Asaf Shabtai",2
"Yisroel Mirsky","Asaf Shabtai",2
"Yuval Elovici","Asaf Shabtai",2
"Ashish Goel","David Mazières",2
"Geoffrey Ramseyer","Ashish Goel",2
"Chandrakant Bharti","Ashish Gupta",2
"Chepuri Shri Krishna","Ashish Gupta",4
"Ashish Gupta","Diksha Manchanda",2
"Gursirat Singh Sodhi","Ashish Gupta",2
"Ashish Gupta","Himanshu Rai",4
"Ashish Gupta","Nitinbalaji Singh",2
"Rishabh Mehrotra","Ashish Gupta",2
"Ashish Gupta","Swarnim Narayan",4
"Varun Mishra","Ashish Gupta",2
"Ashish Sharma 0004","Monojit Choudhury",2
"Ashish Sharma 0004","Tim Althoff",2
"Ashish Sharma","David Zhang",2
"Ashish Sharma","Edoardo Serra",2
"Ashish Sharma","Giuseppe Ottaviano",2
"Ashish Sharma","Janani Padmanabhan",2
