2019,"On the Impact of Choice Architectures on Inequality in Online Donation Platforms.",WWW,"Abhijnan Chakraborty,Nuno Mota,Asia J. Biega,Krishna P. Gummadi,Hoda Heidari"
2008,"Race: finding and ranking compact connected trees for keyword proximity search over xml documents.",WWW,"Guoliang Li 0001,Jianhua Feng,Jianyong Wang 0001,Bei Yu,Yukai He"
2017,"GB-CENT: Gradient Boosted Categorical Embedding and Numerical Trees.",WWW,"Qian Zhao,Yue Shi,Liangjie Hong"
2009,"Visual diversification of image search results.",WWW,"Reinier H. van Leuken,Lluis Garcia Pueyo,Ximena Olivares,Roelof van Zwol"
2016,"The Death and Life of Great Italian Cities: A Mobile Phone Data Perspective.",WWW,"Marco De Nadai,Jacopo Staiano,Roberto Larcher,Nicu Sebe,Daniele Quercia,Bruno Lepri"
2020,"DyCRS: Dynamic Interpretable Postoperative Complication Risk Scoring.",WWW,"Wen Wang,Han Zhao 0002,Honglei Zhuang,Nirav Shah,Rema Padman"
2002,"Web page scoring systems for horizontal and vertical search.",WWW,"Michelangelo Diligenti,Marco Gori,Marco Maggini"
2013,"Google+ or Google-?: dissecting the evolution of the new OSN in its first year.",WWW,"Roberto Gonzalez,Rubén Cuevas,Reza Motamedi,Reza Rejaie,Ángel Cuevas"
2015,"Crowd Fraud Detection in Internet Advertising.",WWW,"Tian Tian 0001,Jun Zhu 0001,Fen Xia,Xin Zhuang,Tong Zhang"
2003,"Xspect: bridging open hypermedia and XLink.",WWW,"Bent Guldbjerg Christensen,Frank Allan Hansen,Niels Olof Bouvin"
2020,"Learning the Structure of Auto-Encoding Recommenders.",WWW,"Farhan Khawar,Leonard K. M. Poon,Nevin L. Zhang"
2010,"Automatic extraction of clickable structured web contents for name entity queries.",WWW,"Xiaoxin Yin,Wenzhao Tan,Xiao Li,Yi-Chin Tu"
2009,"Why is the web loosely coupled?: a multi-faceted metric for service design.",WWW,"Cesare Pautasso,Erik Wilde"
2014,"Price competition in online combinatorial markets.",WWW,"Moshe Babaioff,Noam Nisan,Renato Paes Leme"
2013,"A predictive model for advertiser value-per-click in sponsored search.",WWW,"Eric Sodomka,Sébastien Lahaie,Dustin Hillard"
2009,"Towards intent-driven bidterm suggestion.",WWW,"William Chang,Patrick Pantel,Ana-Maria Popescu,Evgeniy Gabrilovich"
2003,"Sensor-enhanced mobile web clients: an XForms approach.",WWW,"John J. Barton,Tim Kindberg,Hui Dai,Nissanka Bodhi Priyantha,Fahd Al-Bin-Ali"
2020,"Dynamic Flow Distribution Prediction for Urban Dockless E-Scooter Sharing Reconfiguration.",WWW,"Suining He,Kang G. Shin"
2010,"Detection and analysis of drive-by-download attacks and malicious JavaScript code.",WWW,"Marco Cova,Christopher Krügel,Giovanni Vigna"
2013,"Anatomy of a web-scale resale market: a data mining approach.",WWW,"Yuchen Zhao,Neel Sundaresan,Zeqian Shen,Philip S. Yu"
2017,"Harnessing the Web for Population-Scale Physiological Sensing: A Case Study of Sleep and Performance.",WWW,"Tim Althoff,Eric Horvitz,Ryen W. White,Jamie Zeitzer"
2008,"WWW 2008 workshop: NLPIX2008 summary.",WWW,"Hiroshi Nakagawa,Kentaro Torisawa,Marasu Kitsuregawa"
2015,"Compressed Indexes for String Searching in Labeled Graphs.",WWW,"Paolo Ferragina,Francesco Piccinno,Rossano Venturini"
2007,"Optimizing web search using social annotations.",WWW,"Shenghua Bao,Gui-Rong Xue,Xiaoyuan Wu,Yong Yu 0001,Ben Fei,Zhong Su"
2009,"Search result re-ranking based on gap between search queries and social tags.",WWW,"Jun Yan 0001,Ning Liu 0001,Elaine Qing Chang,Lei Ji,Zheng Chen 0001"
2015,"Bringing CUPID Indoor Positioning System to Practice.",WWW,"Souvik Sen,Dongho Kim,Stephane Laroche,Kyu-Han Kim,Jeongkeun Lee"
2015,"Asymmetric Minwise Hashing for Indexing Binary Inner Products and Set Containment.",WWW,"Anshumali Shrivastava,Ping Li 0001"
2007,"Web page classification with heterogeneous data fusion.",WWW,"Zenglin Xu,Irwin King,Michael R. Lyu"
2006,"The distribution of pageRank follows a power-law only for particular values of the damping factor.",WWW,"Luca Becchetti,Carlos Castillo 0001"
2010,"LINKREC: a unified framework for link recommendation with user attributes and graph structure.",WWW,"Zhijun Yin,Manish Gupta 0001,Tim Weninger,Jiawei Han 0001"
2014,"Automated runtime recovery for QoS-based service composition.",WWW,"Tian Huat Tan,Manman Chen,Étienne André,Jun Sun 0001,Yang Liu 0003,Jin Song Dong"
2018,"What We Read, What We Search: Media Attention and Public Attention Among 193 Countries.",WWW,"Haewoon Kwak,Jisun An,Joni Salminen,Soon-Gyo Jung,Bernard J. Jansen"
2009,"Graffiti: node labeling in heterogeneous networks.",WWW,"Ralitsa Angelova,Gjergji Kasneci,Fabian M. Suchanek,Gerhard Weikum"
2020,"Field-aware Calibration: A Simple and Empirically Strong Method for Reliable Probabilistic Predictions.",WWW,"Feiyang Pan,Xiang Ao,Pingzhong Tang,Min Lu,Dapeng Liu,Lei Xiao,Qing He 0003"
2020,"ResQueue: A Smarter Datacenter Flow Scheduler.",WWW,"Hamed Rezaei,Balajee Vamanan"
2018,"I'll Be Back: On the Multiple Lives of Users of a Mobile Activity Tracking Application.",WWW,"Zhiyuan Lin 0001,Tim Althoff,Jure Leskovec"
2016,"When do Recommender Systems Work the Best?: The Moderating Effects of Product Attributes and Consumer Reviews on Recommender Performance.",WWW,"Dokyun Lee,Kartik Hosanagar"
2009,"Is there anything worth finding on the semantic web?",WWW,"Harry Halpin"
2020,"Improved Touch-screen Inputting Using Sequence-level Prediction Generation.",WWW,"Xin Wang,Xu Li,Jinxing Yu,Mingming Sun,Ping Li 0001"
2019,"Learning Resolution Parameters for Graph Clustering.",WWW,"Nate Veldt,David F. Gleich,Anthony Wirth"
2020,"Efficient Online Multi-Task Learning via Adaptive Kernel Selection.",WWW,"Peng Yang,Ping Li 0001"
2020,"SMART-KG: Hybrid Shipping for SPARQL Querying on the Web.",WWW,"Amr Azzam,Javier D. Fernández,Maribel Acosta,Martin Beno,Axel Polleres"
2006,"Dynamic placement for clustered web applications.",WWW,"Alexei A. Karve,Tracy Kimbrel,Giovanni Pacifici,Mike Spreitzer,Malgorzata Steinder,Maxim Sviridenko,Asser N. Tantawi"
2009,"Combining global optimization with local selection for efficient QoS-aware service composition.",WWW,"Mohammad Alrifai,Thomas Risse 0001"
2015,"From "Selena Gomez" to "Marlon Brando": Understanding Explorative Entity Search.",WWW,"Iris Miliaraki,Roi Blanco,Mounia Lalmas"
2006,"SecuBat: a web vulnerability scanner.",WWW,"Stefan Kals,Engin Kirda,Christopher Krügel,Nenad Jovanovic"
2009,"A general framework for adaptive and online detection of web attacks.",WWW,"Wei Wang 0012,Florent Masseglia,Thomas Guyet,Rene Quiniou,Marie-Odile Cordier"
2012,"Collective context-aware topic models for entity disambiguation.",WWW,"Prithviraj Sen"
2018,"Me, My Echo Chamber, and I: Introspection on Social Media Polarization.",WWW,"Nabeel Gillani,Ann Yuan,Martin Saveski,Soroush Vosoughi,Deb Roy"
2011,"EP-SPARQL: a unified language for event processing and stream reasoning.",WWW,"Darko Anicic,Paul Fodor,Sebastian Rudolph,Nenad Stojanovic"
2018,"AdaError: An Adaptive Learning Rate Method for Matrix Approximation-based Collaborative Filtering.",WWW,"Dongsheng Li 0002,Chao Chen 0016,Qin Lv,Hansu Gu,Tun Lu,Li Shang,Ning Gu,Stephen M. Chu"
2015,"LN-Annote: An Alternative Approach to Information Extraction from Emails using Locally-Customized Named-Entity Recognition.",WWW,"YoungHoon Jung,Karl Stratos,Luca P. Carloni"
2012,"A habit mining approach for discovering similar mobile users.",WWW,"Haiping Ma,Huanhuan Cao,Qiang Yang 0001,Enhong Chen,Jilei Tian"
2017,"Collaborative Metric Learning.",WWW,"Cheng-Kang Hsieh,Longqi Yang,Yin Cui,Tsung-Yi Lin,Serge J. Belongie,Deborah Estrin"
